n_harmonics,base_freq,magnitudes,instruments
8,4.166005592979245,"[-1.00178243  0.51044389 -0.67956589  0.83990066 -0.39910169 -0.50493631
 -1.95264453  0.80705665]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998839086897042,-0.40160472784379525
-2.995004042613285,-0.5123813010544266
-2.9865168465231102,-0.6548214926720749
-2.9765950926822824,-0.6530139072054938
-2.9763897891599367,-0.6467964745560957
-2.9694030065174943,-0.5610612046182307
-2.94924058068389,0.02327860551868552
-2.949141312455442,0.02718665533120863
-2.948856947188312,0.028123498331988614
-2.9455320097123003,0.16733384933916493
-2.9400008140618805,0.37728011080180507
-2.93985844927577,0.3987620430718432
-2.9349524993199685,0.5786806616516341
-2.9255770890392823,0.9549021681890336
-2.9233403930524853,1.0251517798208143
-2.918536612654827,1.1819428525356994
-2.918337593900695,1.1868126907259657
-2.913709376317506,1.295056464694143
-2.91076486150199,1.382849020332158
-2.9088155725123386,1.4317421110022155
-2.905055662281942,1.495916961630475
-2.897945369076573,1.5948646366330446
-2.879716760910229,1.5309167237606696
-2.876036047659941,1.4563185049689784
-2.8661483602672586,1.2161318358247784
-2.8620301042263634,1.0701302589502053
-2.8557542090296297,0.848765347212468
-2.8480309693588524,0.4937712959024862
-2.844192696754993,0.3208164455681997
-2.832691515076029,-0.20994439519199715
-2.8295358660948815,-0.35452884459406553
-2.825051397480827,-0.5759868501488262
-2.8202218690691114,-0.8025046049276882
-2.8169484322348888,-0.9483628091145918
-2.802647357668217,-1.5745196826452539
-2.792360195068359,-1.9080023964054331
-2.7921321703355204,-1.912492372963073
-2.788972347767834,-2.024989172295611
-2.7886613334703876,-2.033396976893237
-2.767963096791564,-2.462882310558295
-2.7656133560102063,-2.510474543505358
-2.7645324997406386,-2.51161600820848
-2.762043474790552,-2.5419724972269067
-2.7608267636496464,-2.5592515082950626
-2.7523062147609174,-2.6368417751421385
-2.751594291322906,-2.6379389475288124
-2.7481244330442793,-2.6473353812709304
-2.7342712893838788,-2.6532891508639533
-2.7342486766382854,-2.6341818423906447
-2.7329591831268147,-2.6337807998154483
-2.7262667883461553,-2.6007659103536613
-2.726085028965319,-2.6026531215929034
-2.717066365902789,-2.516581325447168
-2.7125469910285203,-2.4964894505307615
-2.7088463438466923,-2.4330613519764936
-2.708528767917847,-2.414888443896689
-2.707083509092857,-2.3970974553778386
-2.7014974070519004,-2.3239325191830114
-2.7005175697507884,-2.2987825149420864
-2.6996334085234945,-2.2806046661814348
-2.6896182122549286,-2.0924958305933563
-2.683448372466146,-1.9379074635932725
-2.6831031713960165,-1.9258248302133032
-2.6785708700289286,-1.8114831126057735
-2.678217009706492,-1.79119440137466
-2.675020832327271,-1.7042512183504999
-2.6668852986579337,-1.4429865812911542
-2.6556367436118844,-1.0540873829485413
-2.6542931481198773,-1.002215303923251
-2.652231618357427,-0.9205148246392739
-2.6483789225372463,-0.7669243350706665
-2.6421276766248214,-0.4982824811362179
-2.6400255973815727,-0.4190334961621597
-2.6387558139710228,-0.3627109325042059
-2.635991765341755,-0.23113458651414442
-2.6284234455175453,0.08580396599750045
-2.6266162143620004,0.1754553124106027
-2.6257764342873102,0.20637903983138306
-2.624346097918817,0.2686486603688357
-2.6202450626853,0.4360560895051127
-2.6180996837568578,0.5252712190355797
-2.6178530233237707,0.5550660525230303
-2.608756914091867,0.8943143816513901
-2.6068771450204817,0.9671897099355593
-2.6035768223830007,1.0789887386736254
-2.6031859833536495,1.1112139805882872
-2.5934513982022542,1.3785024463352067
-2.5933604195388043,1.385037155811412
-2.5926556366107416,1.3942013793476207
-2.5919363235508417,1.4120065533831974
-2.574620362224599,1.6334456424816506
-2.5746189066376894,1.6298840920573183
-2.5651262047189416,1.578447650864012
-2.5636185730177505,1.5586898744323263
-2.555865074273397,1.4002858946897876
-2.5518241215736497,1.2843943173515744
-2.535491130965837,0.557212910819572
-2.531998453579618,0.3787608074249646
-2.5179942759647256,-0.503604116984279
-2.5151998600839818,-0.6681324289326436
-2.514457540435445,-0.7303988434811265
-2.5125341043488367,-0.8540166996935513
-2.499929550381447,-1.7445484478100108
-2.4977601207364897,-1.903795078797121
-2.4919729479583026,-2.294720948787245
-2.476255434644972,-3.2461099491779755
-2.470221752985394,-3.5355369064403424
-2.4677001188967944,-3.643918563692298
-2.4616012701836443,-3.870358498954704
-2.442273350301353,-4.22321612281434
-2.4402858558161666,-4.234651441247621
-2.438628043855907,-4.24392594874061
-2.438174972269901,-4.234787547130428
-2.41613235740754,-3.8583121868592656
-2.414241736973514,-3.8122147884540936
-2.411450350769406,-3.7128242729701144
-2.3977183214489735,-3.186478801452514
-2.3793313881243403,-2.361327654649417
-2.376121827535755,-2.228353146343382
-2.356953132886963,-1.4401318409996575
-2.3522037171883783,-1.272861954285409
-2.3507257915883937,-1.2419479789428787
-2.350245550617892,-1.2053904596621527
-2.3416859851215373,-0.9367882301089695
-2.336647149028117,-0.7907965642485112
-2.3350430327615213,-0.7350761655884469
-2.3266051350436863,-0.5275026259567313
-2.303406278351769,-0.01460602482977997
-2.2998538091686322,0.06365093472683062
-2.296688144398477,0.13686078689427847
-2.2963671485693933,0.13348297104423482
-2.2948863075118027,0.18204958131901222
-2.2917903371880106,0.24442386970180868
-2.280273957680383,0.5340956903198842
-2.277818584399709,0.5936775138908909
-2.2771970440249953,0.611596387340333
-2.2754624539788364,0.6623345705022485
