n_harmonics,base_freq,magnitudes,instruments
9,3.215297267681741,"[-1.36911424 -0.71906529  0.73608401 -1.4779431   0.25250748  0.93305409
 -1.1623019   1.86252518  1.03952439]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9906039482282933,2.8447679225653846
-2.982121850316669,2.908041696978997
-2.9755718571383154,2.9516233836910524
-2.9679292666748625,2.9580134626815706
-2.9671530340431236,2.93889973678096
-2.9666870910281586,2.938701215532474
-2.9665318302840142,2.9356378383739883
-2.9592962767321818,2.8780557553616744
-2.951522373815763,2.783918635084925
-2.9484691172958923,2.686074687782884
-2.941450391945109,2.5258324264730647
-2.939231254594394,2.4810663644247204
-2.938726146456534,2.4515390656842646
-2.936803301895158,2.404279351299029
-2.925744351702484,2.097399455950623
-2.9183715100762253,1.9534202176168005
-2.917373982539647,1.8923527016476707
-2.913304738557078,1.8233845345159252
-2.9090340213684858,1.70543371905899
-2.8931417699325706,1.4220360064028676
-2.893135895587704,1.4062388702899469
-2.891860999919806,1.3986678828297507
-2.8886467825677373,1.3645371479069583
-2.8881067698888705,1.3488067540840472
-2.879359327053586,1.2701068934061372
-2.8776805625965993,1.2259964382901736
-2.8712063137201946,1.1933017087580695
-2.863186457578166,1.190190431898299
-2.8622510503232395,1.2073599652511426
-2.8601711628334168,1.1927697425000172
-2.855836950961681,1.1471878573068124
-2.855606445550223,1.1487904168022933
-2.852201035367841,1.180702057101939
-2.8500165098656662,1.2036466592308983
-2.8402310831307567,1.128183515518177
-2.83531212516802,1.176563560748376
-2.827532322725121,1.1661381066233554
-2.819969918874188,1.1269927401123403
-2.8074623290164338,0.9698917195080765
-2.803978369103317,0.9204136264055991
-2.800087021671315,0.886176248297318
-2.786427968979714,0.5497561816072931
-2.780484934759278,0.38083330884329436
-2.7782173005214688,0.3205757230600791
-2.772401999594779,0.13417561416437518
-2.7694973886206253,0.023787908785599964
-2.7650885439933717,-0.1320885889003229
-2.755288716680955,-0.47111720246941996
-2.7513495709901807,-0.6090500193087834
-2.749041113307397,-0.6968282241673729
-2.7433280898318975,-0.9329641501867665
-2.739827176216232,-1.0134152437342747
-2.720016683931565,-1.535423129003067
-2.717398857416225,-1.5733195140251492
-2.7170831497908523,-1.5863156523135689
-2.714715984694158,-1.6269628996265517
-2.699042474854072,-1.6735037409501283
-2.695338052516262,-1.7033237102474463
-2.6407020287845135,0.4381558035298046
-2.6361766870796592,0.7146706708333226
-2.6345824881275934,0.778043522541977
-2.6338009950455925,0.8524794346478749
-2.6325720552653196,0.9244452029802107
-2.6299109627982227,1.0729522065722221
-2.6196587690152215,1.6048715859500322
-2.6187252930696494,1.6667607705386147
-2.617953467908362,1.6918731726613103
-2.6164635365671343,1.7800197804637754
-2.6127969888039226,1.9371409176253018
-2.601342376242198,2.328978646182058
-2.588897824622569,2.594898308830724
-2.575080378496163,2.570542497944007
-2.5738669559435143,2.5700377791623867
-2.5699026816644426,2.4595147240836965
-2.5685806710092445,2.4145804334877643
-2.5576089600747984,2.0629217148111523
-2.5393217570952125,0.9721738407195858
-2.5269521322200776,0.03082885789651897
-2.5267613726555895,0.027688042304917556
-2.520293237669553,-0.5246616484194395
-2.5162085947205886,-0.8689619072940896
-2.5084622235025735,-1.4970440371260814
-2.5048000866280304,-1.7846835605299824
-2.5045936992588804,-1.8370149485290153
-2.4587106201977695,-4.239621559908366
-2.4561836520564677,-4.294632906628647
-2.451383754874517,-4.336339964161904
-2.440087377986099,-4.164260559178484
-2.430863384835532,-3.9013605002352563
-2.428016416623245,-3.7856727038861453
-2.424761247514916,-3.6730526068952543
