n_harmonics,base_freq,magnitudes,instruments
8,2.7354450053783363,"[ 0.81590968  0.43967814 -1.37977001  0.86797889 -0.41236516  0.91362586
 -1.88088636 -1.94733939]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.98873479998144,1.0384923553731151
-2.986383691682284,1.1045147589104776
-2.9790057005003647,1.2663190050924122
-2.977298232466894,1.317511742886908
-2.973503706467567,1.3612425589766377
-2.968942845017979,1.4488540001183585
-2.9612052569648544,1.4565884181570583
-2.9564471062727904,1.5541925066759636
-2.9561184128459974,1.5458607462571572
-2.9556129716685122,1.6114253587771137
-2.955301651888489,1.6022278834258727
-2.9375019084344425,1.7212887905822585
-2.925728885491738,1.7755970652755324
-2.9252279869074886,1.791273784797939
-2.9120919954502034,1.8157885263542564
-2.90733378508349,1.7650626271113348
-2.8951373467872115,1.7688774766435895
-2.8931495673169616,1.7102075541044433
-2.8908285758576078,1.716418135906179
-2.8835568410499364,1.645533302144785
-2.8735158318362615,1.5868778473717626
-2.865502346513164,1.5643842440099849
-2.860813667708542,1.4340147431485586
-2.846302418194231,1.341747914623368
-2.843644058237112,1.2824523709606284
-2.837302064796985,1.1435163353027016
-2.8318080983970555,1.144661280194258
-2.8304502043851567,1.128735527012207
-2.8266883585152343,1.054773324794689
-2.8262026778909606,1.07986346517715
-2.793124876830423,0.6653574551962697
-2.791550168570028,0.702086209536625
-2.7891472243842435,0.6591469817569969
-2.7891024197870165,0.6404980157041404
-2.787932163505992,0.6760354589522163
-2.776584575627064,0.6173317006482133
-2.7613227729261345,0.421666383437024
-2.751708334910306,0.2555003860510197
-2.746459861694748,0.2806432242324475
-2.740748864741356,0.2703690287075806
-2.7338282509312797,0.16865742364364608
-2.726519984026061,0.12998689190483673
-2.7253618081071713,0.07315263672223289
-2.723783598509022,0.08009818491109331
-2.7203364702529527,0.07721376222037694
-2.7035997087535883,-0.04934065340166796
-2.702555213043407,-0.10941598129146594
-2.694764784468121,-0.16460745201166632
-2.6910578958606517,-0.17624600271368746
-2.6817678338738755,-0.28044277693762204
-2.6805198971432236,-0.28136640825145176
-2.6702665574840987,-0.3298857674110152
-2.6637129662230903,-0.3581051289379598
-2.657596220059593,-0.3620964879754954
-2.654675233879412,-0.424570476122784
-2.653700365372546,-0.4456593820882824
-2.6458068530127337,-0.47002385240964145
-2.6423286448516854,-0.5109445127699258
-2.6279477493341536,-0.4780268776675873
-2.6274103666459014,-0.49305703782601895
-2.6093195015975335,-0.44421016356052206
-2.6032617739015915,-0.3723006310468621
-2.599972284697639,-0.3704758635507753
-2.599948060224272,-0.3748305231510832
-2.5936483395512986,-0.28744796582282117
-2.58562615852461,-0.2526761180022282
-2.585251243257,-0.2052498557737265
-2.576777473705032,-0.13519002688477286
-2.5738083091116035,-0.1266590094922081
-2.568620508503276,-0.0076815957723317
-2.5639695529771704,0.05229228893618217
-2.556121574029543,0.18888753783795742
-2.5475309834001894,0.32738400193886497
-2.5449631364408285,0.3660350671885195
-2.537446920711218,0.5628039623401125
-2.5356015504310294,0.49872834243360664
-2.533082629500372,0.5261736059547353
-2.5314976498389115,0.5911789794984791
-2.5302547590875095,0.6005796251153097
-2.521694397133632,0.6555445224596697
-2.51645389818078,0.8051900910131592
-2.516140843581443,0.8076014552681879
-2.504336279218146,0.8891395745336054
-2.483382427880868,1.0457374622737943
-2.4608951571470223,0.8823472537039306
-2.454082200335294,0.7813193545302666
-2.453645330772035,0.812584402649679
-2.452516278242557,0.7901702628005052
-2.45035151372897,0.741580842559741
