n_harmonics,base_freq,magnitudes,instruments
9,1.557196200821659,"[-0.86310703  0.29695794 -1.48343059  0.80536316  1.01528965 -0.88425341
  0.22335942  0.99358907 -1.42775863]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9971326929512623,-2.016376824778771
-2.986594644448008,-1.9691527126102697
-2.982181296883823,-1.990648608479247
-2.9817537416933773,-1.9478555195558005
-2.9723350209287247,-1.9289509944749799
-2.9605199845826276,-1.8960174605987945
-2.9576725391692165,-1.8069624656358791
-2.9564226515896985,-1.8604986301376503
-2.953579417409866,-1.8200419928489686
-2.951084201102355,-1.8080192095695062
-2.9403697561683755,-1.6585208970125935
-2.9260012501835098,-1.5134736988373074
-2.9212298955013725,-1.4351472487899282
-2.9181727069638286,-1.4182507594580078
-2.91589170107484,-1.347855547518037
-2.9142404879130823,-1.356210427470751
-2.9138478392612486,-1.302234367698996
-2.912325238848463,-1.311364811175589
-2.8978581204888334,-1.0832440952950186
-2.8877438027463778,-0.9180567465667291
-2.881557393714403,-0.807455692594777
-2.8551736606200864,-0.31442902235114684
-2.8504576301642586,-0.208129635935943
-2.8345660157770336,0.12224549467351356
-2.833359428420954,0.10515728793349194
-2.8201483576733857,0.3985425883173237
-2.8178048494903067,0.44335395135033606
-2.8058416696248347,0.5983983865921493
-2.803326999542945,0.6206296954220338
-2.8029052415209703,0.6669676696939396
-2.7892406865609396,0.8439933474918376
-2.7859418503652265,0.9401088132427027
-2.7826490219169058,0.947161165047466
-2.7683250588130157,1.1090566942418512
-2.7640419123913054,1.1252392228807673
-2.762228318289545,1.1402243699197232
-2.7585581989208636,1.1498605437361658
-2.7578051749720194,1.1574320737787065
-2.756615822348458,1.1541873034958587
-2.7389855406456034,1.265026007605912
-2.732657660004222,1.2172945933582582
-2.7265938028575216,1.2065010661154179
-2.721020242951573,1.1778381893370389
-2.7189130799773293,1.219013445000953
-2.7147643995549533,1.1508039894651392
-2.7095850574174687,1.169542949027776
-2.688080396769567,0.8961299285515196
-2.6842038283191583,0.8090204977347341
-2.6827784793695724,0.8169892264651109
-2.681674342174902,0.8065656440420353
-2.6811304817699178,0.7826252014866745
-2.6690265677963865,0.5784143868234708
-2.664967325721421,0.4865803011259729
-2.661238044646783,0.41156480561360836
-2.6570607757694624,0.3566488447210098
-2.647619744209127,0.1805343532346584
-2.644923928341621,0.10281841342899564
-2.6274405339602485,-0.32402925584837966
-2.6192949491622093,-0.5131663455705247
-2.6124939043115303,-0.7087128722960764
-2.6015786970841446,-0.9599109294488907
-2.6002053714807296,-1.0314205132306369
-2.5979946666712905,-1.0523890295454847
-2.592447042776574,-1.1872484984482397
-2.5854612767786183,-1.3301150007592715
-2.5829676872647607,-1.4379180485213237
-2.5694953483675684,-1.7356482120894574
-2.5689211018049365,-1.7803106690503714
-2.564080268845929,-1.8358658591184913
-2.5632086944396786,-1.8808910436809312
-2.5548855382349402,-2.098386077608082
-2.554606321319232,-2.0588523944051094
-2.5363190877298085,-2.3823000298856347
-2.525010635590333,-2.5413127623825553
-2.5247563525271257,-2.5657745400645
-2.524267900477853,-2.579287632221291
