n_harmonics,base_freq,magnitudes,instruments
9,3.649709963268533,"[ 1.36241543  0.33636451 -0.61239667  0.26255233  0.22405279  0.26749153
  0.60623039  1.08137969  0.97195565]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9943362028331144,-0.08354406918745283
-2.993653221917274,-0.053226719247182475
-2.9921502555950275,-0.06801174179936963
-2.99090530119436,-0.027712326555081268
-2.9875018159371027,-0.029906449240311772
-2.987078627640157,-0.004893703046310205
-2.9857651111364194,-0.000989434670296851
-2.9679944749854252,0.11694757613778466
-2.9366386086324097,0.36351945135041125
-2.936147059080686,0.3821297071205932
-2.932982758901229,0.4419754528448244
-2.928434992842891,0.47181079753339417
-2.9272062258873595,0.464047316059482
-2.925405814099434,0.53928014776328
-2.9247763031519898,0.48068084138111616
-2.9236476298906915,0.5034668127276034
-2.921122981728418,0.5299704672190408
-2.918088879260439,0.5555245161279521
-2.9122378939204463,0.6146221834780771
-2.8925995531919466,0.6111664550768062
-2.888162727396244,0.617369193827431
-2.8876215860491192,0.6015388724158318
-2.8859623105844037,0.6044382453125425
-2.879686532459739,0.5677283568829127
-2.8622674785616313,0.20763738119446853
-2.8559019130479752,0.025991126166216513
-2.854397172653506,-0.0382800724670416
-2.8418522603859113,-0.473406438540028
-2.837294827865219,-0.710807730147823
-2.8364550997178903,-0.7330488546022194
-2.836270141110213,-0.7233455614944825
-2.8174322709900057,-1.5699130096512808
-2.817077817200584,-1.5784823920585775
-2.814753961113681,-1.6535300660702512
-2.811429125265103,-1.816280314728631
-2.802547331627473,-2.145880136698279
-2.8017359452409702,-2.2209341941289207
-2.797913043658179,-2.3332346132921913
-2.797890031869672,-2.3259442960410697
-2.796757087058949,-2.3641347716907686
-2.795341857475793,-2.4301936708780545
-2.792463733665423,-2.441661397953726
-2.7855722051652103,-2.5909099110360554
-2.7750330575071924,-2.711450565832688
-2.7699956686318865,-2.693777513303318
-2.7647420037455817,-2.6091789430771573
-2.764645151466927,-2.6128183436078256
-2.7587804807262755,-2.4807992297373525
-2.7554473703257076,-2.3836220908144057
-2.7492236474484337,-2.1462056419560036
-2.74910089587174,-2.1148717977405007
-2.7208508090197654,-0.3422134056304836
-2.7175119572868165,-0.10534361888896458
-2.7162115074332993,-0.008453793466960735
-2.7115085077104872,0.3557769177753496
-2.699263635423282,1.2572048258596316
-2.6952214487541384,1.5681483661064057
-2.683584830826356,2.322286386090303
-2.672460893466676,2.7696257495003436
-2.663244662916462,3.0006983649020107
-2.6596683033273223,3.0492335422101537
-2.6309658294095435,2.2896602862160527
-2.6131963915698053,1.0230591795620423
-2.5955652023757425,-0.4172852834258496
-2.5879586011752007,-1.0680478197305894
-2.5762317521728573,-1.9292647852488316
-2.552103101214522,-2.974761981327747
-2.5478632344400394,-3.015236407795106
-2.5433490961349032,-3.0534535394990714
-2.5367865633765527,-2.9999777138017216
-2.535729478564485,-2.9561693459714684
-2.5221684006486584,-2.5504602043513134
-2.5209577845906326,-2.4806509385565665
-2.5192404971085525,-2.4078343606346424
-2.5055159845085107,-1.6404069477893777
-2.50411576077912,-1.545003803621311
-2.5031257389006196,-1.5168151198978348
-2.499006316725006,-1.225555896184336
-2.496282514739743,-1.0518975402176562
-2.4947922468302446,-0.9972532407052269
-2.4939611175624856,-0.9623461061758237
-2.489695325638147,-0.628792285511007
-2.4877987224053157,-0.5220657615029922
-2.47474313427782,0.1820660306531568
-2.4646292057775994,0.6068062375618504
-2.4537057546038348,0.8464420786437568
-2.44779333534013,0.8230394906521025
-2.4460554338193212,0.8229868858095059
-2.4429585038872768,0.8066956325071624
-2.438375746007998,0.7043816154993722
-2.4376991591180066,0.6913021486578135
-2.436288080209902,0.6635422269675203
-2.4241399846570375,0.18111620701409387
-2.4229905203265556,0.13161401258982786
-2.4125590877846435,-0.47755429822506057
-2.409820095121723,-0.6528567144967264
-2.3853625958351823,-2.3694283864528614
-2.3770347922308876,-2.8973956886925407
-2.374271780327442,-3.0610862302612576
-2.368109610247103,-3.384984256572127
-2.3616034344312116,-3.5922209664523255
-2.3541022013140207,-3.78775566961792
-2.3499379795349915,-3.84785338766134
-2.348702722441514,-3.812285826989904
-2.334105826656579,-3.6211400234889908
-2.332671067666978,-3.58162498964557
-2.3290393857142546,-3.448947315211791
-2.3238250563349245,-3.195126626545016
-2.3170281691347894,-2.7624729067488234
-2.2990184603663604,-1.366495773574838
-2.2988012741167667,-1.3424703842523853
-2.2935956644585547,-0.8475387119132138
-2.2933484695423916,-0.8485530110635637
-2.292510952714727,-0.7899875022942543
-2.287699121123091,-0.33917738687373156
-2.286366572962618,-0.22539281231636307
