n_harmonics,base_freq,magnitudes,instruments
8,2.3216776220229103,"[ 0.84212705  1.13790194 -1.6543958   1.49300988  1.93290627 -0.33654907
 -1.71224769  0.60146134]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9915505451060316,-1.7063289627224238
-2.9863362351044715,-1.5836732990455875
-2.976556497805741,-1.3295607638011266
-2.9604299546285953,-0.8569988742295517
-2.9483434186794266,-0.47820933019733863
-2.9468506313095997,-0.4293860203238149
-2.9424414815914015,-0.2870081967815503
-2.941495747908174,-0.26153251260203936
-2.9378118456780773,-0.1313296466300874
-2.9326552028526587,0.028124133484842495
-2.9321315174254856,0.04331343374266147
-2.9262953211329608,0.23955587561236438
-2.925779723344059,0.2562190389391672
-2.9187398764355232,0.47730488179444247
-2.918320944729535,0.4884086010786365
-2.910465719845414,0.7198767139685921
-2.9010614110650215,0.9994883656659124
-2.8873012055754783,1.3351337770068712
-2.8831935496603878,1.4188316514303743
-2.864814518468685,1.7156078106535682
-2.8617377943407902,1.7455316357973114
-2.8339581819882476,1.7721263346507703
-2.829442121280709,1.738619484264187
-2.823243209785906,1.659364282475847
-2.8226436675819837,1.6363452393218647
-2.812555939917881,1.476023968374675
-2.803674105883207,1.2702762567303936
-2.7958047036734035,1.0593086211490659
-2.7952969283058513,1.0459617527849385
-2.792192207422209,0.9472123229853395
-2.785390270995343,0.7325798496794931
-2.7779378461560076,0.4685656391793434
-2.7748333097556213,0.3520748697736365
-2.7702520745439636,0.17713358242224272
-2.7668573027953864,0.05716566865488474
-2.766547675294545,0.04462596794025376
-2.762225719081475,-0.14002508614791537
-2.752606466710429,-0.5286459298142082
-2.7504340530336853,-0.6140920118912433
-2.7389109169578507,-1.0973608895118654
-2.7277608204107944,-1.53812100037932
-2.716053070185474,-1.9695574971744774
-2.708314433346244,-2.2458723644634233
-2.698064345127654,-2.552901362732832
-2.687951721523918,-2.7723672326145827
-2.6712841903684157,-3.0343212349769195
-2.654935264078588,-3.07934940177673
-2.6521873955128616,-3.056554614824123
-2.6122460856986613,-2.1708606995181756
-2.607540895614987,-1.9893293112937267
-2.5957642780074135,-1.4750621202887766
-2.594625613614001,-1.4175775992495627
-2.5888397217823576,-1.1415295839108677
-2.5883111057849977,-1.1196903417285629
-2.575772794552967,-0.44896964808490253
-2.57486103409833,-0.4065553303545632
-2.5633469753683205,0.24951744465876433
-2.5481977794088326,1.115742132545676
-2.539308840300394,1.6188805124749155
-2.52549797163166,2.3616457421702757
-2.5123758163367045,2.9891741332839366
-2.499088713073446,3.5236194198159687
-2.498194172815836,3.5575269574314077
-2.498106465513323,3.5561500469124248
-2.4950131083721256,3.6704922994014115
-2.478173350363368,4.103463341979041
-2.4717880249095496,4.209499627489994
-2.4576362611838185,4.3112416231771435
-2.4562334291218235,4.325653314641368
-2.4553097521979854,4.308512427830594
-2.4510361050443352,4.303935303651217
-2.4456800973892663,4.267333495937962
-2.4377595288554104,4.165137389577262
-2.4355948478762426,4.115227881689126
-2.4127099618025634,3.484218484196248
-2.412348474853293,3.4815270418911264
-2.404768413213952,3.1873281515533827
-2.401051982596191,3.0265474588708963
-2.3897980026052137,2.5071074248224243
-2.3779475958194345,1.904656836809272
-2.3774325580688402,1.8975671118038415
-2.363659894858996,1.1659888735461164
-2.361251793458867,1.0366967479118903
-2.357570301331455,0.8211640082142951
-2.3562635686480204,0.7438944568354987
-2.3499336279757372,0.41203569619843927
-2.3468178768782773,0.2455910223939956
