n_harmonics,base_freq,magnitudes,instruments
10,1.5055912326957164,"[-0.15557308 -0.09755565 -0.67497448  0.41448756  0.01930672 -1.49294693
 -1.21021071  1.00160904 -0.24839457  0.99870592]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.999761274834781,-1.0615249916594784
-2.997056730600492,-1.0916401054916487
-2.9922600177208922,-1.0969755577141627
-2.9906766830761082,-1.1120234408539884
-2.9824233389049546,-1.0353029787172445
-2.9779481990552195,-1.0462944694563108
-2.977585878859477,-0.9829338452695116
-2.9699188131320913,-1.072717499543743
-2.9683564403945795,-0.9280565479865175
-2.960287895975297,-0.9428674512179787
-2.9588174215906693,-0.9318107666819656
-2.9426876999224296,-0.9335659432986849
-2.9000010378156134,-1.1832160644470402
-2.899160301951367,-1.2144497482027232
-2.8952671317678353,-1.262638789627894
-2.886025139091056,-1.3195441882044574
-2.884552473502554,-1.304075857361643
-2.879065624144948,-1.4721949472719533
-2.8772458646282035,-1.4286505208367195
-2.869238946157363,-1.5624519614604864
-2.8628176935390535,-1.6498865546731367
-2.8627787168474628,-1.7009393820930414
-2.8512383371490015,-1.8711470426329457
-2.846373431521326,-1.9740578022101594
-2.842582091945207,-2.0505774173233906
-2.8393307386760562,-2.0483855779871165
-2.838552424365796,-2.0737468336032867
-2.8312614428585086,-2.2184663861717815
-2.804454117977048,-2.752326287233641
-2.7901625518551834,-2.945699103754269
-2.7884976650362985,-2.9592623024681686
-2.7871573348518845,-3.059223922861002
-2.785710815570283,-3.0581979417820446
-2.7849633994098504,-3.083128916645256
-2.775663487356992,-3.2148793745172473
-2.764983504310907,-3.262199829310526
-2.7565475004766835,-3.370711020418724
-2.74713530461809,-3.4706445917294904
-2.738317390059118,-3.559073203773243
-2.734784483013784,-3.562779065978909
-2.7326985465951004,-3.573004704421521
-2.7166741049570367,-3.5572361417496277
-2.712715469847699,-3.5612215728041567
-2.7119644395111995,-3.511793390642879
-2.7111941213682247,-3.5991538146497386
-2.705142608113319,-3.4796639681793464
-2.702712176803036,-3.4789956460611657
-2.693893739135718,-3.4205516650816334
-2.6880572153164577,-3.3657481463868146
