n_harmonics,base_freq,magnitudes,instruments
8,3.1707846867149025,"[ 1.82061826  1.55637297  0.28112768 -0.24761704 -1.26508855  0.5950095
 -0.41007638  0.28676214]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9913552388083358,-1.5805919089509732
-2.9895888558667703,-1.577470791574087
-2.9848074834085194,-1.6189150304191324
-2.9847066243021354,-1.605006885818805
-2.980142943981627,-1.6114742334423546
-2.9585865743023843,-1.458742272237398
-2.9512807999837545,-1.3634869860659915
-2.9486728237446322,-1.301056271349058
-2.9486041049935334,-1.3062390720238917
-2.944219285951747,-1.2112485494562
-2.931468945074693,-0.9191476512662211
-2.9257820858685877,-0.7599814209890625
-2.922297709617773,-0.671066850622256
-2.920002507179836,-0.6080181551386443
-2.911441053426768,-0.36105088041146266
-2.907673402494532,-0.27737215423353756
-2.9074285719338517,-0.25920910196250574
-2.900822432527128,-0.09287106343535477
-2.8978213786164058,-0.019149801971354578
-2.8918005876866486,0.11587978804886281
-2.884379157507908,0.2807691688987278
-2.8836155110617874,0.2840192509884937
-2.8697852843965874,0.48304795253778876
-2.868000568898049,0.49502491236867324
-2.8675159099191734,0.49445709291709117
-2.8625173362393355,0.540445801428682
-2.861789377468508,0.5290881952908989
-2.854044632424637,0.5399110482432972
-2.85003408041445,0.534649757304264
-2.8454031061771854,0.5231579988782904
-2.842035791637737,0.4991539115432818
-2.839766546842637,0.4639177281403259
-2.82316804282148,0.23718121658838284
-2.8126292434355045,0.02467527872504472
-2.8121935550816834,0.009837960391690659
-2.81154485512632,0.02684453085482454
-2.8025063009571,-0.1883791068528319
-2.8009503758854177,-0.2022130709839914
-2.7955923346222358,-0.32885761598916263
-2.790080890202389,-0.4388166185969476
-2.784301410467477,-0.543130654372516
-2.7724100604020796,-0.7202228933114171
-2.7723237270762473,-0.7289789830030938
-2.7664765918792122,-0.7791252056135267
-2.7569140311902753,-0.80774029376907
-2.751239002594102,-0.7895219065530843
-2.7501245008777637,-0.7835105624703449
