n_harmonics,base_freq,magnitudes,instruments
9,1.232740566061437,"[-0.18105335 -0.96007451  0.65555457 -0.17263252  0.32683288 -0.90602204
  1.86580034  1.6704655  -0.95481493]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.997424248101729,-0.1632010994387095
-2.9915285984781743,-0.055772936618152975
-2.9911430739534737,-0.04998880422635085
-2.989579802437607,-0.019461281534318108
-2.987123079261787,0.038160925749005085
-2.9846749200027283,0.07665322291504213
-2.978322299260702,0.18455138142319094
-2.967761930521511,0.370986274268439
-2.9609038664702654,0.4632659389125093
-2.955798269609118,0.563283803849567
-2.947139614559582,0.6619857230587245
-2.9415007616006563,0.7481672134810947
-2.9390515447699412,0.754982418933129
-2.9357154810393826,0.7907704800733575
-2.92987794940917,0.8450456201505515
-2.9278433263403256,0.8819832568496088
-2.926475604264845,0.8798020025713819
-2.9192584288202243,0.9593315668489746
-2.90713850310722,1.0044525865777705
-2.8997839645135794,1.0464520874068535
-2.8970347803324756,1.0693772179384438
-2.8707256129191805,1.0614294798640216
-2.8704468782626105,1.0877062028426636
-2.8651883912347014,1.0580142245392232
-2.8626419213177416,1.0523477365777543
-2.849395357326438,0.9760734532559043
-2.847755516940584,0.9651591381502678
-2.8408483180442246,0.9122795593105087
-2.8367566047214066,0.8983283580190995
-2.836673384659349,0.874749053066848
-2.8338084715610763,0.8495441737542476
-2.832580866594909,0.7923598251985928
-2.8321347021421284,0.830417189566782
-2.8300635596634844,0.7976460609840805
-2.8278529325010546,0.7739562090892627
-2.826114555991005,0.7591766130220098
-2.81912174194924,0.6950242432490757
-2.8011806034353306,0.42508574479494926
-2.791272131352115,0.26861091405309795
-2.7853442576769885,0.15331683436928475
-2.7740481754597015,-0.035223660092994054
-2.7725459593895465,-0.04505621916285568
-2.769208366069291,-0.14314320833318317
-2.7689079923697593,-0.12261033419026207
-2.7655616795601636,-0.19653275276308385
-2.7638265319539945,-0.23495862913380922
-2.7613910583572867,-0.23651941579951036
-2.76122573686464,-0.28684756551650825
-2.7473825233310922,-0.5578753122337256
-2.7466364991033796,-0.5809495946717828
-2.738673765574143,-0.7390563421520777
-2.7329262568740367,-0.8500211592018654
-2.729969791742168,-0.9219813507020627
-2.728908878540084,-0.9318262344025926
-2.725519220024453,-0.9960968763866288
-2.7209577076382185,-1.0908011445920693
-2.7171360403315257,-1.1626521556125042
-2.705211211798641,-1.4374356848142864
-2.7017126998630046,-1.4980861130759846
-2.6933274422130364,-1.6632109245263633
-2.689385422817728,-1.7576023536518617
-2.682925063518687,-1.8872798824040016
-2.6811203227970735,-1.9403928085175541
-2.6801167845197815,-1.9140431324913412
-2.6797472117204295,-1.96320692380879
-2.677686912944041,-1.9888872214142186
-2.676503370366473,-2.0090065625359905
-2.674178265228182,-2.060722197822419
-2.668432309971357,-2.160937210046513
-2.6678578725416573,-2.1919281708219334
-2.6596257276755173,-2.328494171699359
-2.6576840713243444,-2.3579767786338643
-2.656409601239443,-2.3982595515785494
-2.645153740378616,-2.5644212593552487
-2.644306368335731,-2.587735636953928
-2.6347677183530642,-2.732828882001317
-2.6299508750335794,-2.7952355255828047
-2.628366677934354,-2.821186492258164
-2.6152851293251764,-2.9827391268043204
-2.592170720110346,-3.2093289945490686
