n_harmonics,base_freq,magnitudes,instruments
10,2.738758596567383,"[ 1.42662855 -1.28938032 -0.68285079  1.49819873 -0.42125727 -1.29350184
 -0.12941581 -1.10782995 -0.16981747 -0.41347837]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9903071915743507,-1.850629609464482
-2.9887944591478037,-1.9145126148613085
-2.9779922083311736,-2.333843148436295
-2.9779588281704648,-2.36778726701435
-2.9595315332677536,-2.9156107503046345
-2.9536268971478474,-3.034008609234086
-2.9492808506601156,-3.1128869224017492
-2.9482369189681537,-3.1198590700494115
-2.9467266228108504,-3.139150505381357
-2.9265851092973367,-3.0448799804121913
-2.9214719842733254,-3.0023700958680246
-2.9175046252046375,-2.8848463095772194
-2.914351218437927,-2.805946809386883
-2.904242000381205,-2.473498317826678
-2.8997956326836816,-2.2613086363079202
-2.8983491277703344,-2.1870734039082347
-2.8958979602034045,-2.1066483612010285
-2.889657042016304,-1.7795015561108471
-2.864008916762038,-0.435135626906798
-2.8618609086087172,-0.34342464348582197
-2.860460295450957,-0.2786548900659216
-2.8554843736052753,-0.019120152362430608
-2.853109230966675,0.10815138775481173
-2.8499944096447534,0.21046449832080683
-2.8264307688734007,1.1191277638201071
-2.797269868557682,1.2838020623899877
-2.776109795431695,0.8800978712693072
-2.770582395877969,0.7351857639260125
-2.7691560285588226,0.6701408514830032
-2.754179727855003,0.24442252865390657
-2.739155412482613,-0.15988984287964586
-2.7373563922782083,-0.2517130828579056
-2.7218608436667893,-0.49315155052828
-2.7198024759167003,-0.4809755741817364
-2.7007537762908242,-0.4803685423186872
-2.684114535555452,-0.043843364444306435
-2.6809589491489625,0.04829099485924616
-2.660776188779688,1.005580767142479
-2.6513923157500754,1.5657601716401983
-2.6494783094898153,1.6818540490419125
-2.649174559851125,1.7048684662819888
-2.6437491540973683,2.0320288093581413
-2.63319089285272,2.6701455074350284
-2.627337463420453,3.0035464033125154
-2.623486797060967,3.258408161453635
-2.608657949826972,4.00820063482365
-2.591641462703932,4.519081769642084
-2.588238015540961,4.5852416431609715
-2.5808053507510067,4.662299766512402
-2.570405603998295,4.591514617812293
-2.5669582429948408,4.517798529572018
-2.566010838759663,4.535316270912532
-2.5636883240507733,4.488422587775121
-2.562667047785946,4.435427279043248
-2.54659343094791,3.8679266262169287
-2.545530477660467,3.8190425369546808
-2.5323484887848795,3.0852646405965976
-2.5301559434552443,2.96892177151567
-2.5279282218136645,2.803288435838708
-2.5270332050096953,2.757955956934214
-2.518883079982693,2.2727609560424584
-2.5162100091653565,2.0568037293592902
-2.511082747816702,1.7292554257479629
-2.5049303687290068,1.3300958689718392
-2.4962836700629523,0.8120855994113868
-2.4951778778156957,0.7241963991654919
-2.4936851209321524,0.6564119714406662
-2.4925210284149983,0.5808957186748743
-2.4848859033510085,0.19792947309690173
-2.473564147963037,-0.31727646793469433
-2.473195929112846,-0.29585501180657336
-2.4655770482055672,-0.5455408450749053
-2.4613510361142055,-0.6394882657809279
-2.456682960957188,-0.7122951759245045
-2.456461210954048,-0.7617703010383562
-2.4533511193967774,-0.799536331896357
-2.441976197796806,-0.7792988590477768
-2.432099433385164,-0.6185953138716376
-2.4078827999814925,0.26269243443584817
-2.4070217622424925,0.26488854759908265
-2.390765895225698,1.0574794720351488
-2.378970628353331,1.658436107441884
-2.375119753338581,1.823329844818121
-2.3686888257540524,2.087901414428468
-2.3594749172030207,2.443767974197134
-2.3465831557135197,2.7448707052185783
-2.3464334181726665,2.7222181156761835
-2.3447562989877166,2.717201943826248
-2.3402744203848815,2.805592925354594
-2.339977579294174,2.761664736987229
-2.337966608770685,2.814393904717319
-2.329677502952517,2.777231574590445
-2.3277894171898126,2.771716206932853
-2.320662702291709,2.6454285476094723
-2.3170657859030297,2.5704226522141562
-2.3134323102140675,2.4498576083928314
-2.310996214790533,2.3720617687512195
-2.308403648413874,2.299175157268078
-2.301069272171283,1.9775667791661753
-2.2920681519957666,1.5181668544560702
-2.2913948342008013,1.4533438998379447
-2.283205196149905,1.002778440430831
-2.2783518089160966,0.655600110620076
-2.2604326617938604,-0.5568673613946629
-2.2470954585587246,-1.4348075993580178
-2.2453371750315516,-1.576914754326933
-2.2444888800634333,-1.6092712346610556
-2.237039189403439,-2.0614043308638546
-2.2360124221706137,-2.1392413151845644
-2.2330336155368817,-2.296365206830655
-2.2183893991447805,-3.037198614111469
-2.2089435087669878,-3.3419636540060376
-2.199873927131418,-3.576107011882174
-2.1979264218132797,-3.603335281559819
-2.1938859113674,-3.723443295450641
-2.1895574666691155,-3.7712413021706666
-2.187708155108104,-3.7545322783752866
-2.17772738572296,-3.7672060578224795
-2.170026711225562,-3.762754296705224
-2.169376822580617,-3.7352223577861237
-2.1680078366137385,-3.7026155682300916
-2.1567162565922473,-3.584453016390121
-2.1424186153090687,-3.2495054442566005
-2.1380042639832015,-3.1025992620180682
-2.13735757932201,-3.0999914016171224
-2.1339067005439487,-3.0168407389510494
-2.1301352005951286,-2.8928334453824416
-2.1225257970773193,-2.6788697515269573
-2.1109715906413573,-2.3325895380815784
-2.1079383467558577,-2.2395320403853916
-2.10712452688276,-2.1962067580718188
-2.1050955393216606,-2.169761059294863
-2.0990534955831945,-1.9543902013129482
-2.0906536774836333,-1.7553153933681014
-2.086847875864951,-1.6341927619837047
-2.0641618486055124,-1.0089640836653677
-2.0540216731673637,-0.7090765304726746
-2.030654564736486,0.07066924880853222
-2.0255072335813704,0.2977310910942514
-2.0209474925323967,0.5142380042326226
-2.0207125836051762,0.4878254411126338
-2.0203863356083955,0.5085778358400805
-2.0171348334954864,0.6742485391474033
-2.010809867722668,0.9287963507939543
-2.0092656782568876,1.0538845486294357
-2.0050256324398803,1.211775438343565
-2.0042081518478483,1.272325165649469
-2.000442527109473,1.4895436441086451
-1.9950067693364741,1.7674340750089779
-1.994423068678094,1.847013446401226
-1.9900614526314482,2.053410812408763
-1.9856342003937009,2.3401785182461805
-1.971948907631037,3.136578562875451
-1.9695040097872212,3.2550523560336426
-1.9686332559749669,3.3083961794181276
-1.9618421078363955,3.7343191000476814
-1.9558401439878776,4.056868656070931
-1.951771995841191,4.287599716968208
-1.9478995109309247,4.5442899595238515
-1.9405854153431705,4.921404210367111
-1.931881695787622,5.256745841670322
-1.9216206333831216,5.586418197900204
-1.920684843043076,5.6051519060715655
-1.9205024104958366,5.607875784736151
-1.9125693701404405,5.735571540664159
-1.910921763566451,5.768970056236435
-1.910120281765404,5.7982555311637425
-1.900158080821361,5.779581268805009
-1.8942968849881714,5.704612427579568
-1.8776820797647586,5.220183286994526
-1.8767370725619954,5.160979960175235
-1.868475074529547,4.72055377814136
-1.8611386230999039,4.279915995957715
-1.8535359784518768,3.7395356163837503
-1.8511566543350626,3.55088563463122
-1.8503375596488905,3.4732790616143117
-1.8432180225515613,2.849350288724451
-1.8404829632151336,2.646751290120002
-1.8359984241984277,2.1900435788432966
-1.83455352104284,2.123337390862916
-1.8326383222269724,1.9089160142376558
-1.8313238361471775,1.7881794893779528
-1.8294441766682579,1.6091695296012911
-1.8279637999490823,1.4677289099777813
-1.8156365401108783,0.3316573565320357
-1.8069676792889706,-0.4200293353346032
-1.7988967861292056,-1.1476404283153687
-1.7972637751661034,-1.265089403442148
-1.7968426201675292,-1.2884658104091684
-1.7949066039869448,-1.463804797318277
-1.7893684076590048,-1.8257842750971554
-1.7873404807114093,-2.0225586533233426
-1.7826190583339012,-2.2805312964150373
-1.7753174550664286,-2.7047689760462443
-1.771785314152514,-2.8863792374264823
-1.7637689124107334,-3.140100661184142
-1.7625241625607446,-3.183666823110836
-1.7613062851008556,-3.164025836337963
-1.751304538358189,-3.3574674898254613
-1.7511706369316036,-3.3562971249525555
-1.7452315567069459,-3.380655217197862
-1.7375238669849815,-3.2581668085842117
-1.7362806319510227,-3.2438119683596898
-1.7334042770837301,-3.197339182826389
-1.7328970955338174,-3.143297994204391
-1.7317804324729997,-3.106686372556619
-1.7278308550046961,-2.975859948508276
-1.7139403387902898,-2.405227046106142
-1.7079495485132934,-2.0556881990613687
-1.7014528065851098,-1.656863214896452
-1.6959537539758875,-1.31531171371562
-1.6807419016005267,-0.29609608845054075
-1.6784306403008722,-0.131871000460005
-1.6748823708228933,0.011401658084261967
-1.6720530516973922,0.30356619488209163
-1.6634760887946922,0.782968365339182
-1.6590036475929575,1.0579883055317365
-1.6531961728263804,1.35935919967234
-1.638472225718598,1.9963180556802524
-1.6309574049077369,2.194200903622492
-1.6306300008334524,2.2381966546899825
-1.6174488223132233,2.3997419801323607
-1.6067708674386356,2.38438911834607
-1.6045397617125643,2.366890945892242
-1.5923917710255666,2.120355742356537
-1.5803971520322149,1.7959947799199578
-1.5780590429195456,1.7271627636364306
-1.5778300686584492,1.7303325277189519
-1.5732844752854513,1.557688969457768
-1.5723188443048466,1.4919095395284356
-1.57231385196724,1.5464165617460452
-1.5718693835158069,1.4815723130874034
