n_harmonics,base_freq,magnitudes,instruments
7,2.238798037632707,"[ 0.93059305 -0.46989481 -0.63448422 -0.98726889  0.44601389 -0.74028327
  0.31046745]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9973924527582048,1.871689728695996
-2.9944791080503776,1.7553968086314748
-2.990023568161422,1.5282336432036694
-2.984796603947947,1.3235700464858529
-2.982038679794032,1.1992185124019465
-2.9808865978152688,1.132916059179946
-2.9659344029835033,0.42582855284028454
-2.965575840849997,0.3826257052100041
-2.9627417846275947,0.26489330819857404
-2.9603476037783576,0.13304884537646067
-2.954876498157188,-0.12792055773724126
-2.9530787491166617,-0.21901852769390776
-2.949764672179432,-0.36202905857058215
-2.9476346655752605,-0.483489588386607
-2.942494878765865,-0.7340470168949471
-2.936742268777312,-1.0175195650077584
-2.9355911980725873,-1.0705293942955036
-2.933227955333005,-1.185509775845806
-2.9302897085985573,-1.322788288113599
-2.9287835428460145,-1.385042427849378
-2.926142153671215,-1.5231498610394862
-2.92010259375815,-1.768687174217205
-2.919443046224414,-1.8305608257374735
-2.9113935133767823,-2.154160413972631
-2.907584117105965,-2.294905027630613
-2.9036164989302877,-2.4523090640960112
-2.893634834034846,-2.8272950039994234
-2.8925904338883255,-2.8742578709127184
-2.884152607914493,-3.1509249282577607
-2.882947779618374,-3.1745932359888944
-2.8820603324627836,-3.1762518473243397
-2.8817133266757087,-3.2102112866893195
-2.8786259589637737,-3.320299914021602
-2.8720557713440518,-3.469539319960002
-2.87101658718342,-3.508719225846246
-2.857785817178635,-3.783265065189414
-2.8447767090847718,-3.964762831035832
-2.843490711406025,-3.969416873356088
-2.8375141200233456,-4.031238600042441
-2.8342204815357164,-4.036896410758894
-2.8310833094711882,-4.045764211047195
-2.82705405589914,-4.058011140610258
-2.826638822360119,-4.069980829986436
-2.818936244052339,-4.03788400212633
-2.814763427708845,-4.031630257998682
-2.7998052187991855,-3.8848821449229916
-2.798906971633845,-3.841712881586611
-2.7988498647872584,-3.8632316628454015
-2.7964429337504186,-3.8213872069618047
-2.780106667559856,-3.521608286311051
-2.77496516224281,-3.4147192017571446
-2.7637622819055356,-3.137165841079401
-2.758175675624225,-2.9820783698320645
-2.755816324859408,-2.908781597124996
-2.754609373559596,-2.8578666412622153
-2.7470477726480595,-2.6416410233519665
-2.741579984835211,-2.4659854227483975
-2.731646110848483,-2.127302865144001
-2.721359723164239,-1.7872996810401096
-2.711514820526597,-1.4303487652495115
-2.7036991838848246,-1.1560848258137133
-2.685660939031724,-0.553226208760183
-2.67287402710467,-0.16002731093651434
-2.669738988976102,-0.06413884079101871
-2.661557280622959,0.16413968014217634
-2.6451689459394583,0.5610643813904725
-2.6327076158104514,0.8035823823326445
-2.628705394984807,0.9005311210160787
-2.6268189033142124,0.9131317654449839
-2.6262390190946565,0.9286344342825305
-2.6230613482223832,0.9651445325206031
-2.6166202015830407,1.0795277389860032
-2.6137998048329676,1.1128158772244479
-2.612548191472947,1.1227846391340817
-2.599705545656543,1.2542956274525903
-2.592855769657235,1.2816039431665147
-2.5906929695145484,1.2851321027502753
-2.583918809406291,1.317662979675078
-2.58075875916424,1.3184241503344987
-2.5714353267451298,1.324647502074323
-2.568655903770056,1.3049877970681985
-2.565824210899385,1.3069655831006142
-2.56396992445495,1.301003878894156
-2.5599052878821063,1.2414083332933197
-2.5597974888210318,1.2605224118713678
-2.554020379881782,1.258276566842349
-2.553166570644148,1.243834094941513
-2.552749617195313,1.2495784407564405
-2.552687620283745,1.2368338513207489
-2.551398030437724,1.2213282879181484
-2.547849703196799,1.1956011082681481
-2.5375748561594227,1.1143947381475245
-2.5237119054346984,0.9735835679596793
-2.5234797207890924,0.9831748928274253
-2.5204304876685244,0.9447509236886156
-2.51498538784461,0.875863109239605
-2.507814405242068,0.7850696751317517
-2.502559858440783,0.727770006288555
-2.4970187079291177,0.6578156428650174
-2.4949246351859706,0.6147727572765767
-2.492491451510136,0.5732554483100126
-2.4815369332833663,0.4483561682878485
-2.4804674857528948,0.4545568078571715
-2.478022902779612,0.3890169583552948
-2.4736794519207526,0.3901364109951408
-2.4668347912244464,0.27923805850204336
-2.4635692190071006,0.23198965468095029
-2.4604228100083163,0.22010696913242112
-2.459073800931437,0.1548592465288214
-2.4441130625998406,0.025348226486653667
-2.440792733156779,-0.004467603224976668
-2.4363334642041803,-0.026884082055134335
-2.4315154112882738,-0.09332504940367584
-2.4283327594582227,-0.10131667104375586
-2.4239071826258223,-0.14093280165691105
-2.4168849695953236,-0.18069447067426875
-2.394863588878316,-0.2601834123468192
-2.3844686771086723,-0.27617929694754356
-2.3843266920622552,-0.29299731148196134
-2.376580943470242,-0.27893814731833716
