n_harmonics,base_freq,magnitudes,instruments
9,2.2908378104657765,"[-0.01205122 -0.32814769 -1.42382677 -0.70655305  1.13430902 -1.10214486
 -0.91000607 -0.00474991  0.95337028]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9810530883660333,-4.339326688888795
-2.9751444146350186,-4.6828153761345135
-2.973598840534489,-4.770599007794485
-2.972791995237243,-4.81209276054983
-2.9533494983025226,-5.742346538367554
-2.9519401760519433,-5.8027411895328855
-2.950223564858411,-5.8751402131118615
-2.9490881635353787,-5.913749054325862
-2.936932322765391,-6.3076739259041625
-2.9285855951594315,-6.490762279187309
-2.912919626350476,-6.643557691051435
-2.9103938338010646,-6.638703121404129
-2.9078848853603967,-6.6382944941433415
-2.889520809602289,-6.370857857170725
-2.8852397023932825,-6.2733838277242855
-2.873908683268544,-5.887474022677665
-2.8711815123103097,-5.780623150309954
-2.867272048667079,-5.604023267481169
-2.861149274829001,-5.3255200948624095
-2.8506985093579886,-4.782047511919376
-2.8447930122157326,-4.428845423594134
-2.8441001101845362,-4.394056106014579
-2.843143837238264,-4.3411006735081115
-2.8427196025374855,-4.312544014909892
-2.8402383246731993,-4.162904181767402
-2.8335890706240954,-3.7573545484709125
-2.828400062221787,-3.4147596315141646
-2.8228868034883754,-3.064447758855769
-2.816909816864218,-2.6621417865045403
-2.8112675264663234,-2.298403005928819
-2.8063549745373573,-1.9757083289594306
-2.8058226140189797,-1.9351351961477932
-2.7952218795911894,-1.2535282468644904
-2.7825594097435955,-0.49822300888965076
-2.7767011506739205,-0.18118873668364446
-2.764127405922271,0.44913465155888854
-2.7591670541590636,0.6547572738122639
-2.7564628184851943,0.776844809514745
-2.7562152778432765,0.7815209557591754
-2.7453075921435612,1.159819480988603
-2.743910449557491,1.2085707212446961
-2.7417590600345223,1.2755988140249082
-2.7331230695497233,1.4831470691753732
-2.7216924878649973,1.6567711108837673
-2.720596515027222,1.6764617720873372
-2.710632025378933,1.7397114134725093
-2.7084315670009698,1.7412222095663985
-2.708278260576809,1.7384810277052944
-2.706304796449316,1.7507602768701207
-2.704529521832602,1.738987324072824
-2.6886686208942945,1.639536465198486
-2.6867863059049713,1.6130124704922446
-2.6833208922540863,1.566266498337036
-2.663627717324924,1.2100188092025537
-2.659174932238413,1.1112334311277958
-2.653445555151783,0.9808455411359105
-2.64818883737729,0.8685243306918132
-2.644216388650191,0.7704177748363513
-2.6414570281310175,0.7099181486816698
-2.608986439694954,0.061416031546192955
-2.5963971515092945,-0.09051708517499849
-2.5963236375161243,-0.08214383672516928
-2.590624261605085,-0.12612936319211887
-2.5899272699968074,-0.132762852712077
-2.579618572634419,-0.17635713988879476
-2.5751212983238805,-0.17497545279402033
-2.56588466474393,-0.15111489381547727
-2.5585128851197476,-0.09085751119157058
-2.55413406308167,-0.05753199299712124
-2.5538501424398605,-0.05105363635910427
-2.550722486090282,-0.024267385572369158
-2.5448007460663664,0.05838943472382703
-2.5442787455646316,0.06900240072550552
-2.5439005115786832,0.06964077918396039
-2.5401576420497833,0.12725073729243386
-2.538436160882803,0.15687424493821342
-2.5376086367751847,0.16445024840186093
-2.530820003266153,0.27682312387480457
-2.526406344657775,0.3620959371372761
-2.5254122632411455,0.376223584233108
-2.5223843215359483,0.43434003777662983
-2.5141167158998554,0.5801021049073821
-2.5025237895245978,0.7990312394496778
-2.502210512504948,0.8054885641550954
-2.501156107291098,0.8301100947137526
-2.494998121396609,0.9289251154282923
-2.4936592066973033,0.9503089382555856
-2.4880220331743104,1.046270493462258
-2.4864707476622585,1.0613374294556996
-2.4768135965644626,1.1743530561085285
-2.473969267384063,1.2129907207215105
-2.4540368582445473,1.2932814282930765
-2.4479071698739485,1.2756001691105783
-2.4463591840523033,1.2519159513744271
-2.434168396991778,1.1335939652755866
-2.41977264197,0.8626343178948004
-2.4161765655567073,0.7795739502548068
-2.4103195494328022,0.6160048059032986
-2.389935869944525,-0.08544176827684469
-2.3888104341982115,-0.12361793531770465
-2.364656823158029,-1.1744901871195947
-2.364650541150917,-1.181741979246006
-2.361537409318626,-1.3120864323736097
-2.35009480961995,-1.8266146793918983
-2.3451940081320535,-2.052721556175193
-2.3437912634511795,-2.118736068467877
-2.331810491990417,-2.61562500376498
-2.325691260380848,-2.8511360609814544
-2.323067058145009,-2.9464547191333375
-2.3183243168890186,-3.1166922263031744
-2.305563486213167,-3.4757967326647785
-2.303821543530728,-3.5073591960621124
-2.299612250450327,-3.61105634288035
-2.2980193976640324,-3.6351239843643564
-2.291847255238526,-3.7467008407560516
-2.2869611224118342,-3.8017342902966043
-2.2836580444220744,-3.8282709805208346
-2.277389665544165,-3.852352601380401
