n_harmonics,base_freq,magnitudes,instruments
8,4.430902892619409,"[ 1.23763883 -0.55959214  0.17079917 -1.03124771  0.09209596  0.75909298
  0.19953922  0.7053544 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9880602142024655,-0.6303411067462925
-2.9827471480202794,-0.6353599698327209
-2.979439576045635,-0.6346765141244257
-2.974657150406367,-0.6256769514419279
-2.972476197414286,-0.6179477850565723
-2.967544718606394,-0.5989281467283977
-2.9629176842834166,-0.5771900727837169
-2.9590837361885383,-0.547030272719218
-2.9589289227296405,-0.5485311249433398
-2.9437541332789294,-0.3625963069351017
-2.9423588726695424,-0.3370112810069528
-2.937835714782155,-0.25620842097575536
-2.928945248646894,-0.060482911097869574
-2.92535677663363,0.034331172944216025
-2.924005385322278,0.06820046685548695
-2.908362965514468,0.550768885003116
-2.9031545617228005,0.7276192889031154
-2.9018232612983597,0.7762102709569434
-2.8943368576546877,1.0387211654896513
-2.8853646175319296,1.3470555911464808
-2.8795980577557776,1.5282491723290705
-2.8568339529207956,2.04052457167667
-2.843030693126455,2.1000185403993337
-2.842175909400744,2.095192337937636
-2.841811297835119,2.093153685794965
-2.8295272661805995,1.9349168900598048
-2.829482684095416,1.9328178255954942
-2.8291354518997185,1.9257753157916355
-2.825136887206252,1.8352746424886195
-2.8173904000484,1.6121309833476074
-2.805303025426277,1.1652202510842578
-2.7977063438639727,0.8465840556791373
-2.7890614212360862,0.4746363245095958
-2.7852391426252354,0.31256764133054554
-2.7782184724469348,0.03789164801381794
-2.7780255118166024,0.03124827657540464
-2.775108272437933,-0.07407918139445359
-2.77491332257912,-0.08055478765224086
-2.770902166910854,-0.21296789859853296
-2.7582510144760786,-0.5145886731959222
-2.7453274763103215,-0.6043400866081751
-2.7440758929491507,-0.6005247205606256
-2.733534930774928,-0.4702687576171351
-2.7317066509066406,-0.4295890480654483
-2.7288276796579263,-0.3604643817062518
-2.724976919914864,-0.24838373676627543
-2.7119840559938617,0.2500035683022584
-2.706975814340577,0.4781807598112034
-2.7049210626611417,0.5765767086059558
-2.6957544357394845,1.0308360403331618
-2.694115595793445,1.1153296424802004
-2.6910395070492448,1.2682717778493158
-2.6895325567882686,1.3415629130719358
-2.6743521627576152,2.0208718351364157
-2.660965231767342,2.4452778013757706
-2.659923422438648,2.4696612724274067
-2.6559708646931286,2.545376841618036
-2.6557841152522994,2.5509498080197552
-2.6243910849771015,2.3874787318475663
-2.619734794244179,2.2695430885858063
-2.601721602567154,1.6926901425338456
-2.5934869334098862,1.4200547236803218
-2.5812692431982907,1.0696232703737463
-2.5791313573907786,1.0199167311722102
-2.5762277007011622,0.9589039978489328
-2.5682445193222296,0.8330178362399066
-2.560826053090796,0.780809056258285
-2.550663731706842,0.8050263806136101
-2.546904995117843,0.8410260797755603
-2.5448175694292523,0.868389586725583
-2.540049855494627,0.9398989823527752
-2.527238011033588,1.2063324622519085
-2.520129102604035,1.377169207891588
-2.5115163769041002,1.574209808745059
-2.5083437271373787,1.6373791011200178
-2.488790939027888,1.8511989525625223
-2.486107212770756,1.848455687288533
-2.4848877428508005,1.8401082758929816
-2.4830735439188656,1.8274886415244909
-2.4829728958537935,1.829754445355535
-2.4763944462307323,1.747059107912691
-2.47621802824253,1.746691088331924
-2.4734254097854214,1.691270231196587
-2.4661692200073655,1.5007640823181871
-2.464062171961907,1.4325832024873428
-2.4625944830755206,1.381394901992127
-2.4603456487641733,1.2994461296474236
-2.457881180822726,1.202297258382529
-2.4512507061382385,0.9023944687438652
-2.449758296273452,0.831380427689861
-2.449533222600825,0.8211427346912431
-2.43855211445255,0.239873788961671
-2.433679117019157,-0.030259847520397867
-2.4162628273521847,-0.9453938785991332
-2.406318199228398,-1.3608572433104416
-2.4054872362433866,-1.389874258584783
