n_harmonics,base_freq,magnitudes,instruments
7,1.8000752713736574,"[-0.18180665  1.56119762 -0.10465838  0.78149559  0.27796545 -0.47762485
  0.48617335]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9892084551564615,0.2760945404789234
-2.9884468756011366,0.28418288058626867
-2.9866476305002667,0.3151007982242068
-2.9849144903830265,0.3497655050612315
-2.9667486905749643,0.6091644322912463
-2.951785158007746,0.797382630111302
-2.9495035358421893,0.8068444918850718
-2.9486042242250528,0.8320720972161376
-2.9456016129777574,0.8471765846632858
-2.940954087343447,0.9009007422638812
-2.9365558780830323,0.9248501674904499
-2.9163813965812864,1.0626452192189066
-2.913415685187246,1.0456868455562975
-2.9121835920095815,1.0682475522393156
-2.904529639141815,1.0836780380616147
-2.8992034108332305,1.0835420101131379
-2.8944598934634893,1.083557772523148
-2.890424834754672,1.0818746548870588
-2.882716596115914,1.0621424775248656
-2.8764414700234777,1.0468691812672581
-2.871053107784014,1.035577058826139
-2.8710069010278008,1.030053294490819
-2.8625857576209786,0.9955333086037592
-2.8613016790967567,0.9929105696056734
-2.849045879847557,0.9005253236414621
-2.8369258428098494,0.8048925332393989
-2.8236721922486874,0.6543572147386696
-2.8227018401847768,0.648041935116963
-2.8189542030295476,0.6076302097552578
-2.8135425759763786,0.550770663386014
-2.8124414795152646,0.5360976556682104
-2.8087685454833604,0.48489875740387745
-2.8085249373682517,0.48552986941175263
-2.8071743655064463,0.47013163435663824
-2.8008601202197454,0.38642180079742816
-2.7781470459135353,0.09690130557905088
-2.7737181083950064,0.033379063713517745
-2.7602714349112247,-0.14442811440196718
-2.7241605660146453,-0.6385425403163555
-2.703087625295237,-0.8915134560825031
-2.7008222580399255,-0.9169711275372313
-2.6919276031519934,-0.989722014330231
-2.690226588936528,-1.0204995208212264
-2.676028503209623,-1.15400902460784
-2.674077713414996,-1.1851346003747496
-2.664960751239809,-1.2549417311235618
-2.657489394830573,-1.3123726461920524
-2.6461470866633534,-1.3773024705030426
-2.644772775060271,-1.3905350620647963
-2.644297050510464,-1.4021515122519186
-2.6435965704609874,-1.4091904017927699
-2.639058369357353,-1.4310135653114722
-2.6329137663315745,-1.463964375009267
-2.6314560098416973,-1.4731627529993
-2.619041455724145,-1.5162024917206525
-2.6128975073739964,-1.550383057723866
-2.6124721592518583,-1.55709416497279
-2.5821880567092483,-1.6073661124244336
-2.5787024249018247,-1.6088523149186997
-2.576882175946001,-1.6056249059790175
-2.5727730393244848,-1.6037346020115881
-2.5629902439067003,-1.6140946854693448
-2.55794156221352,-1.5950345342423418
-2.5531650717130816,-1.5977074049511812
-2.5513311491942936,-1.5850277793120036
-2.5501253173814256,-1.5956433176470841
-2.5431985162810267,-1.579758415797046
-2.5410964387021133,-1.5778045012199613
-2.5387816173787536,-1.5675383454657454
-2.533812360014583,-1.5655115266769184
-2.532828516560217,-1.5484750340455522
-2.5274931627616217,-1.5513126561148627
-2.519092972344035,-1.5138911172593548
-2.517555476555563,-1.5154991573215533
-2.517114032416017,-1.5057222089030096
-2.5047306868047565,-1.478698972655106
-2.503765446034202,-1.471806187320805
-2.4986091234355605,-1.4459743189116607
-2.4982732388039275,-1.4535989069573019
-2.4925041208301506,-1.4284597487630228
-2.4706490257116096,-1.3398037694873481
-2.4702393260638216,-1.3419957663116318
-2.4632342964498948,-1.2933016042620387
-2.453828354352761,-1.254565806338392
