n_harmonics,base_freq,magnitudes,instruments
8,3.4886192927968964,"[ 0.85916834 -0.67657641  0.02315603 -1.24877677 -0.81678227  0.38202201
  1.10297877 -0.04116112]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994176050606069,-3.0240576231616734
-2.9888412130684197,-3.02608716409635
-2.9778397389826243,-2.793363392087034
-2.977412821020946,-2.8134871299041126
-2.958787328626376,-2.104521505051997
-2.9571356631659116,-2.0992556101172113
-2.9374005768145777,-0.9503211004783396
-2.933825147286231,-0.7182246142199818
-2.9249104921412767,-0.16558810028445603
-2.913917584961272,0.4994243612925105
-2.907079018539756,0.946065485763675
-2.902414492609874,1.1838221553656363
-2.90130881376167,1.2521022892126912
-2.8978895454255333,1.440228040299844
-2.8732388344953095,2.386159018822554
-2.856778513795792,2.483321834428063
-2.8420462121522947,2.2851553084968166
-2.8413072499273007,2.273872609860171
-2.82980996020032,1.8622260154466412
-2.822912908532966,1.5615378740879822
-2.8147651230800683,1.1200352928693105
-2.8134556517730376,1.0180191979403008
-2.810785536070709,0.8447767348714136
-2.809797403819065,0.8437177867711773
-2.8082712172052955,0.7125457814852113
-2.806897048373597,0.6157860376569115
-2.7964625945584825,-0.01882879508218859
-2.794583642651956,-0.1798986807680947
-2.78513589582671,-0.7952766922737229
-2.7735549378316104,-1.6485732796539287
-2.7732624272694455,-1.6365612829752016
-2.771247672630907,-1.8040602846258538
-2.7628108957143556,-2.377026843117985
-2.76022274674125,-2.4988344706894923
-2.758084624607496,-2.6305259628589615
-2.75240559966647,-2.945209075636524
-2.7479491666416873,-3.194714395500124
-2.7261246619944868,-4.018217288941756
-2.7183502507016346,-4.160802118793532
-2.714868569909555,-4.231110821164628
-2.706918729732095,-4.333194454142363
-2.7037058539231724,-4.360061697987616
-2.7025161211082116,-4.354955029689102
-2.6978738248930627,-4.297751479628768
-2.6929305876090575,-4.2332642324925605
-2.691429751258584,-4.218433391432005
-2.687312651136721,-4.204903266074433
-2.6817768790808225,-4.064408350083492
-2.680345805299099,-4.020608145709897
-2.67032341965655,-3.7668511758309116
-2.666942384170287,-3.663097430234697
-2.6426052040095507,-2.7165100453321704
-2.6315792623288585,-2.1157022350324395
-2.6248860937587253,-1.8354411288993997
-2.6199206865316556,-1.601325029908228
-2.6182685257427036,-1.4996921854521732
-2.616215718078025,-1.3917172077078992
-2.6123419639396466,-1.1811118897135269
-2.6023676596388707,-0.6606519982809403
-2.596610973436742,-0.39172030329336394
-2.5906197202191574,-0.07681213424414879
-2.5905185932656405,-0.06946880062043886
-2.587569913793539,0.07933942510124087
-2.5855788244490037,0.17952971820494804
-2.584730193023627,0.2412391708041639
-2.5825466944280846,0.31791309368369997
-2.58237821810701,0.29911908291851763
-2.5807836320700686,0.3390693383180045
-2.575951957331476,0.6071796929639638
-2.572177928473966,0.7707178264752238
-2.5577409171688243,1.4135305456088858
-2.5418131842763554,1.9673585331546426
-2.524836649945252,2.4409578389554674
-2.523402369069128,2.441996367876215
-2.5232508072120385,2.4266740265027424
-2.5144293977924645,2.5872611257962825
-2.512273271938767,2.667449900228715
-2.509424002793267,2.657990667553186
-2.5068473773949753,2.7235878375042546
-2.496911263629505,2.7623933076563016
-2.4752874136897542,2.629974866297785
-2.4733788069825007,2.5699703298528576
-2.470940344298962,2.5638882779229126
-2.4658674442308026,2.441666986700425
-2.4627508523189707,2.3410264813798958
-2.4623794896329017,2.364918566385049
-2.4617314524602536,2.373259494626198
-2.4603225158030027,2.2860809618643576
-2.4585076167552993,2.265053173538132
-2.4532703378661744,2.1153131006240127
-2.4412700510851875,1.658067986357448
-2.4408363831196307,1.675590707609819
