n_harmonics,base_freq,magnitudes,instruments
8,1.1295571558115403,"[-1.12227565 -1.88117469  0.89120931  0.2450648  -0.68278742  1.57503395
 -0.14402407  0.27102125]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996887326989489,1.307799665926798
-2.992158796812455,1.3333400313726267
-2.9908546576890496,1.3406712628985158
-2.988206788213602,1.3519707041370352
-2.978485790631157,1.3879173177984192
-2.969609147665472,1.408075362504819
-2.9600845994584795,1.4170698083820916
-2.950204376286055,1.4100403329062474
-2.9438594396513,1.3971780839334271
-2.9197583383684993,1.2951881239399021
-2.9164954780816137,1.2726228188145294
-2.9107101445153436,1.2340138948493633
-2.9087109671836844,1.2185085836465506
-2.9052130864541352,1.1924310008912653
-2.8987328674649406,1.1354330345390382
-2.8974295424213503,1.1234359658955326
-2.8964980564195955,1.1150095561035782
-2.8887774216884035,1.0388358671188258
-2.8885808983249497,1.0366733943502302
-2.8846991008603062,0.9966877090296858
-2.8813706768478458,0.9592472650805794
-2.8782153701294466,0.92308590248653
-2.8763948249530342,0.9038200756083251
-2.8702100484601596,0.8275200854331581
-2.858509192781054,0.6742776277676357
-2.851129399079388,0.5714149542522658
-2.8489481205207188,0.5389607440101062
-2.8476550621228474,0.5196010719128402
-2.844834818138322,0.4797726423476962
-2.842294987051635,0.43992905740015065
-2.8271043279434394,0.20321858089189793
-2.8263672737018553,0.19031080902601233
-2.8230033237164847,0.1365914117007834
-2.813882354322165,-0.016495956625725658
-2.8107108643657086,-0.06879343780078385
-2.7953752238125587,-0.334790200340424
-2.7927877536842614,-0.37907884586360696
-2.7887728908726617,-0.4490279312486485
-2.7721677427228215,-0.743311701832343
-2.770513721664754,-0.7708114898774949
-2.767476896521111,-0.8236773840016925
-2.76137437272177,-0.9307012923746759
-2.7599635813070336,-0.9550274369855863
