n_harmonics,base_freq,magnitudes,instruments
7,2.1823045160068357,"[ 1.09330655  1.43542907 -0.13368505 -1.71343458 -1.30749984 -0.7809265
  0.77791942]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9904173775755805,-2.0083849760326715
-2.9892117379145837,-2.01593370113122
-2.981146886033021,-2.036170282773441
-2.9771238517972365,-2.0644917931572633
-2.9651000226081976,-2.003849569916537
-2.9649253625532754,-2.015540091249076
-2.964724012450559,-2.0196198893604485
-2.9646601637544383,-2.0176838984964767
-2.9595881716270793,-2.016229266200452
-2.9527305872166876,-1.924736271459252
-2.9517854736248923,-1.934151293869133
-2.9497427712437085,-1.9223921292157304
-2.944966006486663,-1.94267370616099
-2.9435079712611474,-1.94565727312017
-2.940988079590883,-1.8929584178909826
-2.9267036342819535,-1.8619668588084235
-2.9254507810224766,-1.8071411261429746
-2.9252782157875736,-1.8710080089787655
-2.9208279633332213,-1.8119736795987444
-2.902788350989392,-1.7001967165449707
-2.8986576992702107,-1.6644908481260996
-2.898097002761493,-1.6144261216431879
-2.886956520943606,-1.5567421007797129
-2.8781506394886343,-1.4295433626660097
-2.8763234447251955,-1.4011582393024342
-2.876248972034971,-1.446127551802758
-2.875602126666827,-1.4231060888486453
-2.8744288577333434,-1.4197047175357247
-2.8701459409251076,-1.3927364432944864
-2.869731091614856,-1.4211355960486547
-2.863651812831178,-1.29094624518849
-2.8373162767197337,-0.9144000071438517
-2.8336526683870087,-0.874524448719979
-2.8135042423812435,-0.5645278620436515
-2.8061493020348296,-0.435485381549556
-2.7914925748504844,-0.1713685118772943
-2.7680884657369225,0.2890325562046742
-2.7680103520292874,0.2693511686677743
-2.735301855229709,0.8739408479002441
-2.7349482233352336,0.9240166386583097
-2.7338230023029,0.971179420497494
-2.7273832755223912,1.0713789638967648
-2.7243362024561266,1.1288762405786783
-2.7097802989797657,1.312020818478767
-2.701269377287395,1.4533104428750077
-2.6973359333959195,1.480998158549052
-2.693479891152168,1.4854184925136507
-2.693358086629506,1.4716865173472273
-2.6895892868453943,1.547074986436375
-2.689215923405161,1.5132600545982726
-2.6862492052664773,1.558934133468225
-2.682089858488518,1.6034059656556094
-2.6814179244859067,1.6263909268838457
-2.679558874397508,1.630183621563872
-2.6790496745712575,1.560513752535227
-2.678519181887417,1.5641414117900159
-2.6638591867071804,1.706949085854366
-2.663355378297748,1.709275119705164
-2.663163555861606,1.6900017625787713
-2.6391720252257387,1.6995015098125046
-2.6310462897715845,1.6002907319289013
-2.6251037172290514,1.570287817780293
-2.616689300722003,1.4447937571741893
-2.6150712069047026,1.4688242990298865
-2.604559842597667,1.2874423006750093
-2.5998182974312707,1.2426634023003458
-2.5945356907685637,1.1038631404322288
-2.594213290825594,1.1040282234577252
-2.574477744541401,0.6846349033985621
-2.5456808033748732,-0.06226552234835721
-2.5414343675964752,-0.18632110486395917
-2.540743228000733,-0.2225456193773041
-2.5366036168482617,-0.34014210248892074
-2.535813135671984,-0.4175259641377353
-2.525600400294607,-0.7044886438631212
-2.520669724829688,-0.8171128279189381
-2.520263494371437,-0.9083826360801468
-2.5128745742203735,-1.0800546961423452
-2.5060405771265613,-1.275985659988336
-2.5016318456926934,-1.5053150224904768
-2.5007532254720877,-1.4969434925023064
-2.4855489057585265,-1.9221384152124643
-2.475411244695747,-2.23254348279725
-2.4723656578497595,-2.341966097809441
-2.4689976443659707,-2.384787042819579
-2.4575545932244074,-2.6840194024381483
-2.4466053145108226,-2.9669553490796066
-2.4464441306510993,-2.987150012717344
