n_harmonics,base_freq,magnitudes,instruments
8,3.617643158022042,"[-0.79295836 -1.61457316  0.1074062  -0.91513168  1.49542296 -0.12341414
 -0.13933404 -1.3944184 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994686740548592,1.4041906975734884
-2.9932454613862394,1.3447719265779
-2.988116643935441,1.1609822721986531
-2.984130162360517,1.0332914252200085
-2.979462711635098,0.899731527120625
-2.978928910624159,0.8938455228608483
-2.976897104883749,0.8551816574471622
-2.974758486691438,0.7879158454828702
-2.9740592976002196,0.8072632105403835
-2.965702361075076,0.6251170379853355
-2.9552834204295957,0.45252702009925605
-2.943387297192238,0.3911955781526536
-2.940207042029914,0.26995691197393124
-2.937995668985005,0.3526923020980957
-2.9313304235202047,0.3635217775750006
-2.9279282940922,0.4121930434168171
-2.9162047555519512,0.6635444021717813
-2.9095285331371343,0.7359206245442251
-2.9020999070745033,0.9103070433066113
-2.890861733949138,1.1484517817929112
-2.890721930049813,1.2082607980635567
-2.88926684561337,1.2426540094648673
-2.886896863638311,1.2448388724020334
-2.878733251210591,1.4690354889184964
-2.871689164417801,1.5565097293036911
-2.8688726213592997,1.6395706654222952
-2.863750970907549,1.6957967694867582
-2.8605319388971777,1.7522836270911357
-2.852589486537661,1.8020998226449412
-2.847200835442308,1.9102283525799804
-2.844636904045285,1.867834248237577
-2.842572506008313,1.923395560377759
-2.835171798820473,1.8754969781277404
-2.820803447918034,1.7022647235650286
-2.815540272904622,1.587618056494606
-2.807994875393338,1.413644293883517
-2.8060641721239987,1.3874687417765876
-2.804471762046757,1.3530513146786491
-2.7978334497651884,1.2355098347450177
-2.7961743845864593,1.129308522759674
-2.7886257313630924,0.9339102655598032
-2.786418452890065,0.894688271307295
-2.7855920975275295,0.8444124072530756
-2.7813306466008725,0.7405998372579513
-2.7747684489691746,0.5539193974232272
-2.774319980578997,0.5518755045856698
-2.760219011251581,0.26266279082399346
-2.7597177304717846,0.2912946127533341
-2.759638857491244,0.2827094005599648
-2.7589110886722104,0.2911089403702855
-2.75595011775184,0.18085233694201722
-2.751225602001161,0.09625450228920082
-2.739600536250654,0.012929660302244943
-2.7389136264847407,0.006229072077748726
-2.730636728076706,0.015160888185581206
-2.7290933776780726,0.004869839430812557
-2.7283045291965444,0.011445380069098163
-2.7191534843971388,0.11019297631288907
-2.7190044678919314,0.09955803712462012
-2.7172242721389077,0.1283703358328685
-2.7102314289670675,0.23586018105126966
-2.707938863830376,0.26545410789197726
-2.7033629439070173,0.3239211356708498
-2.7009356903999135,0.3949208157772937
-2.6926635550495623,0.5887193141268997
-2.684968592496504,0.7733331289585195
-2.678403024870873,0.9536133013679485
-2.664913977905119,1.2957468769997897
-2.65407194751074,1.4364785279195653
-2.6473707996555094,1.5973139258549272
-2.637560054653404,1.6326435176372278
-2.635512951000985,1.6942950202882006
-2.6286577053644664,1.6320127587541369
-2.617496523320722,1.515396901913837
-2.611611123543653,1.487744030947621
-2.6073467236787877,1.2664074281261757
-2.60715213007772,1.3452062983068562
-2.596780134262133,1.0065375967222312
-2.5898962284454186,0.7278907989118449
-2.5891791920022182,0.749116896215983
-2.5693556915958977,-0.20991870862520573
-2.569222879204015,-0.20425769773240346
-2.5636246369370372,-0.43824342201660843
-2.5625944889844856,-0.5064677349312052
-2.5531888322610428,-1.030197716597825
-2.5518122642178294,-1.0367974988453759
-2.548740170290579,-1.2397215509846653
-2.547629700214065,-1.3013581037586999
-2.540826330130283,-1.7065806530684917
-2.5322305077743077,-2.0639737693383284
-2.525368604623506,-2.358156532595561
-2.5252721864756316,-2.374592625021892
-2.5240120173764797,-2.4586786273171226
-2.515964502581845,-2.7651904808326235
-2.5139447669895096,-2.8277353009463413
-2.5114192446256696,-2.940302258866588
-2.5031043304961305,-3.1388358798080036
-2.4942001911893206,-3.381021549843323
-2.489249383374024,-3.468452684851877
-2.4841196268976806,-3.5903506771065783
-2.481934900642356,-3.5761914217516955
-2.4577122640621303,-3.58927563002593
-2.4547405601067607,-3.5369201800126673
-2.4517509926855965,-3.4961711924212504
-2.445818711594905,-3.347474261305319
-2.441130541703462,-3.2627248241831577
