n_harmonics,base_freq,magnitudes,instruments
10,4.695349712512494,"[-0.68067474 -2.08185427 -1.89770563  0.02108477  1.41639621 -0.87568479
  0.29997078 -0.43641257  0.23731216  0.00678846]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.993988393847487,-1.4909580476872788
-2.9922806368526302,-1.442751415200867
-2.982478673468105,-1.0652367987233755
-2.981322937727704,-0.9672402591412134
-2.975779665380019,-0.6484649977089393
-2.967893217919275,-0.07794603791303698
-2.965501497196795,0.1307658636094663
-2.962749042962564,0.37933321563556205
-2.9404700829041706,2.2913116657456634
-2.9393604592860614,2.3314643760669123
-2.929634090955319,2.9207996983395392
-2.9245099568716038,3.0744939076678732
-2.9160896910841436,3.1387011193297236
-2.9060184102796085,2.7556644521864975
-2.898146585550599,2.174328938093487
-2.8960660027208798,1.9672317940757065
-2.895616501765609,1.919649975121068
-2.8829549606756943,0.41703273236273036
-2.8829012448223885,0.43138417309680477
-2.8774503418395687,-0.3272795715006477
-2.876861180327067,-0.38652956357504226
-2.8723876614405874,-0.9786460635506591
-2.868635107846691,-1.4974843115322607
-2.865325186672948,-1.9180654526595482
-2.8650139205786394,-1.949265932781062
-2.863648791284861,-2.0986765753351424
-2.8628949358154205,-2.236847749925753
-2.86200138453992,-2.349032361923515
-2.859110849753176,-2.6781004709990364
-2.8559664039814154,-2.978025390397665
-2.846427239789457,-3.698699003803415
-2.843645088442678,-3.876323101461923
-2.840883274426763,-3.911349567034286
-2.828509764797217,-3.83919467823373
-2.820907022761906,-3.382673215911929
-2.8125706256691876,-2.6491400699045764
-2.8125177294057258,-2.636058671723315
-2.812131418501735,-2.6029436603213623
-2.792421757202006,-0.19819819358409665
-2.7898570905517914,0.08899393731589914
-2.786680421778263,0.43797476109311717
-2.7847047229748947,0.6795714858869927
-2.781996338434921,0.9795988835773572
-2.7783337678831446,1.3098309122561562
-2.776414212532602,1.4778912651729526
-2.7706635700761963,1.8740706833001604
-2.7696905349679897,1.954173581140255
-2.764819097436774,2.134262742836987
-2.7620428819597747,2.222862105079858
-2.7523951584922814,2.22247279710487
-2.746802710699815,2.074778463411883
-2.7449407724560153,1.9632598217489656
-2.7309845727264586,1.1352487207685287
-2.728492745671846,0.9381538069001298
-2.7193607463308784,0.25089146343015584
-2.716407864107932,0.051869259273387716
-2.709665341828366,-0.3486179639715675
-2.703419302895788,-0.6026362400431313
-2.6979766887740917,-0.7549295091648126
-2.6920197419525778,-0.7605227589395642
-2.6716327264106843,-0.12693572363398722
-2.667147502237902,0.11392269018510681
-2.660461255536714,0.5336577879236849
-2.6603746533363175,0.5978677888868995
-2.660053176974495,0.5826937491933941
-2.6591173727920747,0.6699901093067322
-2.653772007714314,0.9954800218541952
-2.6481540437745794,1.302373114821636
-2.643721502803616,1.5257778141675427
-2.641839742866445,1.6069686162380104
-2.6289505760443395,1.8487885784069302
-2.6221633189228006,1.7586600262719247
-2.5931389556368525,-0.1441317969072734
-2.5853698760760424,-0.7679986837577745
-2.5851132423133443,-0.7768333887038434
-2.577080925665676,-1.3814185594787782
-2.5725664311006184,-1.718511660299131
-2.5725214316067384,-1.7016411536614946
-2.571125706131938,-1.8194335136664868
-2.565412127086399,-2.046481816108132
-2.560790342984081,-2.2169688870819133
-2.55804397377027,-2.296380191970517
-2.5542383260337074,-2.322243199936601
-2.5530977561258674,-2.354322009505793
-2.546420730060565,-2.2431505345160274
-2.5337004153326337,-1.8588396852534284
-2.5086752765101004,-0.6529160382012656
-2.5005968338679114,-0.4392639181721133
-2.496375762271238,-0.41357422403248933
-2.4817689841799186,-0.7390822665603625
-2.4810149217676143,-0.7871100369958114
-2.4793493010465033,-0.8752712504444794
-2.4527517238532335,-3.1592013050004835
-2.4391653268623497,-4.448108939307492
-2.4363588529583775,-4.6511330863780955
-2.4345069595220794,-4.798018765919488
-2.4281754580382557,-5.176750050768639
-2.4228712507991923,-5.386853328048897
-2.421738212721959,-5.4825567508970385
-2.418557812558049,-5.504326044296644
-2.40407805200718,-5.296947502785092
-2.402353362376714,-5.2339029273969775
-2.398093776571975,-4.974725234462324
-2.3973548615168667,-4.89507451227448
-2.3915076063960843,-4.475056131494626
-2.3888548860246246,-4.205333037217918
-2.3884416384403497,-4.173502722196312
-2.3867733677285687,-4.032920103105391
-2.379815309759003,-3.2607267838845213
-2.3754944849442605,-2.742612460351702
-2.369046815894228,-1.9863890076302193
-2.362497525033328,-1.1898849220460264
-2.357230429956407,-0.5610175088600106
-2.3430992109420754,0.8510420599662233
-2.3315433354117507,1.609603864701881
-2.329409033250484,1.7311898154488663
-2.327557554126915,1.7770412095587722
-2.3179295034931964,2.052084236566185
-2.3044362895490513,1.9800768632933257
-2.2963896412803875,1.7754985403399446
-2.2904410437228893,1.5473683730266112
-2.283625049284026,1.2502429956359957
-2.2793260363622143,1.0473343996264926
-2.271602253687686,0.683864037592622
-2.2679590108418832,0.5160519152190872
-2.265087086977196,0.3721185491108935
-2.2526756135785475,-0.10179485118226636
-2.2443607098842357,-0.32599965135269127
-2.2371757126469625,-0.3988171390185168
-2.234800424729961,-0.4563163564844357
-2.229548995018466,-0.439813765133009
-2.2236018648106537,-0.4012179886904527
-2.223489607557846,-0.3854977741899551
-2.2124968570329835,-0.08804586947723754
-2.205912943294274,0.210703049354494
-2.199264962924609,0.6201944375742188
-2.1973589804413844,0.7121884745993342
-2.192778278216772,0.9916585924416328
-2.1781098781476187,2.1273118760777585
-2.175166370964261,2.3749978991586427
-2.174118261391736,2.4331764786870185
-2.169326981357786,2.805674634342049
-2.14544624626304,4.28760517142343
-2.141496240997933,4.405752439201116
-2.13959697311447,4.395858476491242
-2.134882394662717,4.466650716559479
-2.1191018288218664,4.055527978864545
-2.1142185464154473,3.7633478204228754
-2.1072336840761934,3.186738044877575
-2.1049648541210466,2.996425201058774
-2.1043598686827294,2.943735587175934
-2.102700712519644,2.7746577227780165
-2.1026931377645277,2.7628382567117065
-2.0787449329040237,0.07489027853524817
-2.0620994059481044,-1.5027153818525951
-2.0591955930818266,-1.7113379116554939
-2.0565026413195495,-1.8395577722832224
-2.0489472902250006,-2.120705082834602
-2.031869675969692,-2.0198772665651354
-2.0220115129610843,-1.444695753893367
-2.021764742026856,-1.4275557724065735
-2.0209319783978903,-1.3971958213481945
-2.0184714706950517,-1.2067817570483548
-2.0144508995500594,-0.9080662995650876
-2.0141903743615237,-0.9089521167389851
-2.006035025170558,-0.2508306867331618
-2.005597968804507,-0.2067982831113542
-2.005559506936863,-0.16283229464360346
-2.0028262589279855,0.04648877645985759
-2.0006676256600002,0.21705619642510843
-1.9862330340773107,1.2421941635186153
-1.9857293417643533,1.2267268812100034
-1.9834519846089462,1.3392108873978525
-1.978473930253511,1.564916583053773
-1.963062805483786,1.732410438841874
-1.9617728971714483,1.6953759693091885
-1.961700473990334,1.736160164653697
-1.9605355856193085,1.713943494613976
-1.959474968046855,1.6792242777929283
-1.9417439351446464,1.050329676501404
-1.9380947396684087,0.8961577445935411
-1.9378938862139397,0.9169043236567875
-1.9349400028024,0.7563298835059139
-1.901322588714115,0.4208816033756056
-1.8900744423604023,0.9652199640320259
