n_harmonics,base_freq,magnitudes,instruments
9,2.929409393559575,"[-1.25119444 -0.36108379  0.41202978  0.94471535  0.38703001 -1.49890349
 -0.11568045  1.40915019  1.35789462]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9978489431572126,-0.5419606626527722
-2.992931743950293,-0.6743955709465856
-2.9870100270269515,-0.8396387954142774
-2.981603473000127,-1.0079536550329244
-2.9799134107663137,-1.0566570413150158
-2.9677339155065736,-1.4430158602630079
-2.9671766412168092,-1.4654779849355617
-2.966829412422974,-1.4733668423002744
-2.9590918299854323,-1.7109652225404444
-2.958456032824193,-1.7278305197892796
-2.95085772593334,-1.9390659030528932
-2.949390831034573,-1.976759645141729
-2.93816775305175,-2.227648021735229
-2.927365136651848,-2.3828936938784198
-2.927191514777456,-2.3828970692603817
-2.9259061336926884,-2.3934585301384494
-2.9258358099764745,-2.3943233916140843
-2.9074171733695904,-2.376563012013347
-2.900647883668039,-2.2754978975223654
-2.895309109407468,-2.158746362637435
-2.8776575981237826,-1.5636977796456242
-2.859881804710417,-0.6777041253815923
-2.8565009808663206,-0.4889248045612856
-2.841932515752979,0.39518210145275745
-2.840469440309893,0.48955410358844975
-2.840237003145059,0.5008642027043956
-2.8351150139492667,0.8222282064264138
-2.822689578181045,1.569305485853829
-2.8184646670285884,1.810751997288959
-2.8183214858800985,1.8199788568584783
-2.817030488199529,1.8886998514472468
-2.8155891304926106,1.9735434451014515
-2.8125996824397967,2.126304317413799
-2.8063933021271996,2.430383885354223
-2.8061505654370142,2.444990040891889
-2.7905163655592133,3.0355777974405536
-2.785040703395018,3.178246235373755
-2.7804557657599767,3.2646306374403324
-2.7797630554115518,3.2742786707169
-2.7736225252707705,3.3403057279909256
-2.764836532446169,3.3350836878275323
-2.757718509305877,3.253164602707112
-2.74490008860488,2.9291530189930657
-2.73851201237544,2.6881994254407227
-2.72549375029775,2.0571020126070594
-2.7073257217892506,0.9423453267993702
-2.6969738485297396,0.25325378313674257
-2.6919675912558647,-0.09125162000161224
-2.6902111566819444,-0.20860895669404336
-2.6888909507673904,-0.29574242781635873
-2.6860844031729867,-0.486061109829797
-2.67055456183211,-1.4645395932813736
-2.6683216163371357,-1.5966961721130652
-2.6675697320026828,-1.6364810468078121
-2.6674268430102352,-1.6471991541276725
-2.651512823196928,-2.4410311008242394
-2.6422555792180193,-2.798492547229732
-2.637741866609629,-2.931927805258505
-2.6359874079614296,-2.983912780452676
-2.6338654203419347,-3.038544780164149
-2.627955680518496,-3.1687659516727886
-2.6186654628674195,-3.2896498957385023
-2.5838892840893277,-3.0779214325789135
-2.5801352892206886,-3.0136843940955784
-2.5725377307841915,-2.874019794931664
-2.5690367317864466,-2.812792904400085
-2.559687701731354,-2.6252408327903307
-2.5538019356241843,-2.5118502070325843
-2.5439311775119124,-2.352179890505603
-2.5385533161210123,-2.2788003102418006
-2.5350968366867077,-2.2458518895455177
-2.534995754492174,-2.2358050950855977
-2.532813650773367,-2.224596272989109
-2.5280793616223667,-2.181627525780272
-2.5272341995393806,-2.176551360491331
-2.5162173130103405,-2.1447359990949844
-2.515306071929829,-2.136779322281901
-2.5104142716234783,-2.1475467426916985
-2.508146978881528,-2.155800470038256
-2.505249205359643,-2.1740111766970722
-2.5043420078237384,-2.1801818412778093
-2.4981562158476396,-2.2258719578877515
-2.4916765817990782,-2.2966921519576724
-2.4803127716579274,-2.448088517157931
-2.480124166335422,-2.453214410111618
-2.4766374052203473,-2.4955486632885933
-2.4738480424498306,-2.5407140464877878
-2.4710094968024015,-2.5896173469863877
-2.466843530295507,-2.6441198379984017
-2.4616787686622894,-2.7196519756007556
-2.4606388464274476,-2.7317396644938765
-2.4593524703811944,-2.748348908162499
-2.4567812063319536,-2.7771047380613867
-2.4509428560650766,-2.8439602664589096
-2.4448174421129263,-2.889697149641282
-2.4320671779275322,-2.912951904797489
-2.422099044888655,-2.8273799543093343
-2.4195369460626033,-2.79465692665648
-2.416184663934354,-2.740041344407753
-2.4122926003791414,-2.659991139721094
-2.401864674611084,-2.375854926791797
-2.3940443925454065,-2.0877814794501415
-2.3912989369057245,-1.972935172499287
-2.3903402755825396,-1.9337108949954958
-2.390000164145558,-1.9192673876389463
-2.3866918812946274,-1.7679334112967207
-2.3848606470895266,-1.6794636724769865
-2.377466014202752,-1.2924456783696259
-2.373670764788508,-1.0843026581807644
-2.359793365671469,-0.22881350956890695
-2.35364981274782,0.17514909217418462
-2.351352492301829,0.33523071618630146
-2.346415690486359,0.6587258442925832
-2.3436469876358155,0.834996826915604
-2.339944788047883,1.0888095284470496
-2.338631776419198,1.1727215572219567
-2.3298165230367247,1.7318968585173538
-2.3266942486422315,1.9236884629352635
-2.3263184069281406,1.9525978032218214
-2.325831199910785,1.971500364770977
-2.3255846214737765,1.9880138907821276
-2.324465338072935,2.056455778072938
-2.3233809461344244,2.118965007988643
-2.3221132264506164,2.1880683619611645
-2.3155800757330285,2.5409352535906153
-2.3126975402071244,2.6885222098415005
-2.3082215387216083,2.898596333571106
-2.303363613291974,3.09647802804224
-2.2979947232898006,3.297150245514328
-2.295011731571115,3.37626890724971
-2.2905327081882216,3.4936203807598796
-2.2891488148464734,3.521089580597371
-2.2853588692802247,3.589871316196612
-2.275094164763861,3.6806018425612024
-2.2658581594035407,3.6320869734881285
-2.2642698314433183,3.612281281615393
-2.2410290523210845,2.9874311550878567
-2.237817891191218,2.8562844722550698
-2.2335893352486327,2.6686966150149316
-2.2299949602209663,2.498071823538098
-2.213093090621153,1.6391637885801895
-2.2067159789598274,1.2992870780001802
-2.2041039733461485,1.1619881972707256
-2.201371653290214,1.024042777308588
-2.1982925614942843,0.8629586926480101
-2.185477091576237,0.24943863991944357
-2.178163836005609,-0.044213280746877984
-2.1673171594379137,-0.39047302780695375
-2.1556934835084736,-0.6252536972918799
-2.152808930753997,-0.6687546812476007
-2.15132571324501,-0.6823329672359847
-2.147045739310073,-0.7106445098747454
-2.146593009445602,-0.7120840439391813
-2.1413481642413745,-0.7084448681926678
-2.141240302852845,-0.709428003049089
-2.1397366831229214,-0.7067883072182449
-2.1350716909278793,-0.6674848136353615
