n_harmonics,base_freq,magnitudes,instruments
10,4.208930624198319,"[ 1.79980514 -0.30951051  0.90999407  2.39599591 -1.56570147  0.06507933
 -0.6549722   0.17685764  1.48340405 -1.00719378]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99970046838743,-0.8873567015496324
-2.9994610953895497,-0.9494540449541622
-2.9883377413077143,-1.9847697989860993
-2.9690873365359307,-3.299638947561389
-2.967967286307961,-3.3208198070433403
-2.9678448594357327,-3.4073792452525318
-2.965527756727469,-3.3942023050943986
-2.9611006294893603,-3.47851431813899
-2.958478110464341,-3.509513228666553
-2.9529333960030115,-3.4404132763068485
-2.9344889330984705,-2.684425917025132
-2.923660959946588,-1.9735540956287452
-2.9178100467892625,-1.5705620837256666
-2.9134213763048944,-1.3062020485413417
-2.9123298275308684,-1.2108181622523218
-2.9030136138774707,-0.7439130763252123
-2.8989793821455327,-0.573155405281431
-2.888227316246776,-0.41143578688604315
-2.8878462684595405,-0.4132353938701053
-2.8774467017799275,-0.6298057394024328
-2.8729524914699383,-0.7700050320845623
-2.8665268584039976,-1.190412178737358
-2.8585393159119894,-1.7599273693252087
-2.8563923508671865,-1.9370265090845502
-2.8546987602818312,-2.105799537421885
-2.846556881514557,-2.7919753105537723
-2.8337358779479036,-3.8634169569563945
-2.828550011666265,-4.104109455018831
-2.827266184689308,-4.190165373053893
-2.8219863479133442,-4.402481882812856
-2.818916797258839,-4.484584099608079
-2.8120854485808664,-4.535344305992171
-2.7729922439576224,-1.0428157758927898
-2.7578864361364963,1.2182378118574346
-2.7451082630831927,2.8731301586240376
-2.741279515815274,3.271867386484956
-2.7407743254387182,3.352433472379396
-2.7195921348099574,4.2087261704505705
-2.715474440565868,4.102233780679471
-2.714400413653121,4.076153562486972
-2.7096161006932764,3.8425165645168855
-2.7064871711225313,3.5455267843529636
-2.704835026427017,3.39679980807297
-2.6907407848568257,1.7683443752515413
-2.690348170951813,1.7014630813002425
-2.6863366978242427,1.0558709832082953
-2.6747182852087255,-0.6989683718742469
-2.662481735756649,-2.5316278287098433
-2.657006708125942,-3.3078222294402355
-2.647268053271885,-4.420926499105588
-2.629081378517901,-5.325553384530186
-2.6115775139724624,-4.906809161885756
-2.6105659402243124,-4.810109844175892
-2.602398858332389,-4.231309579118135
-2.601514115908508,-4.170171927192468
-2.5967162582002317,-3.7845337637563654
