n_harmonics,base_freq,magnitudes,instruments
7,3.383688749590475,"[-1.41755107  1.70604794 -0.14308154 -0.19177359  0.74000138  1.7735129
 -0.6997519 ]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.999191681971957,0.8779455251319882
-2.9975545004408852,0.8339532341530624
-2.9954605076338288,0.8296898556971732
-2.9929049345941907,0.7261334671969016
-2.984113927167134,0.48247125797884666
-2.9820435046522205,0.42792890817835644
-2.9717603785907243,0.16517198306227754
-2.9702735758631214,0.15048752513475325
-2.96012284891839,-0.02503435857376745
-2.950306767985024,-0.1807569304591508
-2.949856091813674,-0.22184504506574537
-2.944798883095152,-0.22454212712104551
-2.9439466345789524,-0.26530882516063814
-2.9285423260634453,-0.3353113656382881
-2.927833461624783,-0.29955469429871057
-2.9139688520090408,-0.30149397260888916
-2.912338392440774,-0.2836076644348826
-2.909079707664838,-0.264353964701795
-2.9057746839088083,-0.21511154572388339
-2.9045195830170787,-0.23024776625978358
-2.9008496695010497,-0.17246266524088566
-2.8945261486312686,-0.08868899695563684
-2.8809377714316935,0.13158031030590372
-2.8776115154372706,0.16668909661683584
-2.875406796730381,0.19933801426916517
-2.871488523116562,0.2687726368681146
-2.8674376182473003,0.35494209800898974
-2.840249282686917,0.8667156972008274
-2.839069967675755,0.9068502480138833
-2.8314747897296177,0.9797151972876222
-2.8290231976668383,1.0852305913076374
-2.8288621355473476,1.116459102395662
-2.8175853120874232,1.2583741787927512
-2.808223762597919,1.387452664688295
-2.80676367918427,1.3664190513971914
-2.799811925521083,1.4408956249799039
-2.7959825444404074,1.4633932257325752
-2.792958226243912,1.5142173682143971
-2.7916114219402663,1.5084825468265146
-2.7855184807576947,1.5601204180320454
-2.782894667934686,1.6058986433640292
-2.7650890502574494,1.6277149773112407
-2.7523803959763122,1.6392575972214118
-2.749493672926941,1.6278156212230435
-2.725852136843252,1.5504461516098105
-2.724405629723897,1.530785190996527
-2.723684392571963,1.5455845804751551
-2.7188557632192345,1.4493242981718057
-2.7163913159719333,1.4476483423357707
-2.7126739801696207,1.4526476983939642
-2.708027790086258,1.4308716608392613
-2.6956311940058133,1.300408218415455
-2.692879953203814,1.286306573564372
-2.6870618318206017,1.2397957381174403
-2.6835223394779373,1.2098912074025825
-2.6822684301904287,1.2217801413496157
-2.681030410037865,1.17614822504094
-2.6722831822770625,1.1301001394678922
-2.6719319495383704,1.0967245123100198
-2.6704641530950575,1.0850417903564487
-2.6697458413847643,1.1157297392985566
-2.6656557643233265,1.014711060934413
-2.6633430396959357,0.9421648432382506
-2.6606722627176485,0.976804031959445
-2.6604833556935357,0.9671012891992854
-2.6555767951245803,0.8795930573625715
-2.6453486403165263,0.7999950570183793
-2.641542487743838,0.7033420813147147
-2.637237544068938,0.6414470137552972
-2.636905574709596,0.6908638772872535
-2.6252581314184322,0.4812644017424976
-2.617559141261057,0.3760702989812919
-2.6051806636864665,0.1507746203164455
-2.6045449653265313,0.08882030402322007
-2.602156968072797,0.06905011652167484
-2.6001682867399953,0.026057973329720704
-2.5909629757034516,-0.17682164932463174
-2.589923590831498,-0.18475671797020504
-2.5861204293107143,-0.2609516202007543
-2.54215646422421,-1.0476806137426233
-2.5409006700501893,-1.0455151968551526
-2.5404602226116557,-1.1053591395205715
-2.5364931095672727,-1.1452219701037205
-2.5352291271590124,-1.137210232298533
-2.5341697121537905,-1.1802867741464904
-2.5315235556626803,-1.2269447433874041
-2.531403028095138,-1.2100156166631812
-2.5262337938911683,-1.2915361847594262
-2.523857894530879,-1.2909799218062736
-2.521313282180253,-1.258075678101267
-2.5113614378160536,-1.3827095713140292
-2.493767704766179,-1.3331577542224968
-2.4888478381006705,-1.3014437464858915
-2.488059114149124,-1.2864092335500292
-2.4875237453265555,-1.2740605433837926
-2.482730288259502,-1.243656209441051
-2.4797349930675034,-1.2142409468977273
-2.4792131936135378,-1.1467786414700676
-2.4757914920958313,-1.1208306969253852
-2.4696009026266026,-1.0336783842748514
-2.4679979207969014,-0.9948858282776022
-2.4620005367359505,-0.8521758806617121
-2.4611654884000136,-0.7971884658913975
-2.4553929358630517,-0.6773772606304355
-2.4503165114503807,-0.551680694543962
-2.442475956483491,-0.32617921925586996
-2.4352279149529807,-0.04182332854247858
-2.43433169589232,-0.03459553908997112
-2.4304303110568064,0.09357705688852133
-2.4277488685583983,0.2232077306277551
-2.422265514322853,0.4291332401516787
-2.413701240593735,0.7350826559873198
-2.4094221910531655,0.8964593069350072
-2.404813739568895,0.9892958013463959
-2.3946178580970097,1.3444811433774373
-2.388612629960286,1.520177176156286
-2.3857608466143523,1.6227751386235878
-2.378286136763556,1.748966822029275
-2.3728076548946793,1.940997795146031
-2.369817768256629,1.9974585063370422
-2.36164674671312,2.083084836695555
-2.357491321147175,2.1353183161093017
-2.3549394860961805,2.162868048403987
-2.3525529964233067,2.1787539135027085
-2.3299858254801897,2.0476102035094375
-2.328627024414878,2.063261181681046
-2.324019099199912,2.006407961864526
-2.3218824660785726,1.9020212788660984
-2.317707874051949,1.8157164526035234
-2.3048195932641558,1.4744842109905225
-2.303148501943131,1.4143009222476033
-2.29082562842623,0.9192581533674133
-2.276789570546103,0.2823251305951964
-2.2652716520145635,-0.20705372235659816
-2.265172100639786,-0.18278425848964763
-2.255708782095729,-0.6852839527576579
-2.252636903211118,-0.7352897447582594
-2.2510747064438545,-0.8933100861556514
-2.2482376553804246,-0.9929050126835521
-2.247277341412236,-0.9942881643585781
-2.2288306146235732,-1.6454624210458526
-2.2283682003926772,-1.6658102076593566
-2.2023518169328895,-2.2358010351390187
-2.1856268264059846,-2.2201310793567246
-2.181900410204982,-2.1197069957518933
-2.1812751396593644,-2.114333045688115
-2.1732922573989146,-1.9412263697803667
-2.1727185535378837,-1.961418915809954
-2.157155044115761,-1.5332759714033009
-2.1524720754641518,-1.3261472158383245
-2.1456750169364733,-1.0717107034777822
-2.130181374273135,-0.3637626023109493
-2.1129846910669845,0.5472562009334447
-2.1070169909787144,0.8424717679360466
-2.100050851023674,1.149845526350423
-2.091512321914756,1.6002947321602874
-2.091221635904149,1.5549288275369277
