n_harmonics,base_freq,magnitudes,instruments
10,4.764245505458306,"[-1.69144542  0.02936873 -0.65534981  3.77627485 -1.03779392 -0.67604942
  0.94137834 -0.22059734  0.10836597  0.73306266]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9997612736475903,0.5307737963395105
-2.992464136546711,0.6026352608700091
-2.992086897037664,0.6229456942307541
-2.9603248529149564,-0.16815127071809513
-2.954968423479681,-0.47900848428338794
-2.954633910950796,-0.5266805285562846
-2.9509187198695557,-0.7295488893845019
-2.948942113765768,-0.8679705939517988
-2.9347334841833383,-1.7194745518365833
-2.9347057537129544,-1.7330796637431158
-2.9292080208755435,-2.072306406394375
-2.922993352664622,-2.301182474265297
-2.904264399161031,-2.5274715582489837
-2.901843788044064,-2.4663278747033788
-2.8969027353637435,-2.4178997917637406
-2.896286336686411,-2.355600841402107
-2.8778854423211397,-1.6278783175156946
-2.8699457754373996,-1.299452041538233
-2.8692079690654424,-1.279427139133627
-2.8665888169617277,-1.1895599909264927
-2.8624525584375196,-1.0390576000517155
-2.857326970640669,-0.9324989065458777
-2.8572485225747757,-0.9483868899283932
-2.8480156164811383,-0.9910619952684765
-2.8458348050985647,-1.0153954432438113
-2.8341037132141382,-1.4599320884282705
-2.8319723724027406,-1.7215019924425632
-2.831408920670277,-1.745589594943599
-2.824684902529029,-2.2801125645514135
-2.8197211359071743,-2.689207978917334
-2.8165577659756593,-2.9950783518268427
-2.812868552328883,-3.3559155221134427
-2.808005316564204,-3.769496172699442
-2.799752383074033,-4.398855979764335
-2.7960859130005695,-4.63999859030941
-2.7953735893847025,-4.7090939290448866
-2.7947019108070075,-4.706082145198513
-2.790894815450209,-4.838232470086928
-2.786855301693228,-4.913279213306154
-2.780727973827117,-4.894597199387864
-2.771800475237937,-4.415648738752344
-2.765834851914724,-3.8095732887300886
-2.757059840053976,-2.6835350859570117
-2.7467884540640455,-0.8487478196648865
-2.7455783330945716,-0.579597586127491
-2.744790282492852,-0.4050570548526008
-2.7367869906361495,1.1677219295152863
-2.7280385442314863,2.810400274579841
-2.7234545255983202,3.5521580232336114
-2.723288104640812,3.561288627141104
-2.722704071122326,3.6325806472208684
-2.7206011883990584,4.009264213191507
-2.7167241641621596,4.540873427914873
-2.7157284347158592,4.642442988939245
-2.7019430908401096,5.512533195383822
-2.6918251316748876,5.153511656974426
-2.683762162517195,4.381524241716129
-2.681105701820446,4.070842465462449
-2.6719884710354247,2.471390422780045
-2.6590954637518824,-0.36235983600588556
-2.656863556329003,-0.855138159160533
-2.6544212374728184,-1.391004545891827
-2.650904605440532,-2.176772668575239
-2.644687138776561,-3.4048083720151094
-2.6369180603413866,-4.813425010972547
-2.6347050131560055,-5.147109142927882
-2.6337800483291245,-5.345537058352197
-2.63001790632205,-5.774126974634418
-2.62801052685042,-5.995288607785355
-2.6123548703284163,-6.682382484822589
-2.6108701232031555,-6.711263978187484
-2.6081270867606783,-6.568678488475959
-2.606634879471322,-6.556912363678699
-2.6013003543061597,-6.155517344503955
-2.597994702390865,-5.875285055477951
-2.5979093031663476,-5.919721084583894
-2.590350908727621,-5.022786633707143
-2.5902602511052057,-4.957137668129361
-2.5882385251228737,-4.764560388073365
-2.570998467446883,-2.3740125009263213
-2.56958728687594,-2.1876930567412938
-2.5649520168445266,-1.6195519619335883
-2.537741312622029,0.46571269700999446
-2.5366672246735575,0.45528293112487683
-2.5353878485618715,0.42623441024947334
-2.525606662474308,0.4462991239719279
-2.5250187149978975,0.4400974391825023
-2.521230938999085,0.3572768791091972
-2.519256609488827,0.33211749679758296
-2.5169006450432687,0.2511766575504932
-2.5161070468278908,0.2336269341349272
-2.5099362689479454,0.06981356891962218
-2.501795225390591,-0.1389129448142465
-2.5009546913593397,-0.18321997084665695
-2.498721755926881,-0.26363487842850314
-2.497303550445853,-0.2630390152084436
-2.4906857474764075,-0.31301931088600704
-2.4594926604152585,0.441411140070907
-2.4494163079173674,1.0733097888125749
-2.4465744291348623,1.2108657087738315
-2.4389218086809006,1.6134777305997319
-2.438116404828855,1.6075455788108477
-2.419248441221846,2.180103150494024
-2.409456441229433,2.257077296461038
-2.4070259250663364,2.175673344521118
-2.404843902125895,2.1283350212792658
-2.391004116361499,1.6548969237589177
-2.3909068002923464,1.695944706758281
-2.389304333933982,1.635400216870476
-2.376649591253276,1.0582861476404888
-2.3745664560994566,0.9578134442294858
-2.374295475940757,0.960327382285175
-2.3665751192964946,0.6506969559048827
-2.363524770265384,0.5516162360313283
-2.3536167111278976,0.4117290443082455
-2.3530725174724982,0.39515076865470483
-2.321762271208139,0.6778253466125294
-2.3184433492044407,0.675075095478849
-2.3160054274336295,0.8143870081772009
-2.30913908391525,0.9578434305565465
-2.307591050917078,1.0146865423614684
-2.29883663900647,1.130899135198736
-2.2889108173613124,1.2427129681891949
-2.283962439739698,1.253158243538763
-2.2810201683951936,1.194555197875595
-2.279969207638274,1.1550085663462368
-2.2701173027422943,1.1445032954268783
-2.2654989695029997,1.084842897273219
-2.263694689700752,1.0426920704474458
-2.2608410254354343,0.9496002472858115
-2.260569841446932,0.9919597807900998
-2.2593403461666886,0.911279149216683
-2.246750030477088,0.8277127285032231
-2.243067528070653,0.7968844941075371
-2.2427953149110587,0.797199943863634
-2.237900236640481,0.7900154806394876
-2.2334514840772517,0.8736835508606043
-2.2302388967766897,0.8964283848165243
-2.2295464516039694,0.9021835439014219
-2.2288831207866013,0.8910185132218227
-2.208281793015516,1.3915002324485473
-2.200352773115485,1.662687937516166
-2.1845398872873414,2.0943721184253588
-2.181855198221543,2.0890728649186903
-2.1728707980604054,2.2054729149727588
-2.1645342756159343,2.014782089573339
-2.158470874208902,1.9296646624127436
-2.1583629791645746,1.9438535669301984
-2.1583401113385703,1.9257298997349108
-2.1477270208730195,1.4666231040084456
-2.13582065864839,0.7704142489878765
-2.1288709174571805,0.3362826168470871
-2.1258451531722233,0.1747322232015176
-2.1151328070025253,-0.44468440433777295
-2.104365178530296,-0.9661306267015147
-2.079230655768785,-1.150278335705128
-2.0778234898712222,-1.1993943205102575
-2.072346112988842,-1.0327696397511232
-2.066399108741586,-0.9582189613320502
-2.0649321549925816,-0.9007211730966863
-2.062177872954682,-0.9063923620801706
-2.0620211568554576,-0.8022318306780633
-2.0618715527614393,-0.8285308748665728
-2.058945790033679,-0.7421363617634451
-2.0588457698452696,-0.7542528829678511
-2.052153793138791,-0.5078910040528581
-2.0510917035956644,-0.51305297140796
-2.042997085805256,-0.4104645166495939
-2.025056767305907,-0.1993873866257273
-2.0153936605965983,-0.3329351499050999
-2.014721394424016,-0.28435802153006917
-2.0123184807034535,-0.3603326738263244
-1.992890997510126,-0.6314319685784008
-1.991704393745839,-0.6666978154662051
-1.9874541902667389,-0.8058941536389663
-1.98279952433103,-0.7639781944627297
-1.9803144412362552,-0.7802399869507171
-1.9773994503139394,-0.8266239224700489
-1.9767016197538205,-0.8508847049288589
-1.974694615455704,-0.8611799149843942
-1.9730902476521952,-0.8400941667903359
-1.9698336520860427,-0.7966405906943231
-1.967794759881518,-0.795989229193802
-1.9641923659200906,-0.8283810272425963
-1.9640739757683305,-0.7640292507829902
-1.9633135201057492,-0.7728112687596033
-1.9567772494157372,-0.7277933803922525
-1.9421541956371966,-0.38345217812313287
-1.9418523714130576,-0.38660169433573116
-1.9311945314776942,-0.07278601069833887
-1.930551366515537,-0.0986304174002313
-1.9171793391527623,0.2090765094158989
-1.9062104471776256,0.3852662253644226
-1.9031643797770164,0.387262815567036
-1.8926294607363245,0.5542783985263484
-1.8919660034313133,0.5331918686698205
-1.8886085716846925,0.5544589495775952
-1.8852496677822266,0.5785792773550248
-1.8770858338942766,0.63204908914974
-1.8759559908001189,0.6728916958956268
-1.8723570332378554,0.7369194027299942
-1.8672131796998936,0.7426511474697468
-1.8571742241834275,0.9643678049477963
-1.8512033310586395,1.115630203107047
-1.8437283870506396,1.409013750434648
-1.8206718338265244,2.424540962232276
-1.8173655379917806,2.588124801663637
-1.8134401169278032,2.7288879255785754
-1.812837952418335,2.7959847156526427
-1.7972991886145404,3.2433559615753884
-1.796108487533592,3.290126884482569
-1.7685279720845664,2.8278994660429415
-1.7676255966256649,2.7714570809185353
-1.7669445628790847,2.7395457770574536
-1.7558534077494155,2.2444998808714014
-1.753426199005521,2.0971848515361056
-1.7457491926704087,1.6135714357747797
-1.7359043994957384,1.081356131862537
-1.716252300090761,0.450429832999809
-1.7155074929267946,0.4351504702910031
-1.703501003535461,0.327130197630636
-1.7007308091890359,0.35336179197961765
-1.6994248425037262,0.43076210942322324
-1.6973765947704897,0.43387076672553
-1.6965833966993866,0.43583295373318626
-1.6898415002318807,0.4883427139954821
-1.6897578897663796,0.5061141543746849
-1.6789494476032176,0.6046148678595973
-1.6741397817528647,0.6315276484025929
-1.6724829837242339,0.667019549574342
-1.669272206649425,0.6056994676069076
-1.6443249802175732,-0.04882482177430876
-1.6355070197335941,-0.5262628513249518
-1.627407341527218,-1.0468056597525037
-1.6228713106772064,-1.3085370956004465
-1.6199819404964741,-1.5170466835137224
-1.6188840620740412,-1.489347176348252
-1.613127130446918,-1.9203327153806904
-1.6105580984790742,-2.0136203158824793
-1.5991343952151091,-2.4139723633214616
-1.5966446073170761,-2.4785256604404657
-1.5961933954620369,-2.461050476068757
-1.5885190659087034,-2.5000824729335496
-1.574940686260619,-2.3075697470953003
-1.5710435334304746,-2.17007155769649
-1.5698188906518484,-2.0357494761703663
-1.563572409909977,-1.7809330945509891
-1.5612247106498676,-1.692873300027045
-1.561128051647233,-1.6447476108948351
-1.5596644118256546,-1.6311737824222112
-1.5509913385899465,-1.2624110345964858
-1.549950736491811,-1.1807630640877873
-1.5443097534647736,-1.0611600379382324
-1.5401003358101952,-0.9292373598159932
-1.5370271201825976,-0.9506043151737628
-1.5318802392230284,-0.8896591139805995
-1.5300751843584803,-1.0098005555808556
-1.5174268242381908,-1.4606813573715889
-1.5123124407941648,-1.7135346630533215
-1.509024894600087,-1.9871454179817816
-1.508729460120261,-2.0203128610923815
-1.506321101507897,-2.1632610201606215
-1.5017641304835914,-2.6197942716029115
-1.5004022715901153,-2.777144973652166
-1.4922225254161006,-3.4545939011823688
-1.490928302900852,-3.688462284397574
-1.4893865420741634,-3.69207307753975
-1.4812229462499429,-4.40632298821719
-1.4761079285646594,-4.677802079527973
-1.4736419653072954,-4.792184426843414
-1.4733384871647988,-4.8305921396834295
-1.4717378303575377,-4.886665237593395
-1.4716670741153157,-4.855448183485342
-1.4682974218906535,-4.924111375742873
-1.454194364187966,-4.501002462995259
-1.4506627383176485,-4.262424608599674
-1.4488949328327445,-3.988437501563209
-1.44759627534494,-3.858992496281568
-1.4435100632938371,-3.3722128376834126
-1.4397043854634664,-2.820001862459179
-1.4390970512583086,-2.805984899124858
-1.4388571622291815,-2.74775110817129
-1.4293173247542483,-1.055431883120272
-1.4244788248112952,-0.20909843011591478
-1.4120932669236999,2.2492095270298056
-1.4049984681877647,3.484115523508474
-1.4030403658758273,3.7874151519275756
-1.4008941383644666,4.10327804636717
-1.3985626067988637,4.416065923635159
-1.392778700440615,5.04967284505121
-1.3901694257853074,5.279756574637211
-1.3893733172791627,5.321158890329745
-1.3860952351543665,5.486104804823868
-1.3818031293472923,5.55898149702648
-1.378223281043108,5.492596060597105
-1.3722214914136774,5.170025243940453
-1.353741424997916,2.496183358060042
-1.3510480082548653,2.0126925502213857
-1.3456433072535696,0.8321408816268764
-1.339130211146878,-0.6908354935240841
-1.3353594296976925,-1.4446303904043265
-1.3338978851907826,-1.7290952628528045
-1.333179110054433,-2.0017354562134506
-1.3309473490649795,-2.4587831853034796
-1.3264157462313226,-3.366061732210027
-1.325255463985858,-3.555297209195176
-1.323086995882474,-3.965193719173725
-1.3187443641242609,-4.7508678275122485
-1.3077129039259476,-6.089073542096124
-1.3068040966018024,-6.1578801309977536
-1.3029297319923299,-6.412724317201237
-1.2862476827671676,-6.440319195944216
-1.2808062701185605,-5.996250297520843
