n_harmonics,base_freq,magnitudes,instruments
7,2.1678530081486844,"[-0.67019754 -0.22463255  0.14581246 -0.92752263 -0.75666302  1.49050675
  0.6274907 ]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9974262321343796,-0.2830136027949101
-2.9843047808626415,-0.05831989165920918
-2.98181178138855,-0.023270930280870718
-2.9573412729179394,0.35378391319579505
-2.949637207374016,0.47579878538230225
-2.9469108455033863,0.5011163874301079
-2.945454499231488,0.5636267750791303
-2.9413768106117835,0.5710501150229603
-2.9344957269907255,0.6943162413599754
-2.926006041593091,0.8066264322175948
-2.9222547328370316,0.8597799484298143
-2.9208224806132157,0.8660884672145952
-2.920486367596061,0.8949856514305622
-2.9086420737563996,1.0148769619092235
-2.890732833771347,1.1237623154571126
-2.8754749419723353,1.1813178402515885
-2.874999842121091,1.1502176119612808
-2.857561401635742,1.1276112076808131
-2.8563814796396176,1.1275513535711825
-2.8508864227322803,1.0501196739778955
-2.8477257471573583,1.0906864634163014
-2.844640793848683,1.0737868843133107
-2.827333837228263,0.8145039925755698
-2.82340979316954,0.7853535217478576
-2.818294930151533,0.6996485617376778
-2.8136887944364473,0.5831269231078261
-2.805848490039618,0.4265746179652671
-2.8031661484728767,0.37883523999840213
-2.8029180045577133,0.3473915508333541
-2.788994566852534,0.002783223081611736
-2.7828479163099296,-0.14692067108000953
-2.779942538366377,-0.2410038206309365
-2.7790299621039436,-0.2620082499074448
-2.7777588859215934,-0.2752672204234164
-2.7710122797065466,-0.461343317735562
-2.7503112751026118,-1.103428614111307
-2.7426075729209582,-1.349042965571025
-2.7410166134819547,-1.4242988681808855
-2.7351344458566023,-1.6566528635226156
-2.7339593591484883,-1.6625372880227922
-2.733008104434525,-1.7064444961106167
-2.7320723374883915,-1.7169958487545762
-2.7292304889385957,-1.8068175779732294
-2.718514969776421,-2.1521604220889317
-2.707653418954801,-2.4956610132723656
-2.7059626907880023,-2.532679484935319
-2.7039954582021384,-2.612613260814534
-2.69438834070799,-2.880853558659134
-2.6773756645781925,-3.3646744223979432
-2.6758983427769465,-3.388186857069167
-2.6701534173188337,-3.5127088500426242
-2.6696387903621153,-3.5106796064502777
-2.644983044826632,-3.9070940432557113
-2.6444094802167935,-3.9330472951467557
-2.6427480484733596,-3.977402905296997
-2.6419871791432428,-3.9843923855737957
-2.6389693877584204,-4.006228172132072
-2.63890605968132,-3.9590595699955577
-2.636931475420595,-4.038898257137567
-2.6253258457036255,-4.073478690267353
-2.6189965060031275,-4.140477421339042
-2.5958887750889525,-4.076968434764594
-2.594191733240896,-4.042033359454325
-2.5914403075096546,-4.034206668715883
-2.589602428488894,-4.025202377259325
-2.5752335432742384,-3.81115918769947
-2.5665939366463806,-3.6872898700805394
-2.5617942484327565,-3.5869709606863145
-2.548990852736162,-3.3045277907953516
-2.547612996204023,-3.2863051082524004
-2.5381763254079948,-3.0423285391098904
-2.5377854434703817,-3.0500087547084758
-2.534209902744313,-2.943874889180254
-2.52746151980197,-2.7605954096400644
-2.5228043808321488,-2.630395964564113
-2.517602995967132,-2.470311050586853
-2.5126244135319595,-2.3797977196505817
-2.5079598611079703,-2.1801589727883224
-2.5033872686527223,-2.076819642038921
-2.487876896847812,-1.638970055614456
-2.486193520289965,-1.552539147874036
-2.481245115462928,-1.411501464787612
-2.4668418653615163,-1.0259616235818312
-2.466326671107354,-1.0233513611564007
-2.4639524449449,-0.9465367172984128
-2.462122655634446,-0.9323442311508594
-2.454653225247083,-0.6995866561874198
-2.4526853126490082,-0.6781709837995761
-2.4488006081622506,-0.5877204837394673
-2.4468585315793616,-0.5369872027041236
-2.4455492425940752,-0.51783016009624
-2.4442015143267737,-0.4809800020486094
-2.4432204814321032,-0.4773484215696845
-2.4429112002544597,-0.46826913555495897
-2.435833181632022,-0.35025732277835475
-2.434250594273521,-0.3055158107976942
-2.424865895729202,-0.168788382551901
-2.4207059027352296,-0.09325412550740193
-2.415631258567952,-0.01820132241330972
-2.4034487867606344,0.06867081923578004
-2.4002625794358314,0.11268543897986573
-2.3931091154319812,0.11580598497413924
-2.391982836750862,0.13646367713884353
-2.390574308602389,0.1576249912055045
-2.3840822377111524,0.1501386599616911
-2.3816572966695304,0.19425565405174716
-2.37992529639563,0.15151441854439615
-2.3784269425763576,0.12978116600484865
-2.3650283421201594,0.055508389477206786
-2.3569810604846215,0.018254405332574712
-2.3549347697651397,0.0037481768715018943
-2.3465506797213096,-0.08128865253379562
-2.3314624100576404,-0.300707968202836
-2.3254307025545744,-0.41683428462750083
-2.323802114503863,-0.42851620434163046
-2.304891852948966,-0.8143983767296962
-2.2995840960082674,-0.88924587825512
-2.2985866562341046,-0.910888239228085
-2.297584731573327,-0.9244140364855209
-2.2952738168230704,-0.9768765212768845
-2.289322727996555,-1.1071768151424037
-2.275835514406495,-1.3893815361512591
-2.275830685800395,-1.3901503879295851
-2.259757530344549,-1.6760485094659099
-2.2528608273265416,-1.808816139600647
-2.2508932021690597,-1.8544352042508792
-2.249983693611769,-1.8507743734883337
