n_harmonics,base_freq,magnitudes,instruments
8,4.354830520476698,"[-0.58206121 -0.7476206  -0.22552505 -1.4388411  -1.10652938  1.1746294
  0.44789969 -0.28899387]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.987066846624173,-2.4256817204953034
-2.9844228105269623,-2.5706077220610855
-2.983683851176913,-2.6117147071513243
-2.9784706953597873,-2.846009654719441
-2.974349459390612,-2.991150335292971
-2.9558544720471147,-3.091516979191275
-2.9477294066817974,-2.8565353406375977
-2.945388698279074,-2.756906643882777
-2.9385643877646244,-2.3974003465908105
-2.9353783563381466,-2.1994700009116728
-2.9289643508238714,-1.7444596296244406
-2.924268762140486,-1.3759200478378282
-2.9226031942666864,-1.2388153353343205
-2.9203942790837334,-1.0545385336453577
-2.9163478332079578,-0.7051630635159652
-2.909650221362749,-0.1193012581684733
-2.907867571613448,0.037080546846668644
-2.9078134588493674,0.04417101609499895
-2.905690017906368,0.22970034933949018
-2.8989875952471538,0.7947916546317539
-2.8956317052282117,1.0683412959089302
-2.888934928745182,1.56412151761159
-2.8876668341108997,1.6534815518495867
-2.885617080305753,1.7892481243446308
-2.869111306429298,2.576496506400928
-2.8660917775412176,2.647739528728894
-2.8640745076026053,2.692275318240655
-2.858889567644183,2.7454347639994974
-2.8581695732722197,2.746888581394672
-2.8576612194444895,2.7457820040838414
-2.8532571962186095,2.7309812007716867
-2.848262401871292,2.6556970424489013
-2.8453736653875277,2.584913961375248
-2.84366301993514,2.535726965013282
-2.8417070138024227,2.4713290927140132
-2.8415830174086643,2.46530304527703
-2.837914954606398,2.318860577004142
-2.829569767306815,1.8972160295708163
-2.826652928122942,1.725125784461453
-2.825975398704439,1.681757807125084
-2.823440802809788,1.520880209404852
-2.822499621066733,1.4576712806481271
-2.820022202702954,1.2865742030941094
-2.8195049667469476,1.2483584866461446
-2.8174420664270077,1.1001938478867717
-2.815902461295078,0.9848663130227668
-2.8039898252283955,0.07600091783648963
-2.7971845604181813,-0.46110019091929516
-2.7964165536742205,-0.5165718237955473
-2.7963893363409857,-0.5150204983941102
-2.792427118747905,-0.822538825155219
-2.7890331780599578,-1.0743822722585759
-2.7848234221320958,-1.3746972157536521
-2.7706594286858337,-2.250708232661447
-2.766415762180769,-2.4644461217892832
-2.761637604053917,-2.6727584640804625
-2.760636742971601,-2.7121953319885352
-2.758413664634241,-2.798929625980547
-2.7460759400428216,-3.1095350354832134
-2.7444747744796807,-3.1346992724476923
-2.743131833543729,-3.1515165840684634
-2.742564893184627,-3.156606957825648
-2.7400433268935993,-3.1817569789674964
-2.739372145175734,-3.1896495032807897
-2.734326678445515,-3.2059854440532773
-2.733999872358139,-3.2019170695824593
-2.732699634520328,-3.202244520022574
-2.7289147218744345,-3.182863017858474
-2.7261607646449866,-3.1592373730665395
-2.712483766907181,-2.9263577421610854
-2.706303777858568,-2.7684014143444107
-2.7053414670053417,-2.7429195196871614
-2.7046753167576765,-2.721535145804341
-2.6967264165758196,-2.4763490756193396
-2.6911817299264476,-2.289087446029329
-2.684858306169302,-2.0680803657627003
-2.680379989176746,-1.8991850866199729
-2.6764610341100425,-1.7552607224312111
-2.6757203252222683,-1.725944374764992
-2.674534046280619,-1.6863953526831563
-2.6686768828746033,-1.464103207345235
-2.6675144177229413,-1.4123974554627745
-2.659077634190892,-1.096207862866148
-2.656516039574069,-0.9993516067130727
-2.653387762010707,-0.8812862130884405
-2.6481405829098543,-0.6806392842854643
-2.6348210842016795,-0.18704841125891494
-2.6327478400792645,-0.10639043839043416
-2.629635463320107,0.0007479817959510564
-2.6263221652906905,0.12645905233725022
-2.6227077311040734,0.2505390303429654
-2.6196559304344698,0.3596432038352391
-2.6195913692274133,0.36176424754066094
-2.6069431446695104,0.7867313112675304
-2.6055117014612827,0.8358045437226006
-2.5917025528261988,1.2322086174348295
-2.5691354372880815,1.6420432922570063
-2.5651870103181986,1.6660725378671692
-2.562527154996319,1.6730093710506604
-2.5505849907827667,1.6073812572799666
-2.5389593599203275,1.373357959578203
-2.519634259460484,0.6153774385798306
-2.487519676836053,-1.3493129498297718
-2.4580741177124983,-3.0680994837269826
-2.431279883116484,-3.753206826805108
-2.428811793416095,-3.7579947596429752
-2.4196049185478903,-3.703413364398474
-2.414583284109502,-3.6200109425547087
-2.4133506404872995,-3.594553606296376
-2.404663157185281,-3.3603892793835226
-2.4006014916205807,-3.219835887157893
-2.4001262862129096,-3.2002365747701664
-2.3994095123388437,-3.175404051957893
-2.396887906399317,-3.0765214763372444
-2.396139346627817,-3.048231300669009
-2.3952376882917155,-3.0140169337964084
-2.37886786598603,-2.2632515338155414
-2.353300307107738,-1.0494249511503995
-2.3503015719323868,-0.9201802083369465
-2.3495678864431815,-0.889833849399991
-2.347219445807834,-0.7951556035230298
-2.34341137796334,-0.6474119071384987
-2.339037827555468,-0.4874521229684849
-2.33680314930734,-0.41061429074896494
-2.3332628881410518,-0.2963665881475149
-2.3289710302006665,-0.16704754552756115
-2.313068679717042,0.2199045085865095
-2.2934025475880957,0.5940584430166787
-2.292647740449577,0.6021211159927079
-2.2750246147041455,0.9550679570293438
-2.273827232108422,0.9784014908118687
-2.265988551761765,1.1746060616418537
-2.2604397865350903,1.3226261188524246
-2.2600502444542876,1.3323852335717612
-2.258402602693411,1.3811787954026569
-2.2503114727850804,1.6314251513719777
-2.2501995143581106,1.6317394450582512
-2.2442712465860257,1.8354775482947594
-2.2415926982103747,1.9289650880079408
-2.2353622433010636,2.1561550537679364
-2.2351978441692877,2.1566176360726734
-2.2122710115849524,2.9615677589018934
-2.208738348727386,3.0720371130113344
-2.1978509379487514,3.3510511942195236
-2.1936923977540594,3.4349078558807467
-2.185212726084307,3.5496563767175533
-2.1806609516439237,3.5815924413372846
-2.1697303486381374,3.5640627355156433
-2.1574435098515425,3.3984662642882695
-2.156895305999452,3.3883289863102735
-2.155905912641688,3.368690071626122
-2.1540720003228224,3.3307252571655317
-2.145744802379789,3.1229197665181108
-2.145491059531656,3.117376199251496
-2.1434112394880174,3.0564882124159434
-2.131185411087481,2.684126311336266
-2.1216760187500956,2.389059393132894
-2.1209510387705137,2.3671227529561256
-2.120717296846839,2.356150427196913
-2.118677869860453,2.2979404983457727
-2.118570676866776,2.2936188864231055
-2.116523660160924,2.232346455081992
-2.1096724806628675,2.0520853223388076
-2.103653413438775,1.9139827139907544
-2.101724394206615,1.8756986941216713
-2.090480807964824,1.7144570472153484
-2.0858242498422244,1.6817981924947594
-2.085813633151921,1.6808426059422292
-2.0830451080234096,1.6726681579949836
-2.0812120429630734,1.6708689242913828
-2.0809756749572146,1.666747403073022
-2.0801835751227316,1.6660576833320329
-2.078893025455211,1.6692682398851608
-2.076474461992787,1.6735058195393622
-2.0715315233303584,1.7007595363379895
-2.0707399609660264,1.7077694512072104
-2.0668578832493356,1.7385051953457986
-2.059061882096822,1.8325314314437808
-2.0472511427109206,2.011779939263156
-2.0471383758437733,2.0117924618574894
-2.0464976530608743,2.0198949763933998
-2.045207781386333,2.042089110469333
-2.0439267880622047,2.058000877772215
-2.0434237788797014,2.0687031355701055
-2.037034306260372,2.1523465824240486
-2.0337007701590397,2.1890682752628923
-2.0325487653104926,2.2035324573984716
-2.0320355823643297,2.2062277509562325
-2.022329885614108,2.2513868377222543
-2.0198110989895186,2.245603898628636
-2.01518645229765,2.2198195699252943
-2.014937920575668,2.218136378680628
-1.9816785714789986,1.1755294646478927
-1.974500240322944,0.762086003748238
-1.972394408754534,0.6368504668848519
-1.9594000402349787,-0.20885960873122184
-1.9541845415271242,-0.5604952679274381
-1.9496479386665135,-0.8578413909399687
-1.9469780374149734,-1.0321117648430598
-1.9379449339621861,-1.5745867412126122
-1.9204927475504248,-2.3130873649860657
-1.917442060543077,-2.3912555759948253
-1.904550766829922,-2.503175946617309
-1.8837773977143493,-1.953823718033358
-1.8815980372244618,-1.853878855750312
-1.880066784900879,-1.7754223299812284
-1.8761678356755347,-1.5642137655108903
-1.8761179712586065,-1.5652875488052853
-1.875128040268258,-1.5056107873433975
-1.8603500423144612,-0.5554328168831882
-1.8586264402064874,-0.4370571552967968
-1.8505142223618096,0.11323834025244905
-1.850135737158055,0.14202366612577685
-1.8449368234766013,0.48334229232881737
-1.84112632635051,0.7135528205822856
-1.8315477452851217,1.2295265623034863
-1.822359519710137,1.580155245589604
-1.8159371329655936,1.7267779587829712
-1.8153811047305748,1.7343274590514035
-1.7864212055467583,1.2767018130281227
-1.782286597437096,1.0744662141366585
-1.781023884979753,1.0109047592267062
-1.7795773902141683,0.9331646007049746
-1.7781946873917394,0.8584468818259906
-1.778144614668455,0.8539908419858309
-1.7726914187557274,0.5333754238067921
-1.7639507807442325,-0.025097108806002168
-1.7528966699377009,-0.7394594366129402
-1.7405281565786008,-1.4493153219730721
-1.7403495341601352,-1.4574631998761278
-1.7356720250734867,-1.6733152162611582
-1.7340279558649792,-1.7392682141791418
-1.7242856050865307,-2.0239793518395093
-1.7138262979376833,-2.1098694022673574
-1.7076637915718493,-2.041890529583985
-1.7066140386213473,-2.0216269212068894
-1.7035828480669444,-1.9471327658740223
-1.7011649772603634,-1.8786408518477273
-1.6951296894471566,-1.6487530654445934
-1.6882625219726464,-1.305461274344626
-1.686841431937746,-1.2267313393892132
-1.6832913523452508,-1.0111201628346171
-1.6585739521233376,0.6977862359815886
-1.6575985824972315,0.7644024260015521
-1.6437815009072732,1.5985895143793771
-1.63490312833104,1.971589271467847
-1.6267268427205237,2.169104283408898
-1.6259426591606114,2.182595525956181
-1.6158748719108285,2.1809951619447547
-1.6103378380178481,2.070310454006272
-1.605314031274117,1.9087285031973587
-1.5874827485121588,0.9050918638651408
-1.5767744918362696,0.07137650818219841
-1.5706507778616883,-0.4370548729187199
-1.5696736247009235,-0.5214422445723582
-1.5689013816276307,-0.5846475659357204
-1.560241474879824,-1.3021705331930533
-1.5449075932613814,-2.390795588510245
-1.5436221145849138,-2.4607804775871616
-1.5397232959535472,-2.6706393550849783
-1.535086268253106,-2.8713232992503412
-1.5340171919233472,-2.9110882172861703
-1.5290496434030858,-3.0537062011174205
-1.5276404254026077,-3.0905081261519016
-1.5134198047869996,-3.098293775537839
-1.5069448057978558,-2.928583368153075
-1.4788199655646166,-1.1574612798920334
-1.4741229599225274,-0.7555822858520866
-1.472793414661292,-0.6427772243858351
-1.468477581518074,-0.26165666412535016
-1.4533813679911374,1.0265126756061935
-1.4488813590193819,1.369148888702326
-1.4486487280172409,1.386005841994661
-1.4404581963151455,1.934925821703199
-1.4377841171043868,2.0841238854519974
-1.4352346302324575,2.2203636438549346
-1.423712149960933,2.6403525912917516
-1.4160079555441774,2.749364427129647
-1.409553298220525,2.719883327700765
-1.3827428205206536,1.6540101051214353
-1.3780701286711796,1.3419189120051296
-1.3776515503576847,1.3162426074423506
-1.3693734200990262,0.7102426403668439
