n_harmonics,base_freq,magnitudes,instruments
8,4.702436814734772,"[ 1.41305498 -2.73708113  0.49438845  0.54184459  0.75072478  1.12930416
 -0.56336383  0.43519822]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9968134393276094,-2.4121421535747287
-2.992641944238283,-2.146194579426224
-2.984751911712519,-1.5763167642690477
-2.966215728336471,0.11507064434783404
-2.9622093827888034,0.4961049132125266
-2.9546273569569053,1.279775471345782
-2.9508419641828514,1.624598381491416
-2.948668860882197,1.8893026344323676
-2.946006184489643,2.1757169428453116
-2.945008231033678,2.2259072580274686
-2.9406100930541244,2.686363389682606
-2.933900526132872,3.356739557725473
-2.9311551116229158,3.5320893073232287
-2.923859527893997,4.109680622309042
-2.9188502700296857,4.448291888914812
-2.9163897216439136,4.6789171390707525
-2.903942818959578,5.241031336228235
-2.900844015150607,5.315779231842671
-2.8997106377395427,5.387857674654355
-2.8973707202411365,5.437478574885259
-2.895459908554673,5.433348971512652
-2.8884333619064497,5.447731664195621
-2.881128014086646,5.376368611871936
-2.8725581499521002,5.0878788710490435
-2.866315711724063,4.796322180704214
-2.8649904418071084,4.708618735509661
-2.8641969151883155,4.640082863399261
-2.858873417846591,4.360878456883166
-2.855857403654076,4.226215047513729
-2.8461375482849443,3.596041425802852
-2.843979908254695,3.3687418400320785
-2.8311654501268606,2.4845593106873016
-2.8304326761189227,2.4453523708542573
-2.822354797692777,1.9252114956288149
-2.8202878808886345,1.7273108497116545
-2.7937807570162114,0.7755534318036393
-2.7715658174118296,0.7466243822661723
-2.762338793276175,0.8593656185411419
-2.761315608854541,0.8620375946046483
-2.7546068395245475,0.9821641129192032
-2.7460083466291003,1.1082409704787914
-2.7397131046093035,1.1820548646062234
-2.7363073811823853,1.1330187914292742
-2.7290278269677373,1.1634152575279109
-2.7281699098625363,1.1751547482906992
-2.7161352454602077,1.0698377541072954
-2.7034174052488855,0.7270954796964253
-2.7006899542828955,0.5998109930527343
-2.6974868819365145,0.47222597576230885
-2.6954661693091833,0.4333813215040208
-2.6924879794819083,0.3471826288714829
-2.6851269992006124,-0.010057630751276057
-2.6809186600782158,-0.19608608169617772
-2.6804718862319286,-0.23106547149856208
-2.673583974715897,-0.5319818039068936
-2.673508039262351,-0.5478259043529419
-2.6711251000057854,-0.6264086988915026
-2.664578912743222,-0.881944151098022
-2.66328209886173,-0.9398958936362648
-2.656739308221737,-1.1955171569566307
-2.6555082009247,-1.207969933116428
-2.652754628636302,-1.2964666537988663
-2.6504632129719914,-1.339277140536321
-2.6483638307367707,-1.3974188968812076
-2.647564082751823,-1.4059152721733217
-2.646518772386118,-1.4161437904173348
-2.644452315063134,-1.4231589990778792
-2.6436869230298434,-1.409956360063778
-2.6391740736849156,-1.5051055751327187
-2.6366565629610883,-1.5093323203398068
-2.627360131612793,-1.3884749534402376
-2.6271342488555747,-1.3342795041883646
-2.6252653266663524,-1.3757912927187599
-2.618359470504954,-1.1937235776368513
-2.6115638937455046,-0.9267479181782764
-2.604719543194134,-0.6534000601913937
-2.5952831307565165,-0.19846876591708681
-2.594609548762791,-0.1765167784350206
-2.5905878667970508,0.048498209296971025
-2.590279694398938,0.07197599861889786
-2.5760465112062705,0.6625668697626687
-2.556335165703663,1.158844524514079
-2.554518248321361,1.121806409981391
-2.5535936810155846,1.1485360280519972
-2.548026962380826,1.1785395383474888
-2.541246863186362,1.102751710506942
-2.535901508525841,1.0114465558174164
-2.533061900357417,0.8539442813484491
-2.5322452141722094,0.8815277104577316
