n_harmonics,base_freq,magnitudes,instruments
7,2.885116135673739,"[-0.76911274  0.58170253 -0.13212844  1.3484521  -0.81539291  0.58210333
  1.10824381]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.978774354143997,2.591667000801221
-2.970350879119003,2.6855928427552103
-2.9702149431483935,2.6853424095822462
-2.95674194344274,2.7396969460642087
-2.9560972495369975,2.7372091754103196
-2.9551461190073764,2.7348915807454213
-2.9442643807525535,2.66798438737477
-2.9399084078273345,2.6211329848015454
-2.9379809000659947,2.5958491247477165
-2.9366050490609816,2.573563675152283
-2.9245873649677305,2.327690186803866
-2.920599824325363,2.229662901215853
-2.918118067798578,2.159333758031673
-2.9168237232336436,2.123835628585307
-2.901919271958498,1.5973743301259185
-2.901250066071834,1.573081071227327
-2.891917966126002,1.181633976766825
-2.8837439313208426,0.8038305380603585
-2.8771208194449427,0.47641979789101435
-2.874345425702417,0.33803214257449826
-2.8667778943656845,-0.0546338983156335
-2.86573246732563,-0.10824410747904631
-2.8631116012050155,-0.2471581720800082
-2.861027868966178,-0.3565203267045824
-2.8575623662120644,-0.5402280722421305
-2.8545489181577315,-0.7009377112590102
-2.8473609944297094,-1.079419939674587
-2.843543537646606,-1.2822425802553854
-2.8425245860427157,-1.328676606543169
-2.8244807219669212,-2.2052329957313836
-2.8047115949431607,-2.992001390590604
-2.80261701802811,-3.0612354127823918
-2.7989068512592095,-3.1692922162595245
-2.7871565718205833,-3.462981533571165
-2.7827304699450317,-3.541814237780863
-2.776343984637702,-3.6314685900288493
-2.7751052149865107,-3.647749095152018
-2.7622767971565523,-3.6969347996613737
-2.7531974257333305,-3.647766810662111
-2.751123570373527,-3.6284500376625486
-2.7457265685022225,-3.5513251096161054
-2.740495545683756,-3.4656809183266644
-2.736189258848392,-3.372739437556842
-2.7320406588923545,-3.270903533896265
-2.7309469161312703,-3.2432736661661736
-2.7247909456267276,-3.064510169969455
-2.71792916270911,-2.84078759320883
-2.7004268077256297,-2.1485583860395723
-2.6989376050876737,-2.0851413841635567
-2.6921443815075143,-1.7844257751013688
-2.6917014167014157,-1.7664306837896713
-2.6872375068009555,-1.5600760343865285
-2.6847145587734476,-1.442962741781129
-2.6810744127197115,-1.2753139590084415
-2.6799834385234362,-1.2241695923811051
-2.6796059930062692,-1.2048407772335172
-2.6677025453086065,-0.6487653730472409
