n_harmonics,base_freq,magnitudes,instruments
8,2.1359463888766954,"[ 0.09238274  0.26947316  1.04556953  0.94460787 -0.34861665 -0.30501614
 -1.12500645 -0.20880051]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9999724326815596,-2.368384462585348
-2.9966529264410706,-2.4582332708988206
-2.996494457491126,-2.433112845214045
-2.9856643436693497,-2.615633196524701
-2.9816438062447173,-2.674274702037635
-2.9763750574045043,-2.71727553999631
-2.9757063136595328,-2.7306469783182
-2.965959964370178,-2.7750318766103135
-2.9540701011251977,-2.7508895776142746
-2.947444239332435,-2.6692829629017094
-2.9288929560146792,-2.383934574778997
-2.9129006424921506,-1.9532831304371479
-2.905603221093617,-1.7207979735615861
-2.9036321100383766,-1.63404720487922
-2.8949998785332736,-1.328065007694284
-2.8925880993734716,-1.2364232028802495
-2.8901484053580093,-1.1240869220926664
-2.8894525966679376,-1.100786414326045
-2.8889059081716395,-1.0798021735698833
-2.878555492650144,-0.6370977723346632
-2.87474534374298,-0.48829474643929166
-2.867629789487512,-0.12878989866749535
-2.8587540170910994,0.2754065545900314
-2.8562629714523884,0.38706061987715434
-2.8346868541979826,1.406091708373763
-2.8236610224399143,1.8767585229709276
-2.8218323464922808,1.9446057521999642
-2.8206282474855984,2.0066835931837335
-2.8159426868885595,2.2040295842425053
-2.8136113803128104,2.2925000455198146
-2.8090337763604656,2.4405366963015775
-2.808775072532156,2.464291727651045
-2.8057471667291205,2.5262510291583498
-2.804051736981137,2.654530603620553
-2.7959982283259524,2.916102751428053
-2.7887120851196565,3.105300791262931
-2.7708986620679847,3.4785046915600235
-2.7667820093344138,3.56951547706305
-2.765145880618973,3.5752037937031855
-2.7627540697697945,3.577189924581243
-2.7602564378474224,3.5967195169467367
-2.7578949747131087,3.632776569413342
-2.755864508840265,3.6661507836049747
-2.754387792535053,3.650373401092543
-2.7460556445936835,3.6379385487714204
-2.7450164597860667,3.6704631077699155
-2.744351173808214,3.676816736073088
-2.7363809828427463,3.6162457319548515
-2.735804461338885,3.6324198683024287
-2.729608480257658,3.5530765519923166
-2.7072355949038833,3.1240431434976297
-2.695312349260411,2.7844922739948212
-2.6879683621877053,2.5473410182304357
-2.6798015659200796,2.224575945344648
-2.6746663686576975,2.039921930911396
-2.6698659701162777,1.818965341005399
-2.669344984916351,1.8189145362646655
-2.668414059284436,1.7801437124469013
-2.6488001924451465,0.9183791468745947
-2.6403389667626156,0.5479494847816637
-2.6364006317676463,0.34538928060426893
-2.6271737444768575,-0.04066072853808346
-2.6221111985611483,-0.2722997760785633
-2.617099984037269,-0.4839990235275676
-2.610335164713902,-0.7469758083047693
-2.610067889018838,-0.7738298356051879
-2.606817530938143,-0.8992786495259776
-2.6058806795203884,-0.9115170401728027
-2.6056478887538628,-0.9189822936684571
-2.6047076242615246,-0.9686537709431148
-2.60440346800541,-0.9599850450844288
-2.596450629380462,-1.3000195259704237
-2.5775881405927246,-1.8773276730914716
-2.5645990134582055,-2.187597378103928
-2.5639265938330524,-2.2004369007281475
-2.561328473013763,-2.24660199104806
-2.5553584769180606,-2.3591319329862523
-2.550453422043268,-2.405992429194536
-2.547494233975863,-2.450828696410789
-2.5432542644091063,-2.501325138971105
-2.534019873564788,-2.5684819324785275
-2.5308055023958103,-2.5577021377116878
-2.52895792129831,-2.579980630323159
-2.5249987322410714,-2.5844573647780233
-2.52109430905202,-2.5795270848817626
-2.5206993304473735,-2.59286415765703
-2.5185560658612465,-2.578639868562565
-2.511126534505437,-2.5306929102457922
-2.510083244265283,-2.5134529461186617
-2.5003165556541407,-2.4239846444020934
-2.497757446302492,-2.448225616221463
-2.4950818678021456,-2.3642252167600826
-2.4944180739606994,-2.3705677175016633
-2.4923471949315132,-2.363453582985474
-2.492119158012339,-2.320999817376816
-2.491666374509226,-2.3461860913738324
-2.489902888116567,-2.309713409669183
-2.485735139563957,-2.265981227239954
-2.4856077570420316,-2.260036098076872
-2.482567180614125,-2.1916342268018165
-2.481594832428077,-2.183317040766618
-2.4559725125405167,-1.6450337428799644
-2.4533503622402018,-1.5946185667686559
-2.4520079272623647,-1.579310645700146
-2.451866360855103,-1.6136906650242064
-2.441595116772955,-1.3448500428960608
-2.4396879662873814,-1.308638427765589
-2.436269013342679,-1.2487303778835326
-2.4185591587746282,-0.902059464636873
-2.4027391248144276,-0.608303280147352
-2.4017337280970423,-0.6138938289948915
-2.4003015260565945,-0.5920832876878734
-2.3999278526196646,-0.5933810234178005
-2.39265397428026,-0.49630412540490304
-2.392632467775562,-0.48080499514002
-2.390270115765123,-0.4975414440279182
-2.3894579240038096,-0.47008177152187286
-2.376768717883155,-0.3615637989032071
-2.3690271568483174,-0.3445293647826334
-2.363556926189937,-0.3349729995930462
-2.3442843528908965,-0.43279979153855763
-2.3359460252151956,-0.48026736575104056
-2.333301255258463,-0.5200097157047827
-2.323606994463551,-0.6256227098950509
-2.319455612842842,-0.6734081194252564
-2.3061705055820725,-0.9459359389057841
-2.301802303119973,-0.9854618145062887
-2.2935971333805156,-1.1441950295699717
-2.2893165817676073,-1.2249032438705774
-2.281649835501396,-1.432279311108446
-2.2804492577096926,-1.4470148243364371
-2.2780952646514043,-1.492768949158617
-2.2599850036846814,-1.9264595473795163
-2.2472988101379054,-2.162089782103825
-2.2403633796473486,-2.29458958103804
-2.238209533516466,-2.2803470700317705
-2.237621919126668,-2.3049669861182105
-2.224540321312912,-2.495341028004556
-2.21752762507898,-2.608731922600891
-2.192710992718192,-2.717579120162083
-2.1896255206516075,-2.740312479707594
-2.1871622780610567,-2.76218499557786
-2.174302005681131,-2.6931516159134015
-2.1693010641546033,-2.6043885080987983
-2.1682019592532793,-2.617096641983936
