n_harmonics,base_freq,magnitudes,instruments
7,1.006467143090687,"[ 0.62711005 -2.22966725  0.7344454   1.53836043 -0.1326595  -0.16714704
 -0.16987821]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9988621065127044,3.5144415692128876
-2.995341830182096,3.568435697096947
-2.9886134218462814,3.675987128345312
-2.9845423818141956,3.7372200966324858
-2.9755055744105894,3.8670573838285645
-2.9709895039061722,3.924273057425155
-2.9707072940513646,3.9444766202355273
-2.956956850229347,4.125358232813843
-2.9556561192335806,4.1451011959215425
-2.952557889009878,4.182770317658494
-2.9499163694951998,4.204855795861085
-2.947986306729131,4.253999917015571
-2.945993515289615,4.264868935202893
-2.935789683516132,4.38442719979682
-2.932334246692781,4.434671347751222
-2.928023217330611,4.460369479623113
-2.925139481176884,4.508848232853717
-2.921215693145445,4.539775645599669
-2.912523290941902,4.628456323447292
-2.9123136894025525,4.6282033263352895
-2.9120509301171507,4.628330339847597
-2.9042648154685073,4.696308167550559
-2.904013038944554,4.689021111325852
-2.9012856904324202,4.726855137436228
-2.8947003935143973,4.77270790079923
-2.8886263688121465,4.807983174673119
-2.8823028792414256,4.861004091560533
-2.876105175868507,4.885769393361609
-2.871097923118884,4.92637868471966
-2.8621533108076895,4.947115074240269
-2.8620684636272573,4.971638772043489
-2.8351796388240524,5.029438067392912
-2.8346944662865914,5.016498847959196
-2.828237746858868,5.033592208862418
-2.8266068541121045,5.0353368360877635
-2.8175000452445067,5.028319841013919
-2.8165755856958317,5.028752032109987
-2.78731807205636,4.922403463401749
-2.7862562437715095,4.917639407806599
-2.781444557193794,4.91183047578559
-2.777573020432739,4.886303855186616
-2.769196703281099,4.819741999082985
-2.76776147190588,4.814539780098859
-2.7578887183210283,4.743253867500082
-2.7543438941634655,4.716439755396395
-2.7434155028947886,4.612561772047799
-2.732807034079471,4.496147941717007
-2.7322516781532915,4.495925798702999
-2.7275902463700823,4.453870365727085
-2.7259887177462057,4.431273733948765
-2.7230967706421696,4.376910752057849
-2.721890345483737,4.369862895910571
-2.7076944617382974,4.1782677933349355
-2.7043259258349215,4.127752199777204
-2.6970145962191996,4.0164419625394325
-2.682389337275184,3.8015677722537404
-2.6770310310357797,3.701241918912306
-2.6650807087341484,3.5245144909950956
-2.660341714544436,3.429213326631547
-2.656396736548149,3.3486975947914273
-2.655497637557877,3.3430232462350675
-2.653858136266905,3.3090303615147665
-2.6441219387915025,3.146519154319708
-2.6376252379215916,2.9924262133248574
-2.629376392836381,2.8352922792485096
-2.6273095770202683,2.803301808849323
-2.627126641652511,2.7856457497982396
-2.625417799985167,2.759619306550301
-2.61365745897049,2.5064862827350605
-2.5987809904632444,2.1962210728008738
-2.5952134207839475,2.108858237204535
-2.5868221030847907,1.9395490491861744
-2.5812232019517305,1.7986658288055686
-2.5723861883462815,1.6244102080058815
-2.570943612907361,1.5737304787346307
-2.5508444886047283,1.1366190749280634
-2.549645885095182,1.0828066791196587
-2.5451703525246945,0.9867478873914807
-2.5384792172285917,0.8456881806826044
-2.53059844614858,0.6561672020085836
-2.5214026968951364,0.4453978498290446
-2.5142968504206835,0.2923103876587033
-2.511280596145221,0.22489782403043762
-2.509089059004271,0.18453723332471902
-2.5057407395517193,0.11480113498980629
-2.501897553936945,0.01757171259538208
-2.4994578256009543,-0.047945552151420136
-2.497484119229363,-0.07036102301740248
-2.49615344261273,-0.11600407736562811
-2.4838162266564914,-0.39587082140834906
-2.4817518406370582,-0.4175217529777857
-2.48022003759407,-0.47357491851194355
-2.441559851036894,-1.2345683732449917
-2.432276160041151,-1.4127621838285798
-2.4321985466659024,-1.4132468437663912
-2.4284115650436684,-1.4762217096668726
-2.424490659578135,-1.5563436284064045
-2.4131159358254157,-1.7397911425354955
-2.4028974043686273,-1.900444179055469
-2.394256837483826,-2.0334467683086457
-2.3902046039780287,-2.1131660131056837
-2.3795770158212735,-2.244001176353546
-2.377439819703966,-2.2731527644894145
-2.3711093920482016,-2.3494555153206758
-2.3561167895634254,-2.520318770003755
-2.3429471307898546,-2.6512188529525496
-2.339982746665238,-2.691028933447882
-2.32249092942018,-2.8349652639806937
-2.322213305616062,-2.8319645340678554
-2.3161159917222918,-2.865952929171105
-2.315991467752961,-2.849687008886244
-2.2978568348406743,-2.9599520205087018
-2.297322147931771,-2.953034641486178
-2.2960654026184386,-2.9601737436110684
-2.2901946367660386,-2.994899102594557
-2.2832827641133284,-2.997030252358174
-2.2563255104026596,-3.008578512748999
-2.254148109049872,-3.015074292348207
-2.237978826738268,-2.9474879183289917
-2.2354810482864864,-2.947547343470048
-2.228523281596578,-2.907036757089484
-2.2272602709286105,-2.9088687896602465
-2.224705908414676,-2.8937659409225045
-2.2193571752491135,-2.875995834066757
-2.215526892672528,-2.8425739874807063
-2.205890387895637,-2.793698259218129
-2.2013201247634475,-2.7537457073137106
-2.1983024098415354,-2.732523431976771
-2.1962911716505777,-2.70559029029241
-2.191088349521303,-2.669447754612207
-2.18524633987389,-2.6235419995112985
-2.1611397984787413,-2.3581453734325937
-2.1572521420205155,-2.3075739418416696
-2.1436105692692866,-2.1251588018553824
-2.143197867809341,-2.1304891008423206
-2.1333289531972257,-1.9912998738040095
-2.1318898230391152,-1.9651224786950285
-2.1225674416248714,-1.8214399047307008
-2.117088282882763,-1.7593607050014166
-2.112260550300541,-1.6807989645725645
-2.110988854503864,-1.6654583669484317
-2.1096753090078892,-1.6306378067456022
-2.103799584084589,-1.5501019497024373
-2.1012453847919943,-1.5063341001494694
-2.0677450511625137,-0.9289488334159292
-2.065223576486161,-0.894896700333926
-2.0632061620479947,-0.8371277418841889
-2.0622618907878767,-0.8342711091509457
-2.0618493499482686,-0.8234434743767206
-2.060122510811224,-0.7904095330723151
-2.0543632614093346,-0.6856573375974617
-2.032859653941701,-0.30064046267359806
-2.030052162043238,-0.23503263471039199
-2.023201580801935,-0.1273137873983372
-2.0198618643850157,-0.051185857060414126
-2.019588219731272,-0.043697536465022405
-2.011287072137429,0.10333086175763764
-2.006020916868864,0.20041511995477546
-2.0058676568380447,0.197706208496153
-2.0016006960172614,0.2841250327259487
-1.9971282577783185,0.3713445953053018
-1.9906519590104614,0.4797968662416143
-1.9902219703132733,0.49898759779700375
-1.9842845808248486,0.6029681280556202
-1.9841786212025423,0.6067809718715534
-1.9814948052670651,0.6451157226335463
-1.9756176603730382,0.7592022028365795
-1.965701500543351,0.9304202075441553
-1.965103388091704,0.944252506890524
-1.9623036351442,0.9887808091279472
-1.9506733107655738,1.2037991544977737
-1.9471699101819242,1.2505356074203695
-1.9422659780980782,1.3407083714562866
-1.9422539233135863,1.335404856601921
-1.9380155948986948,1.4207181445589898
-1.9314985719264364,1.522141219142298
-1.9236003377194424,1.6388254303624155
-1.9193478529854053,1.7338860746672342
-1.9132515272862942,1.799786430650845
