n_harmonics,base_freq,magnitudes,instruments
10,2.652220613041636,"[-0.22971695 -0.25550902 -0.57940798  0.56527283 -0.07659289  1.26374861
 -0.05501017 -0.30391187  0.06481164 -0.09634797]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9974710767632144,0.3350736140938189
-2.9880127732492796,0.3201747110997977
-2.974751704294456,0.17492029303196838
-2.960594204655192,-0.013304273837697207
-2.9545636187650164,-0.11050139862244798
-2.952498574658445,-0.18189043163901672
-2.9501913485534654,-0.18726871993492422
-2.9474462680387,-0.2784184914400359
-2.941759197260254,-0.4033675750919492
-2.9368459796115376,-0.5194979257343748
-2.9359221830568476,-0.5701561917668151
-2.9281496876811928,-0.7320645480013197
-2.9274774605151253,-0.7213458276361014
-2.9246791849250737,-0.8210260499815757
-2.921143971761448,-0.8808751233348747
-2.919773976841991,-0.9026177673827293
-2.907412156590861,-1.212222848453032
-2.90307724437291,-1.3473805552261924
-2.8968294820041782,-1.4564116844898454
-2.8904135606826387,-1.6070923506248231
-2.884365643493277,-1.7095890051105143
-2.8787405199853167,-1.8016174165120655
-2.8773669570098805,-1.8179719206711682
-2.8709309387627173,-1.9239285285047807
-2.8646125104184144,-1.9969084539809423
-2.8618841173275094,-2.0396131393415593
-2.8519265653458197,-2.116351322523948
-2.8498550238097784,-2.097027717947979
-2.848794139323153,-2.13271922262874
-2.8395687671711904,-2.175626365289573
-2.834464964122952,-2.116847154775327
-2.8122838346710353,-1.9316723617738896
-2.811644535417763,-1.8927819779897104
-2.8082871218046215,-1.853751300686415
-2.807846488204534,-1.8689116266410741
-2.7939974920929687,-1.530743747774496
-2.7936933413805956,-1.5329414694907628
-2.793208588645288,-1.4936915283679502
-2.789923604545321,-1.4458308514137428
-2.7832073626430542,-1.203618102996233
-2.7829358872106607,-1.2001878187871426
-2.782142916068918,-1.2223333941966168
-2.769922339928224,-0.7956043660949602
-2.7683039936931877,-0.7559076419627284
-2.7675364860766267,-0.7064255760979381
-2.7583132065174114,-0.38803273420063567
-2.7543594307785755,-0.2102709609309
-2.7535398852127155,-0.20226993658244835
-2.7385594087375735,0.40291590061009674
-2.7373825534553324,0.4191621617999542
-2.7336708998885295,0.5501987291313062
-2.7313726017493893,0.6495847274731414
-2.7310087592622647,0.667854748353467
-2.727663361775835,0.7792273589928449
-2.721404753787445,1.0303564295534684
-2.7213912217050282,1.024567810150032
-2.7091618401680604,1.396851987233082
-2.70615578339363,1.4632538288759236
-2.7003820293308385,1.6470478740241878
-2.6973039684662865,1.6651228401507219
-2.6964492784809195,1.7123858551893856
-2.696289171365485,1.6760938479924061
-2.6935461202190814,1.7828324833523903
-2.6919589886254887,1.815241178659005
-2.689958323917665,1.849460776942196
-2.6885064870298727,1.8551761345717366
-2.6835351705698223,1.8821933418863588
-2.6799398371996497,1.8829980502490116
-2.665223145533515,1.9000180044379194
-2.664917788448044,1.8608646621834164
-2.6640653518806814,1.906539570043594
-2.6633144510691045,1.8787261996304991
-2.6618059253455235,1.8442055175238516
-2.6556983044203273,1.740479666419524
-2.6536603247919244,1.7161036828247407
-2.6518416076385547,1.6649656477426031
-2.650021311261245,1.626598425264533
-2.6475998679930717,1.533812111811677
-2.6470579926707423,1.5840949439457608
-2.6411393743866607,1.3921626177022128
-2.6297583801951356,0.923011200436096
-2.628592833448811,0.8792530834579453
-2.6221580023681312,0.5680237978298277
-2.6175370053580096,0.31127867407637916
-2.615945997407979,0.24442197190011444
-2.6149512030784696,0.178523350454168
-2.609690939992139,-0.14483521503338037
-2.6019974110375195,-0.5999448348620253
-2.5961381164939996,-0.9643519830009623
-2.589972732145941,-1.3239792931094163
-2.5793049839539153,-2.0188316096863113
-2.5777551774042946,-2.1198721729252767
-2.573037143844557,-2.3911621466704402
-2.572706233676383,-2.4029888013344984
-2.5661027932886262,-2.836409243613923
-2.5551975479229196,-3.404209787281568
-2.5538153507619867,-3.433034347929319
