n_harmonics,base_freq,magnitudes,instruments
8,1.1803825807690633,"[-1.81757340e+00 -1.06208510e+00  1.07581094e-01 -1.67770495e+00
  8.17014254e-01 -3.09122336e-01  6.24789449e-01  5.76467785e-04]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9973381510394552,-0.8602685567526962
-2.992929417087362,-0.8689919983220544
-2.990846458633063,-0.8291387503724915
-2.9907432615651426,-0.8730548254925476
-2.9599827421371527,-0.7694812629762178
-2.9553111107219987,-0.7469697770794238
-2.955011353082872,-0.7470358179290849
-2.9244513116220174,-0.5613642443449405
-2.913375123264318,-0.435430382590943
-2.90870197184538,-0.4254976700034538
-2.902498035961316,-0.32639298137061934
-2.8857420170007595,-0.15756865628963218
-2.86125330086285,0.17803101739373325
-2.8595250213287238,0.24077900499198862
-2.8577568389875028,0.26369066715327194
-2.8553131138899666,0.2724277664115883
-2.850785142910543,0.34896723878443703
-2.842786671027576,0.4448239055054977
-2.82694304461326,0.721575157987985
-2.825025448672652,0.7259019290511846
-2.8167141149942037,0.8641559318269719
-2.815910916208151,0.914532003938462
-2.8143985228734487,0.9283125704696239
-2.8132848167758113,0.9757053580613415
-2.8120802384176606,0.9712639677001593
-2.806975468575856,1.0209731018955683
-2.8055385494119784,1.0704497530011636
-2.8023725209401853,1.1479844021883525
-2.800515439223987,1.1809519673297004
-2.796665047746409,1.2160340104407148
-2.7915429015246844,1.352022090283321
-2.776726838219552,1.5803486323051303
-2.7754225631702742,1.536999187473608
-2.7719223683515994,1.6292386447122529
-2.7635535548056396,1.7735161597481555
-2.759755291553796,1.799357051602204
-2.7571225596202793,1.8500937035119724
-2.7533114607739586,1.9461767291111969
-2.7463784878416098,2.047114482450347
-2.738992263177806,2.1109991388798917
-2.728354470145108,2.298331656132329
-2.725505818100949,2.314537765631552
-2.7159083727423905,2.4168513882030647
-2.715801530218048,2.4208660361923333
-2.7124703808134267,2.5024220367097443
-2.7041873451249008,2.5825015779722253
-2.7030292036862753,2.6369252900307303
-2.7029375472969877,2.6118851628647604
-2.702145082366286,2.6188647149440287
-2.699147466034028,2.608011539646919
-2.6890099849452875,2.733920236590217
-2.687475415944757,2.780967166733841
-2.686629562834495,2.7938084634420686
