n_harmonics,base_freq,magnitudes,instruments
10,1.7810370661960282,"[-1.17462596 -1.31967956 -0.84270302  0.96308303 -0.48781391 -1.02405317
  0.64461708  0.7784464   0.52909928  1.07390412]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9871987792868993,2.8862903655370555
-2.975834144057119,3.329251432065228
-2.9694831259312853,3.5493979968039673
-2.9654401907689127,3.6837243845920185
-2.9635451441550584,3.7422068970103837
-2.952320456263772,4.049644622559984
-2.946868996516951,4.176180228519541
-2.941956312618903,4.277179584911293
-2.932208378530941,4.428645349021523
-2.9310435454780954,4.435502327027544
-2.9273845814210775,4.481628452114332
-2.9223838004683955,4.527103594064428
-2.916047993945851,4.543312665681978
-2.914173262218153,4.549806491878559
-2.9111166323338233,4.552159470511425
-2.9082912696397303,4.547379968289668
-2.906306738527742,4.546294528526859
-2.8893472009284364,4.407012960436694
-2.8797068225737465,4.246484214900258
-2.869168095241701,4.034464762548536
-2.8533632342317143,3.6188486613853867
-2.847538237920863,3.4430035926442994
-2.8432830117574603,3.3102347700905166
-2.8201168367339093,2.5411366095771064
-2.814895708460445,2.3601544433502557
-2.800160932830973,1.8534864077170898
-2.7750034254044023,1.0741583424211323
-2.773807435600432,1.037026678538978
-2.7671950984582065,0.8592517311216721
-2.764962926339341,0.8005346544007921
-2.762256874584988,0.7294084141726762
-2.7582197426321304,0.6442256484421806
-2.757086970752571,0.6262601242170293
-2.7520941316372256,0.5103412715981509
-2.7468260620865976,0.4100710463750073
-2.733230361907575,0.21172928236456606
-2.7176675566564876,0.075663650344526
-2.706793876518317,0.0399693630505486
-2.7057920834275553,0.02947930156005018
-2.703736680285755,0.03642406420287932
-2.701990855644622,0.038686404042490206
-2.701251348151674,0.03845514607790332
-2.6991581232641977,0.03470772482869839
-2.695001791628017,0.04384734392944087
-2.68884503217361,0.07256896905046883
-2.6877204031470017,0.07269071414558
-2.6850447764612775,0.0927930090348551
-2.6639847184579875,0.27670903322142715
-2.6582468762005496,0.35786580736644286
-2.657722694736612,0.36193419776479807
-2.6300158163441996,0.7217300255838182
-2.6263915901122297,0.7606366556695292
-2.616668000675024,0.8877739427367968
-2.610325499936023,0.9508268630448782
-2.6099973425186347,0.955077223055966
-2.603059890253912,1.0241490621813618
-2.6000958206700227,1.048792596534603
-2.591552996409755,1.1046162469179885
-2.5908698081618713,1.1068258988593316
-2.5847780775363294,1.1396801340999667
-2.583322460872755,1.1423174821687174
-2.5752449040312744,1.1566225349018557
