n_harmonics,base_freq,magnitudes,instruments
10,1.990129969840587,"[ 0.46960902 -1.32305978 -0.03102696  1.06997199  0.77495917  2.46527162
 -0.7654352  -0.32937811  1.34826811 -0.73001956]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.995561906462785,0.8814299782491686
-2.9833628666152467,0.782214284380495
-2.9741415873859616,0.6887097399108323
-2.9639519795279456,0.5685575899900439
-2.9623012301838285,0.546598719333899
-2.960476585602489,0.5237765866232615
-2.9580340988314715,0.4914371667757431
-2.9553189451455744,0.45413544262039296
-2.9509020492816793,0.3913392670323617
-2.943078453348043,0.27385959491003276
-2.9379688685650716,0.1924022888699311
-2.9369196478488875,0.1755099601732951
-2.931505884828089,0.08572128716767623
-2.9314394952065714,0.08389492974988909
-2.92882963902086,0.03825066704376601
-2.9224853205631254,-0.07159226271602444
-2.918126020183019,-0.15087827722033084
-2.9085374365492225,-0.3311967660590876
-2.907571571203829,-0.34992877783234194
-2.9056083845118748,-0.3884305713114365
-2.904785859542824,-0.40521339098261283
-2.9006723361280216,-0.48635405456874703
-2.8829492295360444,-0.8520802970675607
-2.878086625988531,-0.956998410728897
-2.871437616666417,-1.102316231871979
-2.869198907153432,-1.1516150293749492
-2.8533004379010563,-1.508137697489176
-2.8373756051365095,-1.8710907616295653
-2.833828629739664,-1.9508186310860327
-2.8243520707889225,-2.1635510960493476
-2.816026113303897,-2.3466949100103016
-2.8138204046897144,-2.3940053005783746
-2.8108748107609847,-2.456248689747357
-2.810523977464066,-2.463526917062284
-2.7959977875098954,-2.7574485149640613
-2.7933956374526483,-2.8071223280430533
-2.761973301147589,-3.291688737421772
-2.7322289537330695,-3.4854204166488296
-2.7286942008025035,-3.4865684050066297
-2.7195183530721256,-3.469033079981574
-2.7182267925605643,-3.463264082799719
-2.7178014209534713,-3.46094412747293
-2.7147788087695988,-3.4460867612669643
-2.7037811792037645,-3.3586637833827835
-2.703308719618033,-3.354073491997561
-2.701951778723625,-3.3396906928127645
-2.696424052479279,-3.2735165979210294
-2.6930794019243787,-3.227737955948424
-2.6873133018198447,-3.1388715360314206
-2.6850074318276045,-3.100461695751701
-2.6805423884488384,-3.0189051611181257
-2.6788588344792132,-2.9870809363169926
-2.6778889107326878,-2.968744235168845
-2.6637838206627857,-2.6589616046865125
-2.6459890314453665,-2.198160542490013
-2.6413889484465325,-2.0700598021089003
-2.636367521355634,-1.927702438033805
-2.632396746355326,-1.8141604718227884
-2.631882927763632,-1.7987609934713393
-2.621868428994741,-1.5115128398962023
-2.6100651360895224,-1.1813392325483176
-2.607844229813529,-1.1202644687909447
-2.607499324039594,-1.1111242840354607
-2.6069101659411453,-1.0957051994217197
-2.6068852654745793,-1.0955281942808888
-2.6067906360524686,-1.092564447900055
-2.5986019680616943,-0.8814446334377661
-2.5901495241135692,-0.6821389354569782
-2.588524328437831,-0.6472075594493654
-2.5845131624067372,-0.5633801941990623
-2.582387589323134,-0.520544158358587
-2.582246714862771,-0.5181745011109551
-2.579344682360089,-0.4638606118419724
-2.5780930683672634,-0.44185692955262357
-2.5732992254017466,-0.36262649572496386
-2.571704967891666,-0.33823820625974577
-2.568648393120004,-0.29555401142302284
-2.5677743007046416,-0.28403677624454504
-2.566823614218385,-0.27235396000891127
-2.5629230376670584,-0.2278491914337711
-2.559752829720161,-0.1977805444778136
-2.5569441662028636,-0.17543472328334525
-2.5524318238074692,-0.14909196711048014
-2.532579077270893,-0.17172694941960043
-2.526596905699351,-0.22511202322298063
-2.5228537929709924,-0.2692388943201445
-2.5128903190083802,-0.4250024536981608
-2.5097098757957337,-0.4864364645053179
-2.5030937274461023,-0.6315701213996552
-2.4892640545415814,-1.004186347780309
-2.4846795441154725,-1.1452822757434584
-2.4819715600990637,-1.2325533562950592
-2.477955939465891,-1.3664592346901914
-2.470050246105507,-1.6418558445091223
-2.4664289916209823,-1.7730800160824671
-2.459815426067202,-2.0172874235326868
-2.448571983926983,-2.439613632626649
-2.4357274882913815,-2.9103772453998595
-2.433394298611858,-2.9933732225256
-2.42904024747624,-3.1427733096495865
-2.4247476256677807,-3.285654809918273
-2.4212018391770433,-3.397206537206823
-2.4092209960693376,-3.736338645173407
-2.403437832806122,-3.8720509062956188
-2.3946989156179326,-4.038837652373755
-2.3906962372264444,-4.098726882649945
-2.3898089330987426,-4.1102739063362135
-2.3873742159846625,-4.138772449102739
-2.386369667179925,-4.14952602201307
-2.3714374010563004,-4.215619247801371
-2.370229804714194,-4.212693744494046
-2.3580699672626846,-4.1205603631815215
-2.3240818483129964,-3.2190839874008974
