n_harmonics,base_freq,magnitudes,instruments
9,2.5715407202143172,"[-0.21391312  0.70496005 -0.26617992 -1.28027728  0.92885308  1.58878808
 -1.25304217  0.20444152  0.94584122]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9913086708894463,2.3727110278022043
-2.991300204069276,2.4043851708761586
-2.986751643776328,2.248287898400222
-2.9847518925247627,2.108776852810903
-2.9828270762753917,2.0536151826064675
-2.961833193998727,0.9185907351728797
-2.957559018407607,0.6459653909489814
-2.9471679932224264,-0.031520556996856026
-2.943222458880572,-0.2571920709206874
-2.937518492693444,-0.5879565342993678
-2.937478245577357,-0.6147096691848962
-2.9353993029128937,-0.7101196582334481
-2.9351235380249,-0.7370810297165562
-2.9344288343557863,-0.7915097797556505
-2.9261942850176403,-1.3315238770636315
-2.9159464600111384,-1.8341512610864066
-2.9126211726471034,-2.017148280560757
-2.908435428117051,-2.254477821665519
-2.9009574098817312,-2.6008384581430293
-2.8855405743323015,-3.127795218242146
-2.881009942831643,-3.230867420385978
-2.8768341663328085,-3.296301382816334
-2.8622795980482696,-3.46825154798534
-2.8610592430373973,-3.4479113908445878
-2.845176684268977,-3.3732298954696387
-2.8415112333263677,-3.273921277667056
-2.8389923487924023,-3.21738568932104
-2.8354109242513323,-3.173088506464459
-2.8331051134870897,-3.111309438133796
-2.8281614894551543,-2.9150375112468185
-2.8279997725717756,-2.9655464833665937
-2.8163813296671103,-2.5286708134686275
-2.810723696523846,-2.2965583430491754
-2.8102731997119346,-2.3109406511882153
-2.8022490366193313,-1.9542061653328582
-2.7889020592112246,-1.3742201425904685
-2.788434735826253,-1.4109340413323013
-2.7883847684751673,-1.3091495580001442
-2.7878343558004914,-1.3315276527874487
-2.7877918130478783,-1.316897454777227
-2.7806789257791014,-1.0522981873478023
-2.7685911673927057,-0.5687535136382147
-2.7674809014289483,-0.5051744576003192
-2.7607887848675197,-0.33719549625138945
-2.7593498353749366,-0.3049669149499335
-2.753255848865109,-0.10586230482253853
-2.7518915787890355,-0.013647593026593331
-2.748839592080353,-0.000842156097566174
-2.746160968473761,0.061506020469029386
-2.718836902779869,0.21270524815977543
-2.7046876903809594,-0.00850306864181044
-2.7043149615696453,-0.027248327315775776
-2.703813490250236,-0.09059177077540201
