n_harmonics,base_freq,magnitudes,instruments
10,2.4132112384346684,"[-0.60946092 -0.69650818  1.42328636  0.5186947  -1.44807795  0.39285336
 -0.4086961   0.95295434 -0.30664681  0.44313073]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994190854273186,-1.9744565667962743
-2.9934128284460852,-2.057062398226861
-2.9928913359646216,-1.9834034476005489
-2.9912325450754347,-1.989747449590288
-2.9881959535790177,-1.9410115557402194
-2.984623022164403,-1.8918558663870235
-2.983910397726663,-1.8675050486114544
-2.9669555807736874,-1.6163612515901702
-2.963868404046681,-1.611002243092479
-2.9594121791414705,-1.5165902721658955
-2.959353892893909,-1.4711995128792332
-2.9556970477336115,-1.4636203094903868
-2.954176354059178,-1.4251262664035171
-2.9470472580114517,-1.3592658720436983
-2.9368627423969396,-1.2121963859836729
-2.9190036302328912,-1.0405349616227664
-2.9042527639493403,-0.9602472189923644
-2.903933097995923,-0.9453067486037896
-2.897682963575047,-0.9036695605436758
-2.8962613557881802,-0.8901165196625134
-2.8936263007767726,-0.8886564983426083
-2.8872065965481735,-0.8766636091190684
-2.8830283322524046,-0.894556151766983
-2.871588552558746,-0.8142523947908693
-2.8667459221454408,-0.8013614825680554
-2.861871945099132,-0.8693268911311427
-2.8523416818120424,-0.8553800875581964
-2.8523181285757326,-0.8538887129918774
-2.847000260137296,-0.8528043896172395
-2.843023165049087,-0.8809784317330275
-2.8414500394028,-0.8605448957252839
-2.8400057658686015,-0.8548688173199678
-2.8374012432327653,-0.9155083424251089
-2.828070086191524,-0.8794506201694123
-2.823127200717115,-0.9307431746165619
-2.821590003175847,-0.9637355608069975
-2.8074829851364798,-1.0431797918388848
-2.798053193586117,-1.1403533882752823
-2.788922777828497,-1.2389515810938585
-2.784914991541296,-1.2619686254329545
-2.7814441610075074,-1.2366301304681564
-2.779771613538323,-1.2941975250529147
-2.7681658103839544,-1.3994785304828912
-2.7627297278503615,-1.4520733901397669
-2.740493889497521,-1.5109707747489798
-2.7334305378623878,-1.558191768249389
-2.7281180940410286,-1.5447368656643101
-2.7230177882218407,-1.5722393960822159
-2.7041203204425397,-1.4977676367476207
-2.7038391854516446,-1.4700583095919466
-2.6946401162141096,-1.3908788889118358
-2.687425283514338,-1.290724347583303
-2.663250831163655,-0.7134162634119469
-2.6580853526090022,-0.5948416134015282
-2.648407846388283,-0.31917192976823267
-2.6460362797890893,-0.22134884929789675
-2.643059673828497,-0.11620617245057172
-2.6338726703836866,0.20235768009237928
-2.6327625911417907,0.2237485216280024
-2.6264220594810768,0.4981224181148402
-2.6218593962020504,0.6932101744457856
-2.610166737864858,1.061834387285719
-2.6091155121243514,1.1398883747039696
-2.6044659783142947,1.3210005821382305
-2.583849515479197,1.8880731390649068
-2.5793995140080295,2.013081446319487
-2.577478864628488,2.0707201162659783
-2.5753562584620786,2.1320975842224272
-2.5740626212276623,2.1919681308731125
-2.5692310219311,2.2527547548829756
-2.5616522095967493,2.3566536780653347
