n_harmonics,base_freq,magnitudes,instruments
10,4.856056520630988,"[ 0.03989255  1.31918665 -0.13860366  0.29668842 -0.30802957 -0.41649882
 -0.12138767  0.32879404 -1.02997458  0.06927609]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9979463001974183,-0.3809797966588351
-2.9965783479718615,-0.3391828934234964
-2.9937809543926,-0.40426977467194525
-2.991261355528942,-0.3970741510622847
-2.989436207029003,-0.3737679290208748
-2.987879378913302,-0.4382858290194004
-2.9781113951528764,-0.5373643688233037
-2.973553761059587,-0.6564675057227921
-2.968424574472385,-0.8165898911447806
-2.9674311618684146,-0.85155948106111
-2.9423331677499056,-1.6365293049733738
-2.941231662499859,-1.6985888958203967
-2.93859693431619,-1.7270697786588063
-2.936085789928935,-1.7951885874092453
-2.9344971528246875,-1.847345890668152
-2.9243388677527795,-2.0170906989714865
-2.919491282828113,-1.9809891634077657
-2.911420122008529,-2.0486653741636713
-2.9003625430054982,-1.8900332758008742
-2.8980651350524393,-1.8531546743854879
-2.8971265006324405,-1.8390170262030738
-2.89007088624425,-1.8576176351144722
-2.8740907964217346,-1.7649696153319057
-2.8710884079026076,-1.746383182442378
-2.8548860772700406,-1.8117402111461327
-2.8437034616629995,-1.8399234832055649
-2.842683905775388,-1.768601119300799
-2.8375216084785917,-1.716699262403574
-2.8290001448738624,-1.6312112772225131
-2.8206022990651127,-1.1899123117515042
-2.8195765638315162,-1.2132538437363953
-2.816083810041888,-0.9330319666439522
-2.81120480138533,-0.5925223923781097
-2.807346938807302,-0.2726545956969115
-2.806232831785252,-0.18091927477756875
-2.804618532215784,-0.034893676534710705
-2.80342987846743,0.09319291212930703
-2.797979628179786,0.673094903383547
-2.791457177365495,1.4464987891900358
-2.780497823155745,2.802389935221297
-2.773719650477954,3.6111547763731835
-2.7668274489423808,4.331510454999826
-2.765763470422807,4.467574002595574
-2.7648594164779903,4.553907905288743
-2.7631934179062574,4.712345044932768
-2.7495673529138696,5.616987237597344
-2.7383933907594695,5.726826152280666
-2.7369054194520555,5.730087792766063
-2.733826224711726,5.589086875732699
-2.725276959160335,5.142411432460015
-2.7063050719287274,3.252649271868401
-2.6908436329155827,1.5695560408762483
-2.685509540424234,1.068528766716019
-2.68547171833153,1.1387278943500796
-2.6698673082724214,0.13665332101727934
-2.660655269171728,0.0818663223747142
-2.6562412152865313,0.1325278368489259
-2.6546529654966955,0.1874228625294295
-2.645855159190101,0.48701793135243193
-2.643952256659041,0.527163984786718
-2.643283115242003,0.6380577574678123
-2.633100235561713,1.1179384827077394
-2.6301303256763706,1.2899822137422725
-2.628208181974675,1.348362834886961
-2.6063827975873117,1.9589311602781936
-2.6032557147486157,1.929856326910225
-2.6031530790312836,1.8671652600766715
-2.5968308142759513,1.7885501490426983
-2.58518959534459,1.2640390896090703
-2.5717156381280377,0.5753686124461445
-2.551454745922599,-0.29789926060097327
-2.5480515438456908,-0.34739879882134406
-2.5474021000568667,-0.3166753832039288
-2.519861029897899,0.8149292489232749
-2.5090232715364253,1.7261514447901936
-2.502247341248328,2.18205241573184
-2.488573711847353,2.84686941633235
-2.4735520962877313,2.5947634410306786
-2.4686265037040567,2.1846233098675327
-2.4583731077473936,1.1445729892019867
-2.4583010651894286,1.1301438429233437
-2.4423226729699796,-1.160539823534423
-2.4310820252198497,-2.7854736371542876
-2.4206380919953823,-4.022340005346264
-2.4201473766361548,-4.069967921459002
-2.417738734868972,-4.2090434500955505
-2.412697768401955,-4.574371167101775
-2.4085676798791784,-4.648874930024227
-2.406172196025337,-4.747571850532757
-2.4051450606428526,-4.7374838832870365
-2.403721451243043,-4.746927649416273
-2.4014208337036176,-4.660179500052055
-2.3993451641262897,-4.644195223744121
-2.3899780924194176,-4.038654488352139
-2.3897462265446725,-3.985990409979483
-2.387678731122661,-3.8434573642907983
-2.3867376799796847,-3.7210902125986425
-2.383559544445297,-3.3707979119888325
-2.3833875605686683,-3.3318952023877286
-2.383322088352993,-3.3298152641962093
-2.361698012077933,-0.38061533736065684
-2.353327478899131,0.7568199083838583
-2.352650689056838,0.8551304520511716
-2.3500198041962346,1.1566283573542755
-2.3484146298601587,1.3669810626694778
-2.3469885948471854,1.5080320443369797
-2.3442766050528903,1.6448211300571383
-2.33719705260713,2.1030594868734855
-2.3342625880831056,2.257098275796452
-2.3196887366349612,1.9595496123868803
-2.319440167400347,1.9427104189943936
-2.3191219716811267,1.9142913188518769
-2.2996401966061493,0.08939401125222618
-2.2898664507037774,-1.0493426069308582
-2.289677536181145,-1.0932505255035347
-2.2838657336541885,-1.7945579951943222
-2.280718331687148,-2.0659188538470894
-2.2722829001735074,-2.776166156401478
