n_harmonics,base_freq,magnitudes,instruments
8,4.045958426675378,"[-0.20135629 -0.46113513 -1.10383672 -1.13113398  0.31462788 -0.78222391
 -0.02082288  0.34130849]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9946042812166187,2.890077596056065
-2.964765272952513,0.8328547120103172
-2.9467387311678728,-0.0507451308832246
-2.9416910374324967,-0.19917738381429226
-2.933120692659903,-0.33815028092344873
-2.903582184699184,0.17366312168377668
-2.8985738428001246,0.3923793614229998
-2.8880853584209345,0.9076040671243469
-2.8785359821303675,1.4151484273112678
-2.8741117385804333,1.643960384370715
-2.8669449384464687,1.9879316572437165
-2.8649239764425047,2.091869655692337
-2.8648945783883457,2.084918661169568
-2.8557814195777125,2.4407148393427063
-2.85288999242705,2.5362840197350907
-2.851763231288446,2.573929102443347
-2.850877707789193,2.585649580161113
-2.849000763310883,2.64433497227413
-2.848817044302578,2.6400597204734373
-2.8469625830386476,2.677857588649481
-2.8440611190431464,2.7455709616871835
-2.8425991676035958,2.7540990423791127
-2.8412097864029784,2.7819125019450914
-2.8352197934225547,2.7992717110147507
-2.8311962525294234,2.7815913205302976
-2.822722250608432,2.6358774643356644
-2.811324252072653,2.2597175710239985
-2.807416686705841,2.0819880995407916
-2.8023034068187673,1.8027521780183229
-2.7996815313563403,1.6601515928376234
-2.7951322306883255,1.376313500031837
-2.790768176422942,1.0784742288347207
-2.774621036260276,-0.06496892765026589
-2.7721047100912646,-0.24070866267313726
-2.7625350569380034,-0.9127022227388477
-2.750735115028756,-1.635292536861691
-2.744822888970331,-1.9467957754122054
-2.7319060031251414,-2.4172581359488854
-2.727338275935222,-2.523136857899672
-2.7225360273601957,-2.596756343221907
-2.7196688041265453,-2.61421722438876
-2.7191126576885156,-2.620247533973297
-2.70615650973515,-2.549344983659985
-2.699271230053518,-2.4193869954267377
-2.693309418335441,-2.2306464355882842
-2.6839327449759542,-1.886364626486878
-2.683736518069837,-1.8811657836672102
-2.6811603953741425,-1.769951669242201
-2.679342497226967,-1.685012551866947
-2.677738843427941,-1.6239214091521652
-2.6726381177002114,-1.3874444923110922
-2.667487008838531,-1.1449703414079047
-2.6607258212355025,-0.8045512139781739
-2.659866748799284,-0.7703477331500856
-2.6591541285660463,-0.7437094452715485
-2.6587638971520184,-0.7249370932501329
-2.647710618587622,-0.22456628463222847
-2.6465856177112683,-0.1657509134096402
-2.6423908301150876,0.0037689039057976787
-2.641974775322281,0.026227425192864764
-2.638469520747363,0.16671381345385655
-2.6367047996228283,0.21881706952249638
-2.632982278422952,0.3559112744669859
-2.619086348090593,0.7020430680191785
-2.616298266125879,0.7488600443453592
-2.612747470274835,0.8043190485161147
-2.6074016541238865,0.8542471497443856
-2.604404261531048,0.8770053540322199
-2.592934574297925,0.8999076098185855
-2.588620061388303,0.8754554970347518
-2.579414728962581,0.7911762587724073
-2.5681628937897427,0.6550788262715875
-2.558588162039008,0.5280970100277672
-2.5570068599637192,0.5048587207040843
-2.532147173816286,0.2798803528721299
-2.5290150512921077,0.2722435594688229
-2.519414767836846,0.259061925328523
-2.5149673512005095,0.27307956249131693
-2.514701029685522,0.2682721673992922
-2.511499225447688,0.28765288565952324
-2.5016355164839927,0.357011369642615
-2.498820777956708,0.39298430306964527
-2.495922443746183,0.4226701994748962
-2.4755382590251185,0.7132653445808973
