n_harmonics,base_freq,magnitudes,instruments
9,1.3246304765618873,"[-0.4535702   0.56869969  0.33120193 -0.65131567  0.07576939  1.10990795
 -0.0806932  -1.44892117  2.13817976]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9989820720736704,0.6956364728201243
-2.99641324910594,0.6848951402745683
-2.99526663812438,0.6827156773624979
-2.993512210577513,0.6724890855884939
-2.9899944989417397,0.6555512287122737
-2.987711379901996,0.6565155700556234
-2.983905316910237,0.6375345157907611
-2.983806462353627,0.6391777763413228
-2.977552273245317,0.6103745201323945
-2.9543808042113415,0.5388322859960848
-2.9509051730729583,0.5386121848618964
-2.9456106486693434,0.5287240519878579
-2.943060940689236,0.5226524576390611
-2.9338845082393226,0.4961411353525603
-2.929516924206767,0.49785028775954243
-2.9287702999965646,0.5040427446921255
-2.926047915566638,0.500475051454276
-2.92330309217296,0.4904672595843866
-2.922590147794991,0.48249976681984524
-2.9145068955160296,0.48891253770976434
-2.9073122253409798,0.4826795831458007
-2.901805667284444,0.47887980412668596
-2.9009626022424615,0.4919629428763315
-2.8935224789358958,0.48937474959921856
-2.8853084774830475,0.49086814502607723
-2.8797199465504866,0.5080867498843178
-2.867309606170367,0.5162180175373157
-2.8613699076417434,0.5272538451475722
-2.861123150164809,0.5239406710107577
-2.860653812793765,0.5271278867137096
-2.849092268465073,0.5450883811410773
-2.8475898190585816,0.5395558170037852
-2.841830819656181,0.555604631016741
-2.836159696290661,0.5630203099418793
-2.8274995030031125,0.5749396301377189
-2.8262322197670766,0.5814631090316811
-2.8219342036694957,0.5823007029066679
-2.808725295761957,0.599257629044182
-2.8071813147819604,0.5984434738926053
-2.80662038380283,0.5963900734900374
-2.7856152551254354,0.6069324030934021
-2.768148831143942,0.5953590241378607
-2.757564851430608,0.5726482705702155
-2.7510092739964858,0.5596345209197227
-2.7390499799697627,0.5200041577894932
-2.729402116634212,0.48585660256745294
-2.7180250930063705,0.4201559037761198
