n_harmonics,base_freq,magnitudes,instruments
8,2.0829565917062363,"[ 1.22405385  0.97616053  1.04232448 -0.27664834 -0.78891464  2.27839979
 -0.42416603 -0.36765562]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998865204393854,1.541734737098186
-2.998558122232313,1.5447389770037474
-2.9948907637414726,1.6479349745164824
-2.9942803077937308,1.5441865320577102
-2.990342349550584,1.6105246795797947
-2.9895460350165894,1.5971127158712621
-2.9875655875184526,1.6470154697788848
-2.9847894757035753,1.6823586354150535
-2.979652950535901,1.70827572297975
-2.97685079145249,1.7404660591977335
-2.976605170140646,1.7588517447510867
-2.968831777589279,1.7525859091487197
-2.965616752918307,1.7388164167891178
-2.964806581551091,1.7344148171158495
-2.959361761515303,1.7683944961753506
-2.957096711122034,1.7531963881017623
-2.930693169369304,1.580023052085031
-2.9275102549222636,1.6545173169351721
-2.921304862507151,1.5851050993268088
-2.913681367965058,1.4607345135923724
-2.9109405427446333,1.4580748615681565
-2.9082407918312354,1.4670627172342525
-2.872598063189618,1.0562873791864023
-2.8664847362697157,1.0072338989863374
-2.858264319033064,0.9239265948269846
-2.8525235221746263,0.9105369854792926
-2.850535592646658,0.9629755975710559
-2.844989112503817,0.8578780039325549
-2.839734498952353,0.7867552742143337
-2.8348263500274182,0.7948169863292966
-2.8320642423625877,0.799403434344912
-2.8301658735584017,0.7865515782143463
-2.8210681497491996,0.7305125457048703
-2.8153390718307985,0.7239716030118793
-2.8135761629261045,0.6926377737218345
-2.813536087712855,0.7558287975102027
-2.8133036562012976,0.7013302211364506
-2.8021835362540024,0.7326806683196212
-2.7814547338204942,0.8045727412373611
-2.7781168573955517,0.7615918100442474
-2.777716635228773,0.7259103476502079
-2.7682229643405982,0.7556511866353856
-2.7677355087001976,0.7965743809065892
-2.7529061942286326,0.8052828797134463
