n_harmonics,base_freq,magnitudes,instruments
10,1.9894275966488983,"[ 0.82885068  0.1275601   1.41924708 -0.01828133 -0.41631933  0.17473336
  0.75241168  0.92841335  0.64118113  0.48550112]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.993810010206926,1.9442477214519394
-2.9914291619695095,1.894718362407314
-2.983540348009843,1.7424857300303311
-2.9794805733262244,1.676956444937065
-2.977014153949317,1.6043362216667054
-2.9716712360136817,1.5278966330437789
-2.9683219015981903,1.4429558603408141
-2.9636755454112365,1.301772604843508
-2.963039067096216,1.3057127760566063
-2.9472894789708004,0.9013783681313824
-2.946485921742201,0.877299975033066
-2.9326729901374557,0.5403801455585007
-2.919263342641715,0.20697786992272568
-2.9100211349696954,-0.028814856982720842
-2.909585756912998,-0.06773880138963229
-2.907627832442607,-0.10310931328886616
-2.873786324631088,-0.8333346830099735
-2.872317076686431,-0.839994572587122
-2.8665772536054703,-0.9450307370184393
-2.865475373663677,-0.9717484235875434
-2.864995361502794,-0.9929479973703974
-2.861427109560756,-1.0291655018430788
-2.858739555950227,-1.0821556544002873
-2.8586381031610175,-1.0894936225154943
-2.8454846883279568,-1.2541149226013633
-2.8445366033844572,-1.2638508918143991
-2.8396054955256655,-1.3187754592758092
-2.839071493661052,-1.3386084959963898
-2.8335500753253857,-1.3804672436124472
-2.8304679247495557,-1.3963294566502498
-2.8286685035135424,-1.3979453762873002
-2.822635959028039,-1.461880393227893
-2.8165729138804956,-1.5016103075565923
-2.815571795410176,-1.524905512277524
-2.8147926858098162,-1.5213772464507826
-2.812847277460182,-1.5263842320607084
-2.7902887407308183,-1.6735875569329333
-2.7897360115281415,-1.6527351128973349
-2.7660990277580204,-1.8150377779746734
-2.7579115674640233,-1.8780276162476646
-2.7576516365237858,-1.8613377603000365
-2.752217300696171,-1.9152259766739137
-2.7433330488651038,-2.009262264083155
-2.7393412109320057,-2.0364125948083456
-2.730408882287777,-2.1577894413959484
-2.723093239722592,-2.2854228085686716
-2.7079503569519554,-2.565641483543554
-2.703125403242163,-2.63967767915818
-2.702246967037399,-2.663813590636775
-2.702029113925061,-2.666444554649674
-2.687757602836772,-3.015388271465042
-2.6830934786287606,-3.1069745940007656
-2.6793897732336682,-3.2048001629475364
-2.676012224715433,-3.2908865484719434
-2.672987522555956,-3.3751405167771815
-2.6626188748944113,-3.654091492205515
-2.662406701008953,-3.6735878808370646
-2.6449148530919064,-4.134512805291623
-2.6317632896189043,-4.504859181008267
-2.631551905536923,-4.528796845277198
-2.6288019225702977,-4.571783267098504
-2.611138583050265,-4.977887659033932
-2.6043745429263856,-5.108621175569847
-2.59743981346064,-5.2174280320507105
-2.595405157967443,-5.251796501322362
-2.580758214579288,-5.376530193564612
-2.5806829478120252,-5.3593579343891875
-2.566993267292826,-5.414196339586267
-2.5661905837642385,-5.416602914904911
-2.565025679834075,-5.410626670446215
-2.562770774407357,-5.397580726192767
-2.5570934210715137,-5.360304068874752
-2.539596869206168,-5.127080955081098
-2.502616205299274,-3.995386080595079
-2.5013901130440352,-3.954625698960263
-2.4997393039463307,-3.870656987670746
-2.4960844629307237,-3.7212089884879216
-2.494072785674747,-3.634012916903491
-2.4909449813234947,-3.4992714871647252
-2.482747926742354,-3.1252289486445957
-2.4775528689276625,-2.8976678206992275
-2.4745299274551735,-2.7482798892794995
-2.4724000482519095,-2.613353103935516
-2.4547054553619443,-1.7462898989426296
-2.4528122781960393,-1.6488863846072987
-2.450947476744345,-1.5698744338559503
-2.4500557945587103,-1.537692752177804
-2.444669635329409,-1.2586943520621958
-2.4418081504421423,-1.1296362333278827
-2.435686621459917,-0.8310885860744667
-2.4265091845757167,-0.39595389417744664
