n_harmonics,base_freq,magnitudes,instruments
7,2.659407192219121,"[ 0.26953409  0.44206503 -0.58435579 -0.26416496 -0.60350709 -0.72390062
 -0.30293168]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9992246734157453,-2.432350031337658
-2.9817287352257598,-2.377195790668464
-2.9729392873264624,-2.3186618065749665
-2.9661814987976216,-2.289041551827061
-2.962992506138468,-2.2561061622622325
-2.962812696910863,-2.2547302901808606
-2.9598642523355556,-2.254407773849833
-2.953586128500821,-2.211076786781152
-2.9482634084717647,-2.191787736557667
-2.9468490346391256,-2.192904890045503
-2.945387314402195,-2.2055730717207824
-2.944927382560424,-2.227285019797598
-2.934317990353006,-2.1628697876980154
-2.917356892319949,-2.16778789615459
-2.9000739832619744,-2.1371969190814286
-2.89865530354918,-2.1122060207371205
-2.8969134756036663,-2.1255420244739094
-2.890698691341033,-2.0958473175785572
-2.884261289347692,-2.076162889297888
-2.868066392890633,-2.093626169879694
-2.8661612049619394,-2.0877333800168354
-2.865314821299842,-2.0764803747679483
-2.8614327669997555,-2.0589947818424346
-2.855474186050688,-2.0457923481810845
-2.8354491114200395,-2.0281213316175264
-2.833518902061872,-2.014298749237217
-2.831969392954732,-1.9975750102904242
-2.8270308598097023,-1.9894454137588609
-2.823790659696585,-1.987062023069635
-2.8122865515753706,-1.9412116508771158
-2.806895071311009,-1.920564135651114
-2.8052515566407186,-1.90435109927467
-2.8045232530215483,-1.9044775959317142
-2.7978998610580557,-1.8775860583410828
-2.7858439222194837,-1.7572249272310072
-2.781974148699192,-1.7502623113523001
-2.781734761628754,-1.732648642379573
-2.7769922617757734,-1.7018351065419342
-2.7716832735054378,-1.6703168429397723
-2.7699875590071965,-1.6349215810196989
-2.767165418517443,-1.6634353243585165
-2.7636994966983996,-1.5809701380694305
-2.7605077232823048,-1.572201354260468
-2.757991399140475,-1.5917210690154917
-2.751127721278926,-1.5125364358004805
-2.7480065775696563,-1.4388979430181366
-2.74263496958058,-1.3743645783197542
-2.7348135861924305,-1.3448011697765747
-2.724595226902977,-1.202169991399186
-2.7124918985012525,-1.0647208532802008
-2.7072630404408957,-0.9931694007289814
-2.705561205162236,-0.9849083492836871
-2.7036387858080424,-0.9891445252954921
-2.694323929771393,-0.8827690613956912
-2.6924519205966613,-0.8346769469303592
-2.6887184146747947,-0.8389898482568041
-2.687214745771718,-0.7997289053327243
-2.683560597765385,-0.7533864188271223
-2.6754513771763095,-0.6846623110638236
-2.673998424464469,-0.6799332211231917
-2.669152866381925,-0.6456680109366327
-2.6654427031565717,-0.5831588442636355
-2.6636510896509327,-0.5674829514801278
-2.662655486881239,-0.5431758604724687
