n_harmonics,base_freq,magnitudes,instruments
10,1.6030510573074728,"[-0.09017033 -0.44316005  0.3734203   0.17220587  1.16613186  1.21267218
 -0.06071001 -0.79000373 -1.1213979   1.70106114]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.99014859777582,0.1165809077151526
-2.980446821049922,0.09199357497704941
-2.9782344072974203,0.08658781101905791
-2.9728455007023116,0.06007724410049185
-2.9679075632634744,0.030356913126704334
-2.9581007084840225,-0.04214445727469926
-2.9493938650275213,-0.12280713924427472
-2.9325298592641427,-0.317918944830041
-2.9311125620433476,-0.3339577453563299
-2.9287889915322314,-0.36610244762204114
-2.923555782709253,-0.4363686258879914
-2.9195404891125922,-0.4905728214498901
-2.918090564438972,-0.5124084457715232
-2.9152946838680585,-0.5508962435509235
-2.914347972566957,-0.5667421493770983
-2.914107460843637,-0.5692673761055086
-2.9135279011032873,-0.5766067933950554
-2.9025679617724007,-0.7387119743187516
-2.900369142007704,-0.7731110896177048
-2.9002679816205843,-0.7764176828458121
-2.8956462328020276,-0.8441898751976136
-2.894363127236682,-0.8660715544413002
-2.8767422773388605,-1.1228744148497551
-2.8759160976654714,-1.1374692720955897
-2.874364561387421,-1.1560495767353105
-2.860125711063906,-1.3442475393626503
-2.8578167253784583,-1.373256739589413
-2.8567048814158227,-1.3894234983013913
-2.843400455572192,-1.5316898263425236
-2.833440840633883,-1.6172016271784593
-2.8282639951898467,-1.651354836571043
-2.8263193346943645,-1.6648059660719674
-2.8178295656517203,-1.7051274839516224
-2.8141624535776626,-1.7186590147058236
-2.8107733427641475,-1.7277091210079205
-2.8023191103588845,-1.7347781144605714
-2.79455635598313,-1.7262235612601926
-2.788191421006236,-1.7054011368536046
-2.7825780076850624,-1.678397789944897
-2.7818688750849825,-1.6735855498989691
-2.7621304086324248,-1.5113661023165503
-2.755275349911962,-1.4319348872110877
-2.7539553911601464,-1.41339358236423
-2.752466523400478,-1.3936494794467806
-2.7516304296713123,-1.382729381679577
-2.748154607042248,-1.3345572218454593
-2.732631586444711,-1.0921340476737398
-2.7309997280494716,-1.0663310213894859
-2.723347532035447,-0.9257911485738445
-2.7187821905464244,-0.8404656827109008
-2.717557483395345,-0.8170737317009109
-2.7150673752879593,-0.7681455698313169
-2.711585992995963,-0.6996198540837504
-2.7064793492605346,-0.5955305206074062
-2.7017729662264904,-0.4981752316321026
-2.696418021758581,-0.38550982000108386
-2.696038391502377,-0.3791758332692969
-2.6952058894047024,-0.3619862007913928
-2.6784315638081635,-0.006242969219709274
-2.669080871356859,0.18761867162657642
-2.6671825950915395,0.2268200972221738
-2.6671374273982806,0.22801553233184865
-2.66485520289036,0.27488408795844477
-2.6614387590032282,0.34499936275679643
-2.6498806403567796,0.5646321269415369
