n_harmonics,base_freq,magnitudes,instruments
8,4.214956196454027,"[ 0.32926146 -0.03546187 -0.54544344 -1.55182159 -1.54744953  1.67760472
 -0.35340641  1.95496631]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9969917114494637,1.5871310853198999
-2.9826207871944357,1.518159782799533
-2.9821782555519123,1.5148505138096773
-2.977373710336251,1.424768974946132
-2.971827185973494,1.2934137382176116
-2.9645635816470968,1.0584990748559755
-2.962316494486619,0.9789867032693697
-2.9608234275005687,0.9227292287914073
-2.9590561699918223,0.8513852802127868
-2.9484491433632902,0.39649176232905387
-2.9269135017571903,-0.5713565848828233
-2.916417002094061,-0.9398864524305136
-2.9103583332856777,-1.0935219457809404
-2.904367829464455,-1.2024641311045403
-2.8994826709447437,-1.2426505698973251
-2.8981094533731104,-1.2462770678510084
-2.8944234062143286,-1.2440770115242605
-2.890428315359393,-1.2177836964086057
-2.8816615671124945,-1.0585870010423155
-2.873257425712206,-0.7830092953004367
-2.8718490711879565,-0.7298792823354133
-2.8530603459647486,0.2190324062386799
-2.8529733107455852,0.22242866159157276
-2.844683567124171,0.7169230184348426
-2.837992776692026,1.1083400945583637
-2.8237752328520758,1.8522942111627978
-2.8214573802944987,1.9518476597251297
-2.816979972852603,2.1165446809064363
-2.8149258629995,2.184724839972288
-2.8021838423162895,2.403570425419854
-2.8016000722472048,2.407715932093587
-2.7928972950124935,2.334619300248428
-2.791243628403421,2.300409549538299
-2.7836049879304188,2.065616435549012
-2.782901479438899,2.040683209105825
-2.7821445424732962,2.0041425541324256
-2.780817373703051,1.9354389120163644
-2.777558883882936,1.7745868192544485
-2.768872661684986,1.227832962882599
-2.7688641239925067,1.2278827231007103
-2.7686346110771813,1.2109790289982516
-2.766282042701113,1.0383543207207118
-2.7583272677759156,0.3817308472274608
-2.7497412404118506,-0.4141411817803972
-2.7493155333815746,-0.45471840235103056
-2.7461028743562172,-0.7670454974581552
-2.7432913494173716,-1.0428288755078272
-2.732596349787709,-2.094480933063858
-2.7205229607600914,-3.181655742046354
-2.714289701316858,-3.6592035308192794
-2.7115639991314415,-3.8483926046551495
-2.7090151248996177,-4.004774474261899
-2.694094820653987,-4.63859313425733
-2.6933518559167062,-4.665836100357383
-2.673718676613026,-4.578168431592
-2.6736462174959184,-4.574227757316498
-2.673507798407247,-4.569372589161495
-2.6714875838062255,-4.507013161088127
-2.6504889004481242,-3.3396263940530804
-2.649778994362432,-3.2877872801050434
-2.648572329464992,-3.19818793446312
-2.6422455639458198,-2.709231644133361
-2.6349559620516922,-2.134877255964306
-2.6348490525048804,-2.1219451490695542
-2.6288952310232374,-1.651550080044819
-2.6251670788788815,-1.3692811266499352
-2.62044904677073,-1.0194212413501742
-2.619529217976073,-0.9552238878602629
-2.6163069669494288,-0.741128117469853
-2.613445235772749,-0.5647571775029578
-2.607773427265161,-0.24672474402695452
-2.5875694969353296,0.3301466166476846
-2.5764752592254863,0.24051016823407617
-2.5729463574503866,0.14849280562402647
-2.5647167878805184,-0.16953072068212058
-2.5600769071736953,-0.40103347855506694
-2.5537004748176257,-0.7822079228363348
-2.551707154412238,-0.9126447058560992
-2.5462892504427264,-1.2817318732185525
-2.538550932837416,-1.855184194021293
-2.537022723427121,-1.9665257896324426
-2.5208906071420936,-3.1149038142234073
-2.517222614430319,-3.3560526444519656
-2.5078812276956466,-3.8591372543770173
-2.4942836819423695,-4.278345569189827
-2.4911169339955506,-4.315445285870449
-2.4893327469432873,-4.329401958380291
-2.483526461546311,-4.313524370120804
-2.4822822872566865,-4.293780165537698
-2.469835937002806,-3.9348333232005586
-2.4640798424694044,-3.651262666541522
-2.462895231145642,-3.585829829806643
-2.454352722403826,-3.019971777675867
-2.4537244850264903,-2.9711794114548855
-2.4522396623899265,-2.854541759648212
-2.451293644210445,-2.7823238463194397
-2.4478048219750588,-2.498519626278774
-2.4378380041720096,-1.6106242236502233
-2.433299733561071,-1.1791515858179633
-2.4216312286504484,-0.06505097864786204
-2.419434225058734,0.14789341006557985
-2.418412336674746,0.2415954089703581
-2.4078929671801257,1.195257099636482
-2.4032217384881913,1.57636014282942
-2.3976289710701497,2.0007423109283216
-2.3921100644859976,2.3840660670060663
-2.389795111589498,2.523330223886733
-2.389271569640437,2.5540984091523393
-2.379225644608435,3.070206544854135
-2.3791065642733193,3.071478119788314
-2.3697621550409247,3.39509384453956
-2.3625401797841823,3.541058790609329
-2.349235951578316,3.6070232341258355
-2.3452305087005727,3.581708113267971
-2.3329865970509642,3.409055277749057
-2.322863714061416,3.19330525919969
-2.317021548224901,3.05056730591322
-2.310009626570209,2.865393518895543
-2.3050979257724293,2.738068032730924
-2.3035693375419246,2.6949003552988904
-2.297940214706038,2.5583247102489386
-2.2956974476212064,2.5005250484362787
-2.291402864753173,2.395351867503907
-2.2896809573367323,2.3575663867321404
-2.286326298854564,2.2816513273038717
-2.271119345284201,1.956180105752186
-2.266233390715586,1.8583814611024216
-2.2655649884582325,1.8448907861659771
-2.263624658841623,1.8060456622535228
-2.2445513131007844,1.408666218409384
-2.242991533300035,1.3729423692491431
-2.2428269173324757,1.3658147569947452
-2.239199410285416,1.2860121818231862
-2.225774188343551,0.908284430886382
-2.220630101406302,0.7493763378328955
-2.2203199325660297,0.7350306308117456
-2.2183619428895485,0.6722671905907809
-2.2163719226099454,0.6081885385868862
-2.204779239518567,0.17326089292698732
-2.2020145374324445,0.06699626020426497
-2.1996731335791626,-0.031916177909434615
-2.191337559996734,-0.3748114612270684
-2.1750778424081574,-1.0422222773200212
-2.1701122986266372,-1.225223081431113
-2.1580795518886453,-1.5966485977190765
-2.1555160993106623,-1.659468337543745
-2.1342646450421014,-1.855286812114977
-2.1300682210953448,-1.8188780225355266
-2.1073878476760632,-1.1469199702293786
-2.091111850148052,-0.25406534809309844
-2.0839341174752333,0.21755422803636396
-2.0749892225569253,0.8361514387938973
-2.061717329324286,1.7449244995902917
-2.055816271854934,2.1286048465298273
-2.0498121743902313,2.4877969420446466
-2.0443237401176413,2.780820779271293
-2.031384528287769,3.326579125386134
-2.029678821226131,3.386514754155498
-2.0293107032275097,3.3961987268337506
-2.0249061714440466,3.515319845129149
-2.0159019861856535,3.6546582754993597
-2.0052425041897983,3.6549733579975605
-1.9750747368353,2.8409285110803366
-1.9747476898465761,2.827025281686284
-1.970066208356606,2.628088326312579
-1.9675657136618518,2.521218257805092
-1.9671282408549537,2.496726763513665
-1.9648647137324062,2.3966181699914686
-1.9497849719851086,1.6845851653033106
-1.9471113849486066,1.5652831852443687
-1.9391485257775698,1.2145955378883033
-1.9324676630469544,0.9479707455563563
-1.9321843325557524,0.9270906079515625
-1.9248790715029052,0.6641621466847873
