n_harmonics,base_freq,magnitudes,instruments
8,2.410398467896829,"[ 0.49981051  0.14801748  1.51628777  0.28699079  0.21397176 -0.28544653
  1.37142547 -0.82869536]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.99851053058293,4.453691545167289
-2.98968299595935,4.416336434029157
-2.983345557399039,4.3243212433443246
-2.979936739159399,4.293287301204656
-2.978913718342861,4.241348118492109
-2.9739779173836443,4.188286488920012
-2.968701881710672,4.098136810603937
-2.967066813260837,4.038617848179385
-2.961542201442267,3.893162158758114
-2.95784708434286,3.8072326927734585
-2.9574168897583144,3.7880701447856753
-2.9530415060144652,3.6734121906169515
-2.9526512108150653,3.6503834678442857
-2.9472223377965534,3.4942626788627926
-2.943180989969111,3.3906121394981685
-2.9269258093671864,2.844052141647317
-2.925557541929309,2.764263637752081
-2.9210724760734967,2.634957653910133
-2.91764887122849,2.463955281921873
-2.9146163454725524,2.3926450498669727
-2.908509331370667,2.156454447200772
-2.9072544228991135,2.1024329931127945
-2.906208327354677,2.0418230265309383
-2.8802978972680826,1.1668930863790425
-2.8779297521397433,1.124385048083095
-2.874399590156334,0.9967088339858393
-2.869077542061559,0.794003822732542
-2.857897295959492,0.5070656784932662
-2.845772903643848,0.2682151677114829
-2.8421510825591167,0.20578910858146154
-2.8342547161804736,0.09614043346034191
-2.817940022407565,-0.022286794675262435
-2.814639415802313,-0.03374290729197267
-2.812385824174482,-0.04727925491344494
-2.782705350270683,0.19521909761023185
-2.7764417500935235,0.2573513041327595
-2.761498885725746,0.5765334046277654
-2.7540133111847958,0.6645452296835089
-2.7396754917097033,1.0327939032273883
-2.7304324697355726,1.230655811879492
-2.716316935799518,1.5182151176026617
-2.7031888130277917,1.7694327481140322
-2.701009303947508,1.7957728019631205
-2.681140683028451,2.0343123553242073
-2.667387687150452,2.0501911265024777
-2.6672078013188556,2.030898132912195
-2.6510038232451962,1.9479630780377168
