n_harmonics,base_freq,magnitudes,instruments
10,3.2046528212475027,"[ 0.02979065  1.13231646 -0.76797835  1.0547188  -2.10830193  1.00416435
  0.2604971  -1.19762474  1.20900865  1.60837027]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>]"
x,y
-2.9902497923546134,-2.9709828067392894
-2.9768547923519053,-4.225345790403419
-2.9519278612344753,-5.7289135874726425
-2.9507642163760064,-5.794843423767498
-2.9471202799952523,-5.898318797966254
-2.9416700375960767,-5.92211534410475
-2.9348447297205174,-5.886691270624675
-2.9326071587522007,-5.843100580587298
-2.928222620445819,-5.696907367389314
-2.9251359755082253,-5.618985865797643
-2.9193030619807114,-5.319124079927449
-2.9168857772453327,-5.133163498511098
-2.9089756971211678,-4.559374497061638
-2.8981457892257203,-3.518755174392227
-2.8978682877018622,-3.529582243654432
-2.8955289684923544,-3.255094102732069
-2.8944597431745223,-3.1326109415778323
-2.864928671900109,0.22141353972036232
-2.856649361296159,1.0676772147160063
-2.84837149174239,1.8409779215776523
-2.8404500097078307,2.424269183305144
-2.83367157708126,2.833157914067643
-2.823231221586836,3.182624076448851
-2.821312210626285,3.2337450207414182
-2.8047701446348015,3.177138885981026
-2.7991921453650837,3.028114315117878
-2.798932903316562,3.0216586844814297
-2.7858415398623015,2.4036833056993006
-2.783291960709441,2.303875284737097
-2.775582773125593,1.8046574303844312
-2.754983858826604,0.42674741392374
-2.73907734617873,-0.5691920465114901
-2.7280310219685457,-1.136704601045138
-2.7252486795188515,-1.2524003397083432
-2.7246976527960207,-1.2767355925594537
-2.721489183175974,-1.3897697770908437
-2.716258577809149,-1.5673339434290305
-2.7068683093522568,-1.769095290010092
-2.7026724912501527,-1.8149318850793676
-2.6910258595626564,-1.8426993784555243
-2.6897906626688757,-1.8807706103919657
-2.6885374829121202,-1.8466878665251563
-2.688361464785126,-1.8477145035393616
-2.6871736726094184,-1.8476466999417307
-2.6812477325472583,-1.820805493203402
-2.6699102446042873,-1.6243053450374116
-2.6525155336350963,-1.3078901191775463
-2.651467228167548,-1.2738420561330763
-2.6387330075097912,-1.0146487431371982
-2.6373873192912187,-0.9997580972859774
-2.6344443775952557,-0.910283250577176
-2.6309756414313306,-0.8575692738765984
-2.629454150520382,-0.8394696321295638
-2.610868847389098,-0.495224510680941
-2.6090849311872137,-0.5023095479025727
-2.5994478461412127,-0.3331500384107222
-2.59688334837436,-0.27952516016171897
-2.5965406247894776,-0.31442860942087275
-2.5864798285495536,-0.1292922591683556
-2.5848298017023854,-0.09877522918559743
-2.5844570662924427,-0.0671213489116417
-2.557764465515894,0.6420250815932955
-2.5544876502830993,0.7526351861000022
-2.5524114282112733,0.8721516912782663
-2.5469588288090015,1.0373808137991818
-2.5466429748887816,1.0688629562750134
-2.546464410409432,1.0717942609856164
-2.545672145678682,1.117367468127982
-2.5452968841903907,1.1755063120018532
-2.544509248893469,1.1932545756606183
-2.5356154431015634,1.6197958065543103
-2.533889566395376,1.6924438844285643
-2.5186397292532066,2.5038937986444827
-2.51637921971761,2.663526541226786
-2.5146692735572875,2.733569819534073
-2.4932615341537145,3.9075292268605617
-2.4895809224061263,4.10563695043602
-2.464998313516373,4.78424893424189
-2.4601611230429787,4.825978644564216
-2.4595446801289826,4.83662986085877
-2.4523153264730935,4.804860895304661
-2.449443536742087,4.758002631263327
-2.448279910549253,4.724171881364591
-2.4441593319067927,4.652513053106127
-2.4435271727773955,4.650280141436228
-2.4423707935033003,4.601957042479168
-2.4377661014965373,4.49156530563104
-2.431615555447297,4.228887393369882
-2.4293186119995385,4.093424387824852
-2.421025284727203,3.6442142332124585
-2.4176528857314903,3.46675034201749
-2.4005417071572372,2.185634472667441
-2.392543085832307,1.6174648866888852
-2.3846778827370985,0.9869037907086915
-2.3698003330921615,-0.00028206356005398836
-2.3666201786641,-0.2549267092933927
-2.356677683225783,-0.8188417588489852
-2.3487692514607525,-1.1269941312594047
-2.346079906254258,-1.2294300914913892
-2.345272627108289,-1.2301491261658104
-2.3323238031619926,-1.5431528589803
-2.3308718363921885,-1.5297469588792785
-2.328578013760687,-1.586105870111565
-2.320565100630472,-1.5749408627544879
-2.3195454001654285,-1.557121707268164
-2.318362595597797,-1.5467775208399508
-2.312139120113357,-1.4771002868822383
-2.3075192214311633,-1.3826238276078466
-2.294027823221011,-1.021343520709582
-2.293921995528513,-1.0244071577102678
-2.2744098225373315,-0.43827180983740693
-2.271647305808452,-0.36100501572370164
-2.270644503687642,-0.2945001726183503
-2.262831780030904,-0.14510661673078484
-2.253782112562993,0.05722266809929788
-2.2518559646772403,0.11178250717462503
-2.236311175174013,0.23295357177087744
-2.23364157991687,0.23199380730490526
-2.2308613331477947,0.2139435963619207
-2.216977979927959,0.06993611958700476
-2.2165713637481925,0.0543229631348085
-2.211788866972907,-0.018702308109666447
-2.2083524632166083,-0.07252308045360013
-2.206039709976797,-0.1301355715017851
-2.200322970900821,-0.2936588711577907
-2.1951174287171806,-0.372596232557092
-2.1906463847218247,-0.4964436789216873
-2.1556421421462457,-0.9112199506690938
-2.1482017991286546,-0.8500097345614278
-2.141857200070133,-0.7502508284915327
-2.140970552107943,-0.7230577357682916
-2.1384133857860186,-0.666819630549633
-2.1348595817317384,-0.5823563390929564
-2.1340745991712797,-0.5192534640788701
-2.132573640585753,-0.4656903264069761
-2.129449431366872,-0.3589004131252942
-2.1276058040204227,-0.3319065258791728
-2.1233079896299447,-0.13622905437622526
-2.1225888664711032,-0.07214755001268092
-2.122524171267882,-0.09013681687281672
-2.1193154969451244,0.08551362815114275
-2.115695096829513,0.24977685153646273
-2.1046433870241574,0.8286171165475452
-2.1045569672858826,0.8367594623728014
-2.087123747646079,1.9038996419292233
-2.086889694475368,1.8822507857739883
-2.084232773684186,2.0838901000438916
-2.081761955012378,2.232678556611256
-2.079123270741039,2.3582195273511664
-2.0751958470743244,2.5597875595092114
-2.073054485817219,2.7066170055986545
-2.0634876618797673,3.189390698013376
-2.063034335190932,3.1851764053233054
-2.056947399825938,3.471138067676294
-2.055864136455301,3.506025825581497
-2.050093071403368,3.677555582814533
-2.042041743345887,3.847232215058599
-2.034801172439739,3.9547729303356425
-2.016558673579504,3.830254646523722
-2.0164807436740073,3.8168504724901355
-2.0090755048648106,3.6346026915708194
-1.9996471409584664,3.259926702796748
-1.9935087141020675,3.0110977892215214
-1.99190578728206,2.9387491967568917
-1.9823327837640636,2.4457339869511086
-1.968056684356661,1.6216724449990876
-1.96392220678711,1.3698635231343983
-1.9577678619342969,1.0432913337600398
-1.9546427132381443,0.8409367597811898
-1.9481659873749522,0.47912385577205574
-1.9436225413972386,0.24198838463969927
-1.9386657525795867,0.02398968755051021
-1.9368472126325054,-0.09590694032787533
-1.9352785999111544,-0.20107773817555835
-1.931499352195166,-0.3341250703348809
-1.9210759049194561,-0.7664847976210792
-1.9070094556135027,-1.1569830981648213
-1.893383721696985,-1.438489957400147
-1.892306639263583,-1.4227756350471015
-1.8916623924817513,-1.4276410943683144
-1.8857379889296288,-1.492585659954085
-1.8800378318850834,-1.5503913401480924
-1.879227081088807,-1.535242776082496
-1.8763908825565956,-1.5464357240043687
-1.8717298843048311,-1.5634884165684662
-1.8660573252109591,-1.5603726730053264
-1.8453089932892153,-1.4422226291821374
-1.8448642554237558,-1.4397552229181463
-1.8248067637475962,-1.2550199712681143
-1.8218453688338243,-1.2268646234080185
-1.813873551394407,-1.1264229255054754
-1.8101565382924376,-1.0882867515900332
-1.802476153340932,-0.9543364341310987
-1.8018320265773209,-0.9622273346707438
-1.7926586202573593,-0.8395553191183942
-1.7897035179757108,-0.775565712449294
-1.7883797772715138,-0.7352332006645107
-1.780873917525999,-0.6725701536867339
-1.7740699730448661,-0.5743418921181151
-1.767866769432604,-0.48590865351388635
-1.7634819765918417,-0.40350958740373305
-1.7468693183892394,-0.21512677542956
-1.7463408658400914,-0.21853997590108656
-1.7419820852072814,-0.14963851968222303
-1.7347435665811695,-0.08855353231628299
-1.731743861532653,-0.08788985689126814
-1.7308376412140096,-0.0971983991518149
-1.7257225322815863,-0.06159856669769939
-1.7194129937096954,-0.028860066484035246
-1.7129550518154162,-0.060376156098772144
-1.710498750866201,-0.03614419175266269
-1.7011202661068319,-0.10534828007988956
-1.6962091086198867,-0.1270234631792315
-1.693147014017701,-0.18437575830857986
-1.6908823084425106,-0.22850849939803308
-1.686908711794653,-0.20518718836868544
-1.6803647273790348,-0.2978096663107545
-1.6640514664009183,-0.6108588078957817
-1.660127688055139,-0.6997821530599977
-1.6594506012191232,-0.6855217747068187
-1.6405673405298589,-1.0542003872247256
-1.6383945189868987,-1.02771070243941
-1.6312212565452815,-1.1537395673952489
-1.6284978006068902,-1.1669227254158339
-1.6178967496050731,-1.2149754300808635
-1.60986117078069,-1.1664316038878508
-1.6032023380784595,-1.0794850872716149
-1.6030823760300459,-1.111807540466836
-1.5999769314802978,-1.0595295233838995
-1.5983183561871055,-1.046515587667517
-1.5971825218069358,-1.0370172393278998
-1.5956923883069043,-1.005403861860272
-1.5946862468004317,-0.9692289388896659
-1.584436735821716,-0.7317052650646165
-1.584149447205012,-0.7165665998599838
-1.5830670268864673,-0.7132883907257495
-1.5812357302996294,-0.6361835596424325
-1.5787018117107987,-0.5473550406569044
-1.559354750156338,0.16569467682887043
-1.5533540680869151,0.4025177493657284
-1.5529581861257038,0.4038606413679958
-1.5425080298276808,0.8626334904361944
-1.5417205272627024,0.8936470442777971
-1.5409181937802219,0.9515504824504316
-1.5384708439775874,1.040555952069822
-1.525794234039961,1.516504164036766
-1.5247978027768092,1.5631198128511041
-1.5239714402194315,1.5883792443953801
-1.5185030650685176,1.7659844818524453
-1.5184822361248145,1.763937578013629
-1.5067729511829597,2.054643602061749
-1.4960216743576131,2.1845025687213377
-1.4934653890919778,2.1855357371817283
-1.4683340863099748,2.027061968661964
-1.4659775430954924,1.9545982384034886
-1.4635205945616714,1.9015191631794903
-1.4628029558876108,1.8913509436969245
-1.445161656358233,1.4324322153613287
-1.4428431373510995,1.3986159601699013
-1.4399099800128001,1.3580049353990964
-1.4353426562132907,1.2303539969487518
-1.426868746794635,1.02947203693277
-1.4231423931995453,0.93074181978727
-1.4207776824557667,0.8955944916102211
-1.4099546294750462,0.8272685519834403
-1.405023060060738,0.7451535020119916
-1.3926477676898787,0.7717707919496191
-1.3913286660078321,0.7857295148110376
-1.3855307843609463,0.8213607412546623
-1.3826851018220017,0.9076738959341026
-1.3710910984463627,1.1051520303400935
-1.368554747341041,1.180631388201827
-1.3643397510246442,1.2454235980768673
-1.3580405420387558,1.4291977743286182
-1.3560533014467735,1.487185261469396
-1.3473829976683416,1.7103872747508333
-1.3360635367514742,1.9245228580622287
-1.3268109887184536,2.0187346732656266
-1.326459142088653,2.0053246021835136
-1.3123626336132472,1.9587241017287538
-1.312027109016104,1.9318999373996417
-1.3096970049570473,1.8616092297310554
-1.275415668554053,0.1878408330632579
-1.2689200181807612,-0.27907874858298604
-1.2680441545985057,-0.40985656777626467
