n_harmonics,base_freq,magnitudes,instruments
10,1.9120476676804503,"[ 0.32483362  0.00325384 -0.20814532 -0.55009936  0.13486633 -0.56384754
 -2.00611754 -3.19626553  1.06621522 -1.1662241 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.994174537422145,1.1256712547782977
-2.9922751673874233,1.237109392826749
-2.9852849985764225,1.426194609992117
-2.984805029182821,1.5412790140031298
-2.9733604875147117,1.8338506158417307
-2.967531607576116,2.0169197214899213
-2.952330169186882,2.388344456466852
-2.9454166485730635,2.554147012431919
-2.9415138246892925,2.5727312368643402
-2.9152830379335906,2.8226848107513534
-2.9022104721537083,2.877067168275996
-2.9008982057131654,2.7768558426825054
-2.8900272963736597,2.7534712854170875
-2.8797905343619643,2.581787117019813
-2.8788633024809918,2.588831235963257
-2.857790398785054,2.0933080234626233
-2.857255575881795,2.145287871760175
-2.850923569300635,1.9531515509358632
-2.8477956009421614,1.8544687797355943
-2.841033159487552,1.5818531423034161
-2.831517543840541,1.3651245942053136
-2.821039815181117,0.9765830507062645
-2.7979428346631434,0.19547795941180243
-2.795924274180694,0.12743364007907027
-2.7954520076443314,0.027984290502053366
-2.790105573176678,-0.09588958863772665
-2.790009771007489,-0.11730248080930414
-2.7880507709840785,-0.1487229367115907
-2.7879758841282953,-0.14445322994515714
-2.7858623106673974,-0.20240334061362483
-2.784979847185032,-0.29214187370603895
-2.782391496115613,-0.3183419858230946
-2.7796705310829095,-0.40319999235452647
-2.777751468144074,-0.5199766407186188
-2.7726852313658954,-0.6263197796196737
-2.7693130049614307,-0.8169129894780788
-2.768713086750064,-0.7966618602268352
-2.768606651386667,-0.7285980278028271
-2.759612264582449,-1.005507199340555
-2.749184733160334,-1.2598867972061907
-2.7466387457838284,-1.4015490970485038
-2.7370290244484607,-1.570029530100446
-2.7313483710899176,-1.6010387568236164
-2.7309247549921225,-1.6532555205693114
-2.730472249949793,-1.642970020531988
-2.7289489301383836,-1.7013736531234782
-2.709644691044938,-1.914778957343804
-2.6966554917301178,-1.9977263946477744
-2.690762081442953,-2.0155490903624753
-2.6848910337687,-2.000608303722636
-2.6834879325784455,-2.0627110255045547
-2.683424743875051,-2.067786485662999
-2.6832385790056996,-2.0398454422184162
-2.678365067845582,-2.014090113235077
-2.6780420019092435,-1.9867463025952081
-2.676123628273216,-1.9325784589080686
-2.675863100415892,-2.0177032111295437
-2.6694561441991502,-1.9068428841955245
-2.666863048346487,-1.9263402443471296
-2.6594239934650683,-1.883580800380123
-2.641632674956674,-1.552614349621285
-2.6334023484207068,-1.406374584661384
-2.6253395445006955,-1.160061172177627
-2.621361279644064,-1.1501188915319238
-2.6207299238649737,-1.0641741607533
-2.617474379043049,-1.012093459120675
-2.612413068037464,-0.8958953054086892
-2.5957249781786382,-0.3885382329217177
-2.5696902696353967,0.49169225333170163
-2.5625199055084424,0.7593932154074686
-2.556386144387342,0.921134802851866
-2.5500999033525478,1.2690523951397592
-2.5490337277152078,1.2824753659083856
-2.5471548136590543,1.3295517087235125
-2.5414406283183,1.56576988462536
-2.5173293232488962,2.3513937823745947
-2.510234790919996,2.5360412951420033
-2.49577564158517,3.023270226130176
-2.4801962230527455,3.3092588638537954
-2.470266168820375,3.5799724360036884
-2.4580142481701346,3.808110812164166
-2.4571874417365573,3.792899066996945
-2.4562745745608137,3.782323805040833
-2.44074028951735,3.9586345876644073
-2.4176497911200814,3.8488888369041225
-2.417211785054344,3.8801467299446903
-2.4156190049674695,3.8396632223763145
-2.4125162368298554,3.819485775843186
-2.4002178252880957,3.6236095748074098
-2.388956865751582,3.3830983195470443
-2.380391647918602,3.2267220614455816
-2.375743902954806,3.015197294780998
-2.3713991085261865,2.8792225648687495
-2.3691531469690776,2.88494628254156
-2.3443124355708767,1.8900369521411846
-2.3360074863504527,1.5637450441968583
-2.3334501776977823,1.4619491483547227
-2.3270100684368145,1.2111504225360692
-2.3185238775777783,0.8116406453742436
-2.3180541197043145,0.7914851406145352
-2.3165449321886884,0.7509495567165526
-2.3052969182360252,0.23216535423174106
-2.2962448943007923,-0.14175818627400816
-2.2813921313795253,-0.719231381690652
-2.2752940695934414,-0.9900977103176183
-2.270588420150574,-1.1594188025169443
-2.268593658961266,-1.2039506784919742
-2.2671564719952775,-1.2376407230707953
-2.2545797389245976,-1.633863663812561
-2.2506073719859963,-1.7128286190997837
-2.2498976773283985,-1.667216622033384
-2.2498521869757813,-1.6831564650403685
-2.249167500494765,-1.7289044137632035
-2.243326349963864,-1.799200146934405
-2.239055882611943,-1.9041293333867582
-2.235341029136321,-1.9121079876404221
-2.2342559432931983,-1.9186139171337857
-2.233362812180221,-1.9726136317809084
-2.229051597700833,-2.015139132491649
-2.227625484528354,-2.0117571166757715
-2.2228179123255396,-2.0776272420985973
