n_harmonics,base_freq,magnitudes,instruments
8,4.33064476859578,"[ 0.72011558 -0.29894413 -0.42564604 -2.4516142   1.21528469 -0.23395787
 -1.99245638  0.16761396]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.998610625210837,2.907460479117742
-2.9817951333971378,2.5116574122840594
-2.9786571240739352,2.412278367193734
-2.975589191021629,2.363418605189326
-2.971934571998643,2.266438023655534
-2.9716557042570653,2.266573575091476
-2.9565660751916925,1.9751717142270726
-2.9558025519293905,1.9257757578123977
-2.9555145777433034,1.978917015430314
-2.954766550169981,1.914124755518093
-2.952888240475581,1.906917390469199
-2.949186243306012,1.8441669763605733
-2.946053236365361,1.7502896417406901
-2.9408665790350756,1.631366534313657
-2.940273827860886,1.6038864197372111
-2.9358496542997377,1.5054587997400684
-2.931370193709115,1.3671687805099477
-2.9183328529306927,0.9186475909543846
-2.912749898109219,0.6660789187336871
-2.911169988653165,0.6081411134425369
-2.907869078819183,0.453675309945329
-2.8958341963087055,-0.17863716668532104
-2.8956484705196104,-0.17228914365056977
-2.8831407347312012,-0.9144000423306077
-2.858148986544065,-2.288631289224971
-2.848933128270577,-2.6588044154850086
-2.848385383082787,-2.680594437634952
-2.84728099352871,-2.7064432835143233
-2.8441019121588758,-2.7905494706872256
-2.8411733755883035,-2.8984274502348795
-2.824679157366557,-3.0575138510200546
-2.821599678820367,-3.0219312403116625
-2.8195982822523504,-2.996852249945716
-2.8190082112335344,-2.9720901428215596
-2.8109687169012636,-2.7934746648336204
-2.8073607703610466,-2.6363842411702496
-2.8003047246458106,-2.3451656326031483
-2.791946818146581,-1.9030909348845213
-2.7898343230547815,-1.7125678282168113
-2.7880971624197617,-1.6010647623710201
-2.7864276470278897,-1.5135444943685907
-2.780987769096494,-1.150838754024359
-2.780771620762213,-1.096357765867513
-2.777593374192744,-0.867581999639796
-2.7754069810048536,-0.687805103459934
-2.7575893627465446,0.5216084238914901
-2.7376109962529283,1.614333070546616
-2.7295461447896257,1.7975224623578894
-2.7292927875011217,1.838795864028753
-2.722719860529055,1.9127185016764192
-2.7205083529488077,1.9411181825238848
-2.7112101455569313,1.8863379368853261
-2.708717383941382,1.866729155781453
-2.703678779772173,1.75023872897437
-2.6834132979535177,0.8999011932996779
-2.6824309961722705,0.8584837060667938
-2.682174924732651,0.8283105121888436
-2.678903452906349,0.690300759748041
-2.677105354809605,0.5666495691635534
-2.6666962925031172,0.042353447823404076
-2.6557297065245216,-0.45807948075500093
-2.6556667189788365,-0.41278085342781945
-2.6453501999445437,-0.7851813997412693
-2.644067357431478,-0.7964306929117382
-2.6434387656912515,-0.7976339603900771
-2.6419192500046034,-0.8259436788477806
-2.638427126883109,-0.8732297084457785
-2.63398561970188,-0.9161717609930077
-2.625572908709472,-0.8197081357234248
-2.6235105428709975,-0.7991025332645418
-2.6118047261137916,-0.44912569653608003
-2.6109703887745868,-0.40228971449931467
-2.610567181124695,-0.35029850614638064
-2.6104735635465186,-0.39834316610137366
-2.6097080922054348,-0.35774205299035433
-2.6089009591933934,-0.3195455004403145
-2.6061868835571964,-0.16596069303665834
-2.6045612222676198,-0.07554023653240549
-2.596589673206096,0.3928284190301974
-2.5960705327508697,0.4471565962296629
-2.594349669511869,0.516987330618621
-2.5931117539428232,0.6135312503837501
-2.589360894446021,0.8574569277713657
-2.586937447584558,1.0445891749712346
-2.586005862166137,1.1308203577171418
-2.5830812682687467,1.2938823542990323
-2.5825712537453773,1.331304338431354
-2.581286856763282,1.442403842272367
-2.570802134724371,2.1397601351130815
-2.5707036432142036,2.1991107003614974
-2.570103578418414,2.2154708597206034
-2.557177533345196,2.974697053958555
-2.553638300130129,3.114954749467025
-2.5312361859697985,3.5712483028971
