n_harmonics,base_freq,magnitudes,instruments
7,4.329770563201687,"[-0.55023449  0.51543307  0.47386083  1.36845012 -0.91682684 -0.12414718
 -2.01096289]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.972207861972383,3.6458962386456917
-2.969630496922688,3.5503798993544584
-2.9668672972583856,3.4291735088839697
-2.958287216812856,3.0364256572328645
-2.944817690300222,2.3133569565990753
-2.93497409111821,1.7637616994639953
-2.934025028049117,1.7207131697566393
-2.931878131395486,1.5864037376390832
-2.927073151861102,1.339142846681651
-2.9219884589355836,1.0612695415037545
-2.921433260469998,1.0490466033416073
-2.913639068221465,0.6556700862950025
-2.9127320059927087,0.6162510805412333
-2.9072603008267954,0.37537751896016974
-2.900473026432863,0.0881052999379849
-2.8913388970749567,-0.20962366331059676
-2.890669046090702,-0.21753708938357186
-2.8896559407151994,-0.24798228378964735
-2.881736773473815,-0.45112148391384904
-2.879572813333642,-0.5080257266882491
-2.865184150079296,-0.7057657646679869
-2.860368385585045,-0.7436179666291839
-2.854104201411277,-0.77849387002501
-2.847895539507255,-0.7810126794395099
-2.847681866037931,-0.7944487333387213
-2.8474852395354286,-0.7932866502078357
-2.841798153016488,-0.8026595412563352
-2.8409321367502693,-0.7772041527982357
-2.8408067767570815,-0.7812007631184003
-2.837424044979099,-0.7868785751673821
-2.827303942119966,-0.7492451244477197
-2.8169985003657034,-0.6956041625956993
-2.812901189632292,-0.665692363351694
-2.8114248858795943,-0.6671036903069284
-2.798805391585324,-0.6282985902673603
-2.7963241284852067,-0.6243513272957697
-2.7936688733086896,-0.6201813231131764
-2.7843463572195475,-0.621325985583611
-2.780701992911431,-0.6188224954852525
-2.7799007826564126,-0.6187670545963225
-2.7786783158728032,-0.6080878055946672
-2.7759108675047135,-0.6186599184062705
-2.7641271609534064,-0.6568073853838275
-2.7634391317889646,-0.6373940070496903
-2.755627186086179,-0.690779559705727
-2.7553491506714165,-0.6792098078901863
-2.754788302401127,-0.6785886979392917
-2.7410405282965433,-0.7686521955900653
-2.7286879793628636,-0.8197366082617761
-2.7286362665367716,-0.8241374978962955
-2.728175941367733,-0.8269848286302081
-2.727321717951253,-0.82310621754285
-2.7239841478694835,-0.8476054345098959
-2.721297523680014,-0.8595447181569563
-2.7182041993496697,-0.8717498426542224
-2.6914451190944977,-0.9974935746227466
-2.6911274925000637,-1.0047579234541706
-2.689909672988354,-0.9974057076119586
-2.6890587790654386,-1.0002341989586223
-2.671430167067812,-1.1259100853296222
-2.662180345908976,-1.2225724579854744
-2.6617470200944373,-1.229781671723104
-2.6546474399001343,-1.3188529885065758
-2.6335322408708173,-1.6678958228219558
-2.6197501771633935,-2.001225305226117
-2.6186498982838584,-2.04170232706225
-2.609690442088323,-2.270952030338375
-2.605748163429886,-2.3815218898384534
-2.601022395799335,-2.503406374991871
-2.5975411356694353,-2.59759639284348
-2.5838321947490073,-2.9402513034101987
-2.5765875155974207,-3.1087802787061722
-2.572868109238626,-3.1704787929941256
-2.563421961814839,-3.314203651446509
-2.557220611587607,-3.3569572513306465
-2.555732089595458,-3.3477825241332053
-2.552696137921375,-3.365836181696139
-2.5491733095851474,-3.359402909981355
-2.5448200313480163,-3.3284529477259372
-2.538120541027242,-3.2440332441924724
-2.5335921782100908,-3.173719240192177
-2.529261711946404,-3.0895971780262923
-2.5185975260301467,-2.731492175064563
-2.5119073161486014,-2.440809304788618
-2.5094458083067686,-2.333928405012141
-2.503207992449241,-2.0159489743662418
-2.4989956998079874,-1.8047618477690328
-2.4953591633100154,-1.600810285096903
-2.495160210029707,-1.5744783930781463
-2.4909737154888485,-1.3265088281769513
-2.487915210037392,-1.1380487477622638
-2.487901991528137,-1.132830595978097
-2.4869488148731915,-1.0769862730766353
-2.478478271475458,-0.5367391910657
-2.4690449876884832,0.07603720915715834
-2.467784797457666,0.1554027575064728
-2.45826137967355,0.7519986630938791
-2.452763381707858,1.0752154942472434
-2.4522799392831987,1.1062476001319113
-2.450507560040195,1.1898128332336886
-2.441383393164605,1.6645570637495317
-2.437951393031445,1.8133520048519045
-2.436108360954786,1.887976864519913
-2.43334223546443,1.9986510782431843
-2.4169410373753886,2.462718380117541
-2.413967315961697,2.507007004327558
-2.4129950360939914,2.518953240960074
-2.403351643443929,2.5656657318866034
-2.39533199173544,2.5175398713952846
-2.3932639432632588,2.4975629551226026
-2.3911707428038076,2.4502952344200932
-2.3893051642775776,2.4289858502374098
-2.3812567869844043,2.249533481205843
-2.375348508092557,2.0833702957280096
-2.360410481197369,1.5293478486197098
-2.3569679319613437,1.4104346262829217
-2.3526514380401733,1.2233386010867384
-2.3396884528339394,0.6839355616860593
-2.3362095782687566,0.5384533341016369
-2.3328151061630917,0.4111892918165239
