n_harmonics,base_freq,magnitudes,instruments
8,2.50207758786157,"[ 0.54941021 -1.25948566 -1.24236612 -0.6103742  -0.65825973  0.05470612
  0.48186977  0.07694273]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.998880293439099,0.5180105801132076
-2.990436715414269,0.3455848641803943
-2.986444544833194,0.28334753899860693
-2.983845332838963,0.23385261890197012
-2.980186062547384,0.17773502335821423
-2.967156164385286,0.08558415013054935
-2.9510595044502255,0.07816110447458041
-2.950331231895107,0.0886910743793545
-2.943211870304608,0.13029011154519476
-2.942650542982552,0.1480140700165419
-2.937502272950744,0.222569048687905
-2.930601381058149,0.2910414843225581
-2.9243144280572437,0.40432078201176197
-2.912983097320925,0.6506022533653757
-2.911565780264998,0.6671828231905514
-2.8901757880013674,1.1864488556545054
-2.8891849275465367,1.2135954083200613
-2.882323428604649,1.4111446669068168
-2.8740283134514053,1.6076903442207826
-2.8707633844994964,1.6856849924251598
-2.867121752655335,1.756170122523297
-2.848788962511259,2.093719748947992
-2.8359114590129115,2.2491818669080077
-2.8334656972306522,2.245577413254203
-2.829488723698639,2.2668775593879316
-2.8204833455290395,2.2588025867176262
-2.819707429660732,2.2743486300909423
-2.8190073617067943,2.282035078876591
-2.8189819423136653,2.252241938175599
-2.8089117525200002,2.1940795956950736
-2.8035839600984342,2.1250630626037394
-2.7980867318228952,2.026609083451516
-2.7843880144419293,1.7062718499818477
-2.761673996827719,0.9229900161042381
-2.7613454218811886,0.908770873640779
-2.7592859468617865,0.8359813357580054
-2.7532674752387827,0.5721895231367448
-2.751786059623046,0.4940138867622274
-2.742177409659627,0.050140403990398194
-2.7402992510527096,-0.019521322824233297
-2.735097067524042,-0.26314537144323136
-2.7280520998676723,-0.6196559868040027
-2.7062290893475787,-1.6615569009225943
-2.6985696555432277,-1.9903620046190642
-2.6944987210969336,-2.156037202683272
-2.6903123552682615,-2.328896017641061
-2.6868002411259644,-2.4830818557609033
-2.6862130018536234,-2.493052042023058
-2.6762001053222986,-2.8416332182584654
-2.674671241994827,-2.894015424992623
-2.6683848806979436,-3.080389447157534
-2.6558068364135146,-3.3549101532613688
-2.6525463120086576,-3.420145332010523
-2.650603724225372,-3.4515005807706003
-2.649300815400606,-3.455626406598258
-2.634808907249422,-3.5749304593647913
-2.6282437063463835,-3.5675792936054562
-2.6227676989388264,-3.5522742276157815
-2.6088972281010667,-3.3927962310143593
-2.5926906600175927,-3.0788005402192353
-2.5883737252871057,-2.9416529472715127
-2.5847941263329157,-2.85759914128272
-2.5795977667675665,-2.699833946149646
-2.560369022216133,-2.073888755710712
-2.5556431771970542,-1.9023170336082451
-2.55171203090587,-1.7606169714114122
-2.547808669332123,-1.6208729671572069
-2.5450875542455007,-1.5299327935342821
-2.5350755396452973,-1.2002173665410358
-2.5313123257141905,-1.0549723131762365
-2.5226840792218725,-0.7821024768168318
-2.517742889241275,-0.6406793006728628
-2.5124426127406725,-0.5249145726308516
-2.5100545515763324,-0.46671775193564535
-2.5024493202190903,-0.28976527022996873
-2.495762049737805,-0.16839565020985764
-2.488077364927169,-0.05669698910902564
-2.4779098881005064,0.031768901008071886
-2.4751410156403963,0.06525461463487262
-2.472836922209372,0.060468585333925635
-2.471720949696707,0.060299862816818914
-2.471616240935817,0.07425634308889972
-2.4668368582448874,0.06635941440816034
-2.4538047098119,-0.013406560972058154
-2.4510884550402174,-0.029438798047519338
-2.447969960890617,-0.07570788553900025
-2.4442692208933714,-0.11668333010732004
-2.444134015145311,-0.12249278592424324
-2.404985919975674,-1.0028881415952042
-2.400099079932345,-1.120574862409973
-2.3935549800863725,-1.327410368235144
-2.389812695296143,-1.4308001397838597
-2.3891110636861974,-1.4619804053630272
-2.388593582146949,-1.466126284792544
-2.3734024437580468,-1.9082737698188925
-2.370609733919369,-2.0112974734966467
-2.366445118391038,-2.1066471835255034
-2.362872978777911,-2.2020663583563493
-2.3495975126124837,-2.534264502689017
-2.3427631887252787,-2.6667418158747194
-2.3421447399688615,-2.6558440100483685
-2.3401599677162155,-2.6907404942034376
-2.3339212960865976,-2.787405574612223
-2.3312945368755735,-2.835067185077039
-2.322757497060312,-2.93419570330189
-2.320250736653665,-2.93297323797581
-2.315590577417022,-2.9794239169878836
-2.3080282442260724,-2.9940838068162634
-2.3030260348087777,-2.9883262105393347
-2.302627718017838,-2.992227377442754
-2.3020589595081997,-2.9876948278182804
-2.295417953070457,-2.9767070374307547
-2.2950129041460725,-2.9747131839488334
-2.285598324440112,-2.883394429937361
-2.284623826871403,-2.8783828744260838
-2.2781175139146903,-2.785469656922381
-2.2762987266631365,-2.759863412104505
-2.2746428823709985,-2.738991790079664
-2.2667764886220483,-2.5984346708423427
-2.2560256838809827,-2.379275380241574
-2.253663074693997,-2.3280335658334765
-2.253620436236349,-2.3353656742422046
-2.2529623192634043,-2.3432464821170624
-2.2507899331465433,-2.28130222704682
-2.2436381174148243,-2.0958034932106857
-2.239364024506969,-2.0001959057472956
-2.2389097731065384,-1.974234614208455
-2.2363553314659974,-1.910456110426465
