n_harmonics,base_freq,magnitudes,instruments
8,1.9076171532852455,"[ 1.58721917  1.45547112  0.88548424  0.38878253  0.02240489 -0.25037667
  1.02836563  1.83688388]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9939127886338417,-1.7523683834429262
-2.9847633728481595,-1.5506941536978236
-2.957413384061484,-0.8463320378263647
-2.951391069607811,-0.6869471627203603
-2.9498063021316354,-0.655417492298729
-2.9484351602520342,-0.5837988829288441
-2.947362270726063,-0.5706727876473786
-2.945533357316119,-0.5351845947449262
-2.9317979248097847,-0.11463001612455065
-2.9316193617531354,-0.08154885121250367
-2.9228132280225925,0.18006655282417589
-2.922384041360088,0.19187239515228463
-2.920261576781,0.2676816529126009
-2.9190104081357866,0.28055912471274924
-2.917507694419205,0.3681575323031895
-2.915281586705209,0.4313396022192866
-2.91281705325111,0.5120101868572134
-2.910433417468554,0.5618681950971859
-2.9026866473188475,0.7910517005402292
-2.9002807222554177,0.8687773411312741
-2.900270331283978,0.8732233310030045
-2.8908084617829877,1.146287988654027
-2.8869684507185718,1.239446604961591
-2.8828103384489854,1.3550876447787226
-2.870532716870109,1.68190690214008
-2.864801441353242,1.7978625179040892
-2.864039726903769,1.8208786495154043
-2.8583958514865238,1.9231440239217477
-2.8578968221776417,1.9446832815983104
-2.8577720993778204,1.9309722231796103
-2.8562998467076923,1.9791283794095025
-2.8561527358074246,1.9809742871226985
-2.839038726447063,2.2469931806697736
-2.834407363478798,2.2721599928982767
-2.816130910224128,2.38357920679252
-2.813385977259596,2.3726550763190377
-2.807950362402531,2.370124630529001
-2.8061359026376422,2.3552026730646034
-2.8041507915781754,2.3511685294689455
-2.793526859075037,2.2536077196775435
-2.791502802341138,2.2308699043256435
-2.7783231745534547,2.06535512316312
-2.7742272390906826,1.9894195996776445
-2.7480762127564935,1.3442019356045363
-2.747560583764311,1.2993076970960018
-2.7443905966099322,1.22916572339132
-2.7427684793585807,1.1775666713008233
-2.730448129898928,0.7650221767161696
-2.7256500106733093,0.5936278319864802
-2.723138954889035,0.48448987879099253
-2.709171798496146,-0.019779302110212654
-2.706891365677709,-0.11727109166073739
-2.684270936445426,-1.015821846602946
-2.6808803611272376,-1.1166164966364827
-2.6766657709210406,-1.2745645340274097
-2.669895951519343,-1.5501728853462227
-2.669685930729787,-1.5713248090472824
-2.6646212130596068,-1.7472431060520406
-2.6618832644758204,-1.828277973642315
-2.6581833986067442,-1.9603203798408337
-2.6548434306678823,-2.0724842726225505
-2.6532781481548455,-2.1252514400463225
-2.6491723382706605,-2.2368155354630965
