n_harmonics,base_freq,magnitudes,instruments
7,2.3975319448789176,"[-1.61850253  0.39027033 -1.83489309 -1.89772569  2.03452748  0.80769287
  0.82473915]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.997298789566724,-0.27782746611334613
-2.990661861535199,-0.12688640470951823
-2.9896357609067525,-0.06743944755659156
-2.9891146158570754,-0.05584789444030082
-2.9889523612107327,-0.06703455972211504
-2.988382251507243,-0.056592241632602985
-2.987121494406078,0.005351981814225026
-2.9789402289530926,0.2870519558825216
-2.977963704978583,0.26918986205363493
-2.976919697409884,0.25375587074747247
-2.973834172952989,0.4281998275743108
-2.9697817592524536,0.5277422150162734
-2.9686117370156695,0.6131742894880953
-2.9574509842991525,1.0067157130440598
-2.955839644376721,1.0574255357680449
-2.953090911390966,1.173441336182281
-2.9470912491092616,1.322324915683679
-2.9376234279885653,1.6476089022466047
-2.9219241058093925,2.1607516476457165
-2.9175568459542136,2.2756980364933797
-2.917306143143546,2.3417024538050977
-2.9041594619314033,2.6701088604703873
-2.8917117524731686,2.952535128841806
-2.8886724476476626,2.9797675991212866
-2.8876370344475255,3.0116155544261547
-2.8677338413695415,3.2398424817410625
-2.8647079672004985,3.2313365854172953
-2.8538623218586565,3.2779980636838983
-2.8498882692743104,3.260146925907518
-2.848019869341896,3.280418035624754
-2.844407849216703,3.271459092819827
-2.8439511329551266,3.2721687118588005
-2.8271840341738708,3.0126078812478734
-2.826582611303283,3.103636391625092
-2.822825324356188,3.008576226977648
-2.821130792166916,2.904294179050802
-2.8133698593241503,2.800540679437296
-2.8089229829926525,2.6643294957590884
-2.805389938046164,2.605045367467081
-2.802139850742426,2.452023682842859
-2.7976979303172005,2.3549008949871784
-2.794251022615211,2.2145529339543795
-2.7940157864559403,2.1339635978061313
-2.7933189150534883,2.181452698824832
-2.7826617968293896,1.8204380779354972
-2.7785026021716472,1.6263827258264243
-2.7693555801956093,1.299799352764263
-2.7637066981616254,1.13299865213669
-2.7609850793630013,1.0002661544173375
-2.752171675367316,0.6302174610765583
-2.7503267901857007,0.5231050447700782
-2.7435261499949024,0.2573210377929958
-2.741396144324351,0.16791783731071236
-2.7398302374123675,0.08082406777384449
-2.7285689145991148,-0.4268695792934568
-2.7045456701448227,-1.3169664509174424
-2.6981496670290928,-1.48479800091561
-2.675381997847441,-2.1851082808884876
-2.6724097709641335,-2.2544552873592587
-2.6630669354953675,-2.4170790498651655
-2.6594851289800117,-2.498578564723378
-2.6553779978933223,-2.5389971380206737
-2.6546868401264665,-2.5281097229897362
-2.645604837896465,-2.6094463311667138
-2.6319691904466715,-2.72331312450603
-2.6186818040743054,-2.63549716541343
-2.613140497610993,-2.5594223925645374
-2.611852017559616,-2.5973809493681483
-2.6059095001025536,-2.5296571899593148
-2.601934011034231,-2.4996686098917933
-2.5977480908076442,-2.4474534130093724
-2.58961918011672,-2.274816138333628
-2.5824896803347093,-2.0967324182898355
-2.5769180052185887,-1.978519728742073
-2.576647068382968,-1.957638337142782
-2.576608233791659,-1.97162309383624
-2.5593009040655557,-1.5247790452182388
-2.5571630491180453,-1.4354006428103345
-2.554377387549384,-1.3868944573133528
-2.5538018486745084,-1.3879739556707227
-2.550218147776844,-1.2798899826064518
-2.543531233629931,-1.1304459678339962
-2.5405393259528752,-1.0260513283421235
-2.533190228004086,-0.8423548660893357
-2.5310815520217425,-0.8005837960865274
-2.5034400540846056,-0.03318640120963194
-2.501298056214788,-0.0039005320396338673
-2.4899865297333448,0.16362880213162623
-2.4746073766155945,0.40090511836997844
-2.463623996337744,0.5375295097594422
-2.4589689022260135,0.4892394010347427
-2.4459714873449396,0.5737885033648221
-2.444800232795933,0.5499920702235481
-2.435395393046372,0.5611444006154369
-2.431465776799043,0.5466599904688157
-2.4313047607920093,0.44909621434809555
-2.4255265825367305,0.46886907847306986
-2.4174141065623314,0.37711121406538994
-2.4148200717526977,0.2858022758118657
-2.4146983946633416,0.25578271273312625
-2.4139953349140684,0.3233773785661044
-2.4066402930014794,0.1600958832923208
-2.4047269290857156,0.16070540592622706
-2.400748355165362,0.06346043346367833
-2.3968644927444,-0.02788509089263385
-2.380235129877023,-0.5219437553796734
-2.373918491386739,-0.6928892407607984
-2.3634431686185815,-1.0480399513497338
-2.3603584328498624,-1.1424801638370716
-2.360342986523438,-1.15610346383346
-2.3599601121121694,-1.1410446330518047
-2.3494225822985157,-1.455705137873635
-2.339826778063337,-1.818309750067281
-2.3339703783078845,-2.075165088860425
-2.3232471169893087,-2.3830851327429885
-2.3126090877727434,-2.660284103889096
-2.3121923686633084,-2.7363438779292526
-2.3121908636467055,-2.80462768030475
-2.3114596335579742,-2.721722619764405
-2.309924025648824,-2.7589148165333794
-2.302309314556353,-3.0226402771636725
-2.2978944743858563,-3.137040184799654
-2.288470742120147,-3.4353491717218323
-2.282124389306645,-3.624950663268716
-2.2817674101509318,-3.633852394156965
-2.2807839332288253,-3.5913151847435176
-2.2702382120484446,-3.846371297728359
-2.267165146280084,-3.9154585584507617
-2.2626054142216994,-4.022654635285596
-2.256564645051136,-4.041414444491841
-2.245715841636236,-4.180819573990197
-2.243337489682098,-4.293729392303614
-2.2392166830225886,-4.290207734281192
-2.238740605257372,-4.26520275530261
-2.217034451061264,-4.364230833482633
-2.2081036288805223,-4.234979992578746
-2.2033577046426633,-4.223099952238667
-2.1973010340014234,-4.174794185968514
-2.192803822307737,-4.051936300073856
-2.177025793791793,-3.861034752338804
-2.1745437514817985,-3.7954352696682294
-2.16510855798366,-3.676323484086844
-2.1546842617318855,-3.4305075444493722
-2.1515828321239923,-3.292304541203594
-2.14831565889122,-3.2333559915314107
-2.1438300838849322,-3.1443849438052034
-2.140856202385521,-2.9829399899718756
-2.137546086492745,-2.9329941944387916
-2.1160799024396484,-2.3396775156187344
-2.1157206729075657,-2.314179527951215
-2.111756173917561,-2.273872404043793
-2.103415712671388,-1.9951540856099712
-2.0986734986956317,-1.844621439241899
-2.0880261373731797,-1.5213283110083438
-2.0736806872639946,-1.1752780176262814
-2.067497850960641,-0.9113211568724202
-2.066026225438681,-0.8922200154385249
-2.0601709967710464,-0.7724626106575415
-2.056484123758765,-0.7100741360351801
-2.055273855379256,-0.6615485628000062
-2.0548638955874092,-0.6251379891826442
-2.0533171812400006,-0.6005436232671266
-2.0404179813819328,-0.3277494103934161
-2.0381182867003815,-0.17002561958899265
-2.0239538935089927,0.10376732845114114
-2.020262754823033,0.18441901611264175
-2.0114194327557327,0.35632862966792056
-2.0112844068543736,0.3863869128126022
-2.0006048280467583,0.5621223862525269
-1.9927427206522508,0.734479977657291
-1.9857996824499209,0.8487530003573193
-1.9821596689383545,0.9364266864824055
-1.9777234887829267,1.0124940197342875
-1.958159529722004,1.2370186855077556
-1.9547641751740974,1.294588638911799
-1.948659459705691,1.4122698406998444
-1.9432352260886885,1.4016293446463486
-1.9390610321885433,1.5497243079558076
-1.934407115898711,1.6050985908453057
-1.9276588822755383,1.68057144586873
-1.9268826245685426,1.684890888998087
-1.9149095704139443,1.8231721627831758
-1.9147486536700078,1.8540099979516769
-1.9141266545081637,1.8257727744459002
-1.9090463636532649,1.8632553629715736
-1.9024447140963678,1.988833923741193
-1.9021226389702015,1.9319604299380528
-1.8973838008184634,1.9699715128610547
-1.8929834226500146,2.0868004946154013
-1.8788172676117514,2.2582236961723403
-1.8771969277383973,2.2385366201449455
-1.8730847195783689,2.2091538239414197
-1.8592630309214553,2.3909390938981363
-1.858827947301267,2.329685965565423
-1.8558892274916694,2.3665443875794394
-1.8328542486190076,2.5302693425075025
-1.8324584421187564,2.490442040985929
-1.823755185424677,2.526857229793509
-1.82348002021901,2.535630286960291
-1.8223184338659888,2.531469258304907
-1.8133933887591314,2.529578455052541
-1.812345308212997,2.468935590625081
-1.8078338344162828,2.512609160870024
-1.7992117479267158,2.5631556171319496
-1.7950017641314904,2.5532195657355508
-1.7881755505564225,2.4110642932251802
-1.7839430296149406,2.515782491274036
-1.7765326398778594,2.457374583511018
-1.7605402038989226,2.20529944126608
-1.744496442058954,2.050657622758524
-1.743117646282611,1.978304542327894
-1.7340859197316043,1.778826794076338
-1.7317551554977282,1.813452692070455
-1.7270177503184008,1.7103652689255102
-1.726507389282295,1.6533009812502912
-1.7249509022785967,1.6352855429656832
-1.6986409452614901,1.0437412154857961
-1.6973773164578156,0.9401437897604776
-1.6945537598066862,0.8182403857957554
-1.6919089024209393,0.7697470567565249
-1.68484560031127,0.6893389958031138
-1.6830529541445252,0.6288414360677532
-1.680742168800395,0.48403262881590736
-1.6762322273996195,0.39734556539123733
-1.676080622935884,0.4227322567190856
-1.6751115333427902,0.42318819602407975
-1.669839410299298,0.17948037984602166
-1.6604090231372137,-0.06585273282030249
-1.6559546744275682,-0.2045201448753347
-1.6551834499165399,-0.2384832126377519
-1.652411903048959,-0.3349066562307408
-1.6433669604150536,-0.5546278923542798
-1.6329121573575367,-0.9253693518579517
-1.6215764027421995,-1.181673055076197
-1.6203564796584908,-1.2194374972970667
-1.6157353803159649,-1.3912750700660694
-1.6137132109224042,-1.3546399122454236
-1.6024415614230771,-1.6823769833183626
-1.5972101466146158,-1.7960603274729914
-1.5924420927117993,-1.9236749265661761
-1.591981520161677,-1.8757616537127049
-1.5656126234893932,-2.3895207573503217
-1.554952789642532,-2.449308252949895
-1.54412850525935,-2.5741073424333125
-1.5377603145258303,-2.6843893277269038
-1.5319686898420362,-2.6152824100441276
-1.5302799910036415,-2.6397601986293497
-1.5264589940969586,-2.639534655031161
-1.5227556291495803,-2.634230452355874
-1.5218531475913188,-2.682106905457946
-1.5207509285197884,-2.646307580533997
-1.5190784021305923,-2.629167386360872
-1.5117381650702322,-2.5795071904805327
-1.5100846027910664,-2.598623810468862
-1.5014416674209254,-2.5002781265990377
-1.4981352676132893,-2.514915266201617
-1.4919646155383934,-2.425563167723276
-1.4844425252572406,-2.3790009293816405
-1.4754137343754024,-2.316741488301554
-1.4745342479036352,-2.3116859628025805
-1.4709330219052974,-2.259028445415008
-1.4679191381586854,-2.173733332043628
-1.4671247977812527,-2.137193358303221
-1.4580492634259006,-1.9769697781699032
-1.436344439345224,-1.5516509268796723
-1.433166542218035,-1.5140692716300264
-1.4243072286172018,-1.3688705712763765
-1.3955541589140883,-0.8345964842939079
-1.3871777765637938,-0.6543002396382069
-1.3862190262761638,-0.6314306249908648
-1.3833042679206091,-0.6335822801244684
-1.3791770581148657,-0.5019238113749968
-1.3778474305261434,-0.5054839414675022
-1.3769604549396965,-0.42836693727955805
-1.3742599673891056,-0.5019439851922586
-1.3688587593399815,-0.3526588735371566
-1.3580091268111705,-0.21022892827836484
-1.3499487899231148,-0.10342916870206448
-1.3457230610050406,-0.07185769340296674
-1.3347683202586527,0.12148003610867189
-1.3267192264275265,0.1582394850590612
-1.3220459514827572,0.15854503655669835
-1.3197587988886106,0.15685288671231937
-1.3129283082411838,0.1867057698876266
-1.300322252839194,0.29114340460557814
-1.2833726588542564,0.4135914407081452
-1.2822217011510908,0.3233582845140312
-1.2818226224401026,0.4232549713219629
-1.2811803172110627,0.3432450685755281
-1.2810343551365957,0.3152871508270365
-1.2640056040600693,0.32051447761185525
-1.2571123849875137,0.3728516628142953
-1.2465754269972034,0.4166992959571434
-1.2452028538060855,0.43068278994858794
-1.2375226117132474,0.3887095277921721
-1.2337418933157898,0.3828097450543973
-1.2281272963315684,0.3989981759934121
-1.219918028477647,0.40225797242083716
-1.2183413815093376,0.41550471602444694
-1.1985718916662553,0.4582111079387141
-1.191114841762633,0.4773077402719272
-1.1812678110322892,0.4702189536715789
-1.168486337314748,0.5310665794781936
-1.1625595681407133,0.5892274110609339
-1.155660978725792,0.615534233849768
-1.154677177949179,0.6299102971621284
-1.1511471460971034,0.5948303380879822
-1.148346732213918,0.6101972943447432
-1.1400763382399244,0.7105608362813013
-1.1397256190302762,0.6727483786019409
-1.1329140417786976,0.7814715152154212
-1.1205525923780177,0.8409749360804913
-1.1177908357072075,0.84113865353083
-1.1157975935128128,0.8862452690807159
-1.1058378437153096,0.972766283482957
-1.1021729483585097,0.951265648189907
-1.0984109525396168,0.9664388108227906
-1.0936227354317247,0.9957349805244741
-1.092835523240897,0.9797500387831362
-1.0926727801210268,1.0161147321311983
-1.088080210547913,1.015301018065621
-1.0674825455104706,1.09881461997183
-1.0597880668644728,1.0901927557850093
-1.053646890710475,1.1417861301358811
-1.0505983176143534,1.1360743854967787
-1.049005902670135,1.153037361818608
-1.0441070869421873,1.1581932323654738
-1.039888569669354,1.182401815730439
-1.0358320266740912,1.1433887400269294
-1.0322244079421097,1.1077181141518475
-1.0247465195044982,1.1326950794319723
-1.021668345677712,1.084015833355075
-1.0112782617946448,1.0243534265331036
-1.0079267701885888,0.9797507990050581
-0.9986641686679594,0.8740338848432665
-0.996080262558313,0.9601463389640145
-0.995976702205795,0.9244328511153819
-0.9846266782776438,0.7720196993944104
-0.9824200999546742,0.7761846123883593
-0.9793617168907067,0.6748572650968863
-0.9770398380293077,0.6969504342821543
-0.9705573031648074,0.6469312790391718
-0.9695489231592282,0.608397645860533
-0.9647732759216803,0.49416736623875335
-0.9633555226306374,0.520516827965847
-0.9611852553694749,0.486747633281592
-0.954333523438454,0.4022088847063957
-0.9524797090527342,0.39888636537204714
-0.9481562334000264,0.31662253991406886
-0.9432155332866827,0.26051393434545955
-0.9278003318382542,0.020559510629386366
-0.9213700370025499,-0.0961800813150461
-0.9189851767739561,-0.10631739657467415
-0.9155177828697054,-0.1697222136467169
-0.9015087311049514,-0.38095663995253154
-0.8992669603027164,-0.348994804063515
-0.8930687396509076,-0.34919463351761587
-0.881137660873542,-0.6052038060347281
-0.8628334835215572,-0.6687645634965355
-0.8530920232489825,-0.6066045322627689
-0.8510100881971914,-0.5850938302293813
-0.8445770870149545,-0.6294236980233548
-0.8398006247577294,-0.5843723647253207
-0.8296411124753362,-0.4682344336883141
-0.8239813562467653,-0.41423060876849316
-0.8222284277630738,-0.4416104668184132
-0.8144642070959165,-0.3280355829180523
-0.808296357427047,-0.2233389118666329
-0.8047976818291094,-0.14791032984573238
-0.7829952745545636,0.30085952952825185
-0.7625210236642106,0.7691756628701659
-0.7502398904349645,1.042057610621146
-0.7483789631358819,1.2293035218086112
-0.7433649529245816,1.3238395328946577
-0.7374911936068331,1.5043917372552411
-0.7322808693648657,1.6670915002328968
-0.7299906732391253,1.736064878522874
-0.7030482212947518,2.4862387018384067
-0.6967490083687355,2.5866590328156462
-0.6924417877730749,2.6231570149374233
-0.6820067509391095,2.9018783689550425
-0.6586974362271771,3.178976222547535
-0.6374131261578064,3.3068635761543748
-0.6339086181299196,3.300983995579024
-0.6331966409024847,3.2694960932701225
-0.6324611064765753,3.291604943211618
-0.6294670860563318,3.281533146438215
-0.6135365566410824,3.162760367323967
-0.613407967740101,3.1055284124537668
-0.6094212506198602,3.0413318223824533
