n_harmonics,base_freq,magnitudes,instruments
10,2.5681418458497203,"[-0.48406863  0.43045505  0.1926035   0.46683669  1.38915792  1.95231053
 -0.43069046  0.12132607 -1.11693692  0.35245331]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9652839959228414,-2.379089372584179
-2.958354534575469,-1.9586069911788722
-2.949405833023917,-1.3843537160593251
-2.945892494293923,-1.1360349556789537
-2.941615956196382,-0.7385895593802412
-2.9050647484299583,1.4987780261571717
-2.904848627221536,1.5108062398512738
-2.889827789012666,1.9602315897018743
-2.8847790790432475,2.0333576704152887
-2.8777256649049665,2.1254041956810767
-2.8736354431281628,2.180227223942027
-2.8673360187466184,2.096228649455202
-2.863856482787785,2.0260435403121235
-2.8636216264953758,1.9593883368579945
-2.8530020962931975,1.8000548961069098
-2.846624357135056,1.4382173470483508
-2.8425765346103917,1.2343280146708437
-2.835410470090226,0.8289403543927061
-2.829622418971406,0.4696109252604295
-2.828757513583093,0.34839710165864124
-2.826041940658114,0.18278223248314304
-2.817404445256048,-0.4431446287105309
-2.8112514694314443,-0.8369514384759233
-2.808937960759363,-1.066203588478542
-2.8086425240132304,-1.1207183146994095
-2.7993576502939357,-1.8004466310472944
-2.799354720465714,-1.833037321863172
-2.7983907361982743,-1.9091111500431617
-2.7884647040718584,-2.6165932818656574
-2.786993397915209,-2.763278875103795
-2.785678435821083,-2.861686740823882
-2.781613166349212,-3.090956507809407
-2.77893920942563,-3.3086492033968438
-2.776499385868452,-3.4650546705948964
-2.7734764825608167,-3.601880582193818
-2.7702795200256456,-3.831984733791072
-2.7700727754799663,-3.853096060580647
-2.7588670132866144,-4.315138444762914
-2.7582219472405622,-4.31137316194578
-2.753366612354405,-4.455195010974756
-2.7448772143454603,-4.6035344784056065
-2.7410458024301274,-4.6760623938400725
-2.7229800193936904,-4.398613263163151
-2.7199528972033074,-4.297235976234219
-2.698968729126366,-3.222663825674618
-2.6980022632852525,-3.1366620517517982
-2.6928161634846686,-2.742963862527078
-2.68744569875249,-2.339779374626473
-2.683153922079323,-1.9352966584493418
-2.6831318902636,-1.9862047538271117
-2.6773395630653862,-1.432115336401633
-2.676922111578256,-1.3784885619035863
-2.6737910778309573,-1.1105074907824612
-2.6726087874155313,-1.0213985946539266
-2.6716844587119484,-0.9205125937000754
-2.6678890514860925,-0.569894438977616
-2.6615648171054302,-0.03396955331764606
-2.642433143928448,1.7014222451566567
-2.6334447409211075,2.4321740424237976
-2.623895561611091,3.075425778528506
-2.61997406032175,3.298998320969302
-2.617577729416935,3.419595867603025
-2.6148777230138007,3.591739883059694
-2.6130700124937665,3.6199402088181714
-2.6077139740901156,3.848539787836635
-2.60577243033363,4.0009825988590055
-2.6011456315877792,4.084550646522878
-2.597053168501011,4.1515689248183
-2.596130190985846,4.2191849603179294
-2.594432471740535,4.243861828348717
-2.593837380729362,4.231082758006021
-2.5901791073113527,4.2688700778139435
-2.5889387965045922,4.267858945059063
-2.5842782246470533,4.224312084875984
-2.579439620018279,4.244515103109571
-2.5792910641738054,4.268016108773619
-2.5789465087011205,4.233035116597288
-2.5763093767564973,4.239248297968798
-2.573969417359745,4.148942664068228
-2.569117142257571,4.058518778286184
-2.568244161653355,4.038809577860789
-2.5622967793421543,3.872199475882864
-2.548641518314236,3.318160460846674
-2.5447539928883653,3.0851120111990835
-2.5413341580359,2.9398603701005945
-2.530844820423656,2.272643638071591
-2.514823590269411,1.2300259742085744
-2.512763613597147,1.1065893592496552
-2.495402731905674,0.059163291961290373
-2.4946812318137903,-0.009942745837700242
-2.492497803025353,-0.07405474143652467
-2.486827387370738,-0.46927059198809495
-2.4823864545158827,-0.6356287062349757
-2.4723258498704768,-1.0475941049641626
-2.464658358290496,-1.3403223948398324
-2.463796003863986,-1.4211480111504142
-2.4623232757547275,-1.4860304749289683
-2.4404454906484045,-1.927125866785394
-2.438519281832276,-1.987008856131372
-2.436278850149379,-1.9521717046859701
-2.4132183256111226,-1.96639901423794
-2.4127355362362595,-1.9357397560555665
-2.412595869754682,-1.9551599854166692
-2.410712903409449,-1.947317102308862
-2.398618933260175,-1.8319803301081798
-2.396849973583967,-1.778286223939998
-2.3898291385000956,-1.6068591092217996
-2.373710230355792,-1.4488131312776862
-2.369223510295922,-1.4426427257739058
-2.369129642036584,-1.4072818057692211
-2.366188547137786,-1.3018739938029058
-2.363205815641142,-1.3499797847823591
-2.3523090864532223,-1.2274804176180143
-2.3464973019630344,-1.1301910125255696
-2.3283206153341305,-1.0436420676130025
-2.3234321453267333,-1.06226740390802
-2.319979287758141,-1.0366931628129172
-2.3145756877296177,-1.0630374305877148
-2.309233675215065,-1.0485304109125937
-2.3062753690014537,-1.0475704091727978
-2.305009005800763,-1.0143250827958679
-2.300196366475977,-1.1009994579036384
-2.2980705144849836,-1.109804771470283
-2.292498539539305,-1.0720313602957083
-2.289675165965108,-1.1427263860193309
-2.287625834476539,-1.182130689494729
-2.2856656091053007,-1.1286798741988373
-2.2837807151480947,-1.1836815190498806
-2.271280129676401,-1.1943622812337056
-2.2692069579088203,-1.1846275667948853
-2.264232060731291,-1.2375879855527483
-2.254590050222677,-1.1821071917367045
-2.253609311217012,-1.2125695235795815
-2.2532482152121274,-1.2455580157544703
-2.2501240837894954,-1.1397726212855135
-2.2460724468047006,-1.1659619946754602
-2.245661546938116,-1.2004932231438232
-2.242099338970625,-1.2046125110940245
-2.239151383340312,-1.1936601163117864
-2.227005924984155,-1.1253774357238908
-2.2255683908082036,-1.064364888154981
-2.21505162912534,-0.980423478296076
-2.201884540703733,-0.8866037584832922
-2.1962983333510895,-0.7144418770244092
-2.1956588970130673,-0.7913093917763395
-2.192062709895425,-0.7248654068496355
-2.1914487494836217,-0.7563207664283402
-2.1803603595366727,-0.6072395971908991
-2.1769735542744013,-0.5446519731321556
-2.1667819847938308,-0.40313107363790956
-2.1584276690008624,-0.44552433855436424
-2.1401730388014077,-0.3925568559486672
-2.1231361588696824,-0.494374962500196
