n_harmonics,base_freq,magnitudes,instruments
7,2.050198839722215,"[ 0.03454156  0.65967513 -0.67385912 -0.15286471  0.54390493  1.3086264
  1.17982019]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996600374708901,-1.7324339050693804
-2.9965968243812324,-1.7295065772186826
-2.9952088518889726,-1.7185336113181302
-2.9927980516289816,-1.698926050629118
-2.98530641190931,-1.6169298546167379
-2.9802035067739574,-1.6001598866196654
-2.975871972699267,-1.5243525891743033
-2.9636532612877238,-1.3557928763890803
-2.9603819763544763,-1.4135564313032438
-2.949343953698225,-1.2570822575578295
-2.9488865023132282,-1.3067714025849562
-2.9469556261800918,-1.2104216807403434
-2.945045591840544,-1.198163241514507
-2.9322758957900494,-1.018915277482363
-2.904479208820426,-0.8070375413233652
-2.8936890671301354,-0.6700271670653014
-2.8910002154961214,-0.5963548773429249
-2.884962359025434,-0.5643119415481124
-2.872549812701572,-0.417778157829141
-2.8724463863805028,-0.43259132333326683
-2.871005801568357,-0.4456030759525049
-2.869849713081266,-0.38905324438307237
-2.8698147317856537,-0.4376679477765288
-2.859897095888658,-0.3418921189018293
-2.859068593100857,-0.2887800857857945
-2.8477583547047196,-0.2358856133768025
-2.836830295634644,-0.11881502792040852
-2.835570053152285,-0.06287493463732387
-2.8301142953194205,-0.02567873350248458
-2.8283684908283266,-0.054221960485263704
-2.8191193588803305,0.01936316697587304
-2.8090882436547924,0.09583580235468803
-2.7953032258047363,0.16621967571267948
-2.794322037387895,0.23448740363335646
-2.793736463581869,0.26925669758112575
-2.793375287577354,0.23675802466748272
-2.780382174066429,0.30710802504180934
-2.7790533328303018,0.32221209756353786
-2.7722816065724647,0.34676292800333897
-2.770920373596148,0.36763863632181154
-2.753628442432597,0.4869513202054033
-2.751216952274831,0.48851015484036336
-2.743814720371366,0.559271750401418
-2.740161120072079,0.6025814242838042
-2.7383500417397943,0.6122665044907223
-2.7341054060575853,0.5875706736486198
-2.7272146981310064,0.6781481481637008
-2.726184315802303,0.6463268380948731
-2.720610410487093,0.6730614774244236
-2.7085906301860114,0.7595644293913203
-2.70042726617981,0.8594038130073635
-2.6912849665271112,0.9349420920105274
-2.6871815527326612,0.9491501099296028
-2.683778596726717,0.9627542072926978
-2.682475647194299,0.9651388398298155
-2.6748827859852695,1.038187615583062
