n_harmonics,base_freq,magnitudes,instruments
10,2.264716770114484,"[-1.11761379e+00 -2.84771661e-02  1.03391807e-03 -5.52108528e-01
  7.05070199e-01 -9.60358786e-01  9.23361720e-01  1.83379665e+00
 -1.49673918e+00  9.95476256e-01]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.9975030936068037,-1.1601625447185242
-2.9939107591874583,-1.3784746315459273
-2.9827257142385863,-1.8693398907882492
-2.9601097462411685,-2.9491625021875243
-2.9531548989257645,-3.2555958809851724
-2.9522948530465025,-3.3129837610313326
-2.9483159945258226,-3.4702548860612046
-2.9405313368176245,-3.7846630139739776
-2.911336752701196,-5.003610729049943
-2.910152456735047,-5.014710272341822
-2.9079767852863307,-5.090935596309405
-2.9054966127600066,-5.164641491692586
-2.904580793970954,-5.19516465881896
-2.892071900276661,-5.506410763203209
-2.890044897161868,-5.507957195386335
-2.8898129142365137,-5.52106327972237
-2.886794713058639,-5.601389102895461
-2.8764839615460027,-5.769886044900483
-2.873541429561769,-5.802506097533758
-2.870700114709545,-5.787608006603935
-2.867327535897938,-5.854796298420404
-2.8653180611133013,-5.831915675797324
-2.863700821816244,-5.894453301664229
-2.8626926862728173,-5.870108085612733
-2.861643915602082,-5.864590112726107
-2.861479875919951,-5.893044900118317
-2.852080347251358,-5.844095814712186
-2.84950359612653,-5.84420142016792
-2.8459222979513186,-5.8457653263194125
-2.8299524113128243,-5.564748951024695
-2.8199294376662367,-5.346162276957997
-2.813016678083524,-5.213481525998444
-2.809998577991732,-5.165182212677873
-2.805381801653328,-5.008557359036943
-2.791096138747013,-4.529738153774361
-2.786407406409753,-4.3016184953903895
-2.7847447787210196,-4.269391137766196
-2.784534198444768,-4.245918941711307
-2.7769968283744357,-3.9405522151202854
-2.7613291971296556,-3.2047378415000214
-2.751829673207893,-2.7327507180133646
-2.7494346253766224,-2.6597543830646035
-2.742125251606927,-2.2807353979688223
-2.738860296296069,-2.096548466108931
-2.738826733958136,-2.0923806809971035
-2.7381935469521275,-2.1169230891107405
-2.7381373349896387,-2.1504572897156593
-2.734533128698186,-1.9002723149113478
-2.722217197310652,-1.2584743963287388
-2.7137531684805873,-0.8093772175040437
-2.6920656084119763,0.20294887440435144
-2.6916576013453772,0.2724161456250038
-2.6883156940015196,0.3869686348891684
-2.6846690970594365,0.5029265567459015
-2.682151020504333,0.6871887844562509
-2.681099045572097,0.7092994490678945
-2.666582167676303,1.308227101465073
-2.6665580030727387,1.3621079198029422
-2.662596789989228,1.4656896653671092
-2.662327875967159,1.4622073575758043
-2.660277963472895,1.493176376360552
-2.6481983063887102,1.9055982292806728
-2.6476976175009144,1.9204694722924698
-2.6446983463627167,2.0174519851365322
-2.6441409338543074,2.0339547077108504
-2.643103319394325,2.0504280384279614
-2.63794402996201,2.194631907818215
-2.6282933997815503,2.392455414951172
-2.6215723444623595,2.4510710223455736
-2.6206855272814096,2.461490151559312
-2.6181865696245055,2.521378818356663
-2.616410347382786,2.490916402826842
-2.6111851138614766,2.56914786249468
-2.6039847228727693,2.5703187587771756
-2.6020443136596993,2.6064049073656554
-2.600413490544989,2.5599011239796363
-2.5996442929442134,2.5743642357780496
-2.5990052931916066,2.5861329152890185
-2.5960248422514858,2.578412378501075
-2.5925338445079733,2.565123388118402
-2.590225246500254,2.5095014324917004
-2.5829558649467432,2.458053318007087
-2.5429014064464597,1.5544583851209308
-2.5419704850112437,1.5709536182109214
-2.540074954698631,1.470524382040514
-2.526865848735203,1.0715209980176648
-2.515910599702916,0.7272287963350516
-2.5074431778591295,0.5436701132661391
-2.4926188280474824,0.09228881727520176
-2.4910235062670347,0.05879855053242879
-2.4906077866147793,0.08203007087811422
-2.48775717723875,-0.018830338906205467
-2.4871480903188643,0.004767573885611352
-2.484736613331957,-0.07414305711993514
-2.4748798926377993,-0.2153383869600825
-2.4661451224013318,-0.34074527517390835
-2.4648580503835684,-0.342313467477606
-2.456955028860823,-0.3912032347920842
-2.4488085520993437,-0.4151194973994599
-2.4430990909386336,-0.3304008101863741
-2.4328490663974462,-0.25783522537183423
-2.431688181396222,-0.23806753687666193
-2.4167696749525502,0.1468440090209393
-2.4144426136891823,0.15889000964342254
-2.405421848827425,0.4504762849905082
-2.3948427482144377,0.8041994630549643
-2.389258456476491,1.0373025025022526
-2.3839595534076956,1.2346350548191056
-2.3702769114857696,1.8232366016344677
-2.3633233475698443,2.161151332417966
-2.3606381082343315,2.2246815749670295
-2.360380414220109,2.225836409694504
-2.3587215525837943,2.2665870557170704
-2.3311305714281794,3.288032348822004
-2.325243992557721,3.3643178358027783
-2.3175256343602655,3.5815777712032673
-2.308811542476806,3.7164810967488897
-2.3045956062037307,3.7468100362323185
-2.3033817573807935,3.771269213706813
-2.3001282583725615,3.7484657952681606
-2.2968621830244906,3.7185835392074185
-2.29510227644446,3.728310422066299
-2.2883772359433756,3.7111560638175454
-2.2704129113155864,3.372119879115665
-2.25842097729917,3.0046491355337874
-2.256172107933141,2.892783424495415
-2.2423190650512765,2.3219382984934316
-2.239349235047946,2.178384209365679
-2.2379091798121524,2.065162062688188
-2.237307394456348,2.0783710960193624
-2.228902435570152,1.625851577854884
-2.2285415276273737,1.6254060610074812
-2.2274698636990333,1.5490637521623052
-2.225482496920365,1.4141176064490575
-2.2227989668704202,1.3000990957292364
-2.220162954113682,1.1204833102776475
-2.218765473839463,1.0347326826682095
-2.2180843454904995,1.001758264989949
-2.210144367444487,0.6119554172171259
-2.2034054006911363,0.20845095066073283
-2.189742738890451,-0.507998810197994
-2.1882482132772814,-0.6196302968298482
-2.182732425799034,-0.8582216208208302
-2.169647689387034,-1.4220086224866273
-2.1533169081112256,-1.926627092590179
-2.146203507207544,-2.131974748122189
-2.1339645586665643,-2.2020348988679928
-2.1231064926726235,-2.128635529736133
-2.113130409539079,-2.0773181519668373
-2.109110008320772,-1.985929212440896
-2.0972213007294904,-1.6471139338942837
-2.086037675397141,-1.2194234683362977
-2.083069062029242,-1.1310642398092898
-2.080751252899164,-1.011565909820039
-2.0788135769550977,-0.9623719389596499
-2.061631893191417,-0.16185270090024068
-2.0593951471456986,-0.055948938920002696
-2.0574879782983637,0.05957113272952369
-2.048244302662157,0.4555615822314627
-2.0466344672596235,0.5937255421110665
-2.045536802424004,0.6261058443744447
-2.044540862494781,0.6673922926497995
-2.0302640358102897,1.311653659038081
-2.0296423836451707,1.3330626817495759
-2.0280447953351763,1.3979553216907175
-2.013199719116815,1.9627622154104598
-2.010185343608148,2.0607103004423313
-2.0048062348024436,2.226198471002688
-2.0011765444121385,2.3372982836535408
-2.000619039514624,2.3442633252993397
-1.997586195776479,2.405332159479206
-1.9919894022796119,2.5091949043888166
-1.9889306493148975,2.5691073797742807
-1.9674164461463732,2.694355204240951
-1.9667424582924058,2.669849056049203
-1.9652000508060041,2.669367409290691
-1.9520916145267104,2.516584861008053
-1.9506173619707408,2.5051237234537194
-1.9423314948967438,2.3583215602826413
-1.9388252987663195,2.31642095348932
-1.9352603172045184,2.204151817704741
-1.9263780222745122,1.9697606622455126
-1.920856033823929,1.8908954016121555
-1.919561142673897,1.8281843765524428
-1.9070509569645904,1.5168458437131087
-1.9051330533955546,1.4393258342458781
-1.9048459155204864,1.452076785574021
-1.8961841978179708,1.2222631858646802
-1.8839059230046404,0.9870882389100143
-1.873202344521342,0.7888262364280928
-1.8709371140525017,0.7758797640042681
-1.8673015984398333,0.7017872544681985
-1.864539625946023,0.6650328131310929
-1.8521459803389395,0.6218659790807775
-1.8421758843103837,0.6567615783370121
-1.8373963616592994,0.6830786796982165
-1.8256434745047982,0.8448957393043363
-1.8125693203657964,1.0935546110611636
-1.8105281762085534,1.1452170951480798
-1.807800550072978,1.2175536036364065
-1.8001459233173192,1.4057178322349477
-1.793252138744658,1.6357869289640177
-1.7929271590368705,1.6490082956766297
-1.7896507207987897,1.7314250769631723
-1.7799825111123058,2.0479432479408715
-1.7756128971616516,2.170690357120111
-1.7704446177487825,2.327949385014628
-1.7671679454025755,2.3870472848226028
-1.7630436388492292,2.548954285963065
-1.7485315785767108,2.827937821122754
-1.7466468638367687,2.876321208572407
-1.728951083700613,3.093617684477303
-1.7229078882390434,3.1227943050701894
-1.7192116133177533,3.0787176399545504
-1.716644643168929,3.1082068909601
-1.6946352535773912,2.7618068487214216
-1.6819801417021598,2.346847905074501
-1.673019733691785,1.9486190972385857
-1.6683015854852705,1.7850915362163362
-1.6471458092219942,0.7559602169670786
-1.6427963718595582,0.48046340717126
-1.6425931287472455,0.4869857461048382
-1.6376029236681784,0.19803642947670572
-1.6369932253596382,0.20559476138984942
-1.6343247105007122,0.058912062913056354
-1.6250011965902125,-0.42737081912979474
-1.622384355141685,-0.5707557953265142
-1.616619156513071,-0.8840545005310629
-1.5938796652299971,-1.75363190145978
-1.5863124626106013,-2.014320202672509
-1.5694338392560343,-2.2828251550356295
-1.5693151488520751,-2.3135288706929495
-1.5678071000884184,-2.3005560266130725
-1.5633115288158337,-2.3131913365310535
-1.5560982964212458,-2.253852976382309
-1.5555890170848792,-2.2514721523062824
-1.5521086307534149,-2.216107686013045
-1.5509683492893067,-2.197847345785997
-1.5469301556825406,-2.1431778579048846
-1.5406793422755931,-1.978371749591683
-1.5256441413913293,-1.5241137159848703
-1.5144329367678369,-1.0613139023561455
-1.5135287346238275,-0.9929578897154664
-1.5072263526682788,-0.683679679949401
-1.5062516192731532,-0.6544209588965317
-1.5058083618762554,-0.6533436074753128
-1.5048597876901408,-0.540614146283089
-1.4991598295955553,-0.29748668022890123
-1.4920300258672394,0.16989125766511115
-1.4823376770178176,0.6885008704411787
-1.4786923460037655,0.9063210625711849
-1.4760905442037593,1.0135999229169117
-1.461872084442127,1.772825323850238
-1.4578351229815878,2.003653523037047
-1.4551049439652382,2.0757022273346286
-1.4514038423673536,2.254531232943881
-1.4506173338871697,2.2952552371348904
-1.443430567838027,2.5591865788072075
-1.4389263215722532,2.7258994728342585
-1.437156315717668,2.812596668461776
-1.4294823178829792,3.0193294654464187
-1.428699841015864,3.0036984116106504
-1.424910971811736,3.1042423060122184
-1.4215096295819951,3.1228643955232642
-1.4208147626861476,3.1487234519891136
-1.4153097645337795,3.1853200327586486
-1.412672818157754,3.209985441041735
-1.4075626906045604,3.232113931167852
-1.39833442459886,3.2060310905500553
-1.388628718276148,2.9822252438775254
-1.3827041911888522,2.8963185323631753
-1.3798378619956566,2.7580837570055423
-1.3775104412611938,2.6654021812701894
-1.3605065160524037,2.009016065690337
-1.3463131539112831,1.2020534396518507
-1.3398107568801003,0.807989911142897
-1.3370607507039887,0.6503433249890394
-1.3343551319409914,0.4854074474849214
-1.3308983114839636,0.3136014686913875
-1.320782210605291,-0.3378144108107617
-1.3195534271527338,-0.3699599869951159
-1.3139615492578869,-0.7151237511516156
-1.3094030863382333,-1.0059926756236597
-1.3065092559931566,-1.139577009826045
-1.3019893263294224,-1.4382450299626979
-1.2971751351894225,-1.7134160987156897
-1.282986854304978,-2.405880304204333
-1.2795159993768597,-2.51387128746347
-1.2553728566498514,-3.32026443754906
-1.2553564672546145,-3.296273733442299
-1.2371551266711762,-3.5249619423530127
-1.2309954294012668,-3.563258924749965
-1.2175882012461312,-3.5264527179315674
-1.2142924183093562,-3.452743786258499
-1.2090791359199158,-3.3962012171065976
-1.208157130486745,-3.380718152374663
-1.207834996451808,-3.375652110124258
-1.199301029067898,-3.2298840860546365
