n_harmonics,base_freq,magnitudes,instruments
8,1.5299791807949394,"[ 1.38355718  0.78682281 -0.10128106  0.35651998  0.41803675 -0.50242203
  0.45577267  0.67193468]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9964136698271866,-3.2118602237985714
-2.983033600406687,-3.169553222469504
-2.9813833482455,-3.110168581632976
-2.975411049384762,-3.0969227463502444
-2.9710227074430033,-3.0580809358200405
-2.966101503186783,-3.0327922389777626
-2.961095908585232,-3.019800384703159
-2.956919753834139,-2.97100499699947
-2.9529167898683353,-2.9294013039647706
-2.9499859143155427,-2.9202270784045576
-2.945968930993839,-2.8853302485348418
-2.945129527336993,-2.895689117794093
-2.944103931400649,-2.87983988634846
-2.924010272889066,-2.722716707053238
-2.9136622552675067,-2.6658148741059198
-2.909965762545617,-2.640394464550321
-2.900184205405676,-2.5750932819191976
-2.8999276493845576,-2.5846381450318474
-2.898852914565074,-2.5957388890581483
-2.8972768599142884,-2.560646427067741
-2.8936762387758304,-2.5525264876773077
-2.893085395332484,-2.5405589741739454
-2.8922486007275285,-2.532075166540771
-2.891219237088867,-2.5355228336057816
-2.871573821689471,-2.4200051397790254
-2.850126863428711,-2.3303246990417845
-2.833203129541283,-2.253402939315701
-2.8269984490080358,-2.2574414363685156
-2.8236086556177886,-2.248972644714913
-2.823528166626062,-2.2499959987678215
-2.8186169204374965,-2.2527251905573653
-2.816430984721399,-2.263601514334164
-2.811304240872721,-2.2212244829716195
-2.802961184054612,-2.214681037814318
-2.802536556661519,-2.2336559045811644
-2.797324446260518,-2.2120202122785075
-2.7939942618755684,-2.2101730476093917
-2.7939846003001056,-2.2082784908280875
-2.781167293741926,-2.1810375051472746
-2.7745376064696554,-2.1990234497009946
-2.7722542893578237,-2.1771432152112986
-2.7604284505631833,-2.1609945633321077
-2.753899011690307,-2.162504353925559
-2.7285095473270884,-2.081763826478842
-2.7270619186396337,-2.060431363318349
-2.7256637073790784,-2.090089487217293
-2.720386042625342,-2.0416051437656146
-2.715870169333242,-2.0174506342572323
-2.711469876222882,-2.00118517397282
-2.7085881244304746,-1.9639266652290535
-2.684064867836133,-1.8151839287452765
-2.669977958504397,-1.6898734505057817
-2.6654962058136613,-1.6578549832617318
-2.6624637945672114,-1.6183515079653674
-2.6620501681587694,-1.627322371378508
-2.6606490915488394,-1.6379588788890531
-2.6455642545519,-1.4586240461626445
-2.644809108035342,-1.4595275939866608
-2.6424023671543155,-1.4019517515845563
-2.639779994450748,-1.377846551490296
-2.608384646983021,-0.9491987055686735
-2.6038287038175154,-0.9001470208735228
-2.594438126562665,-0.7450119884987252
-2.594062250737018,-0.738857410285653
-2.5909109310100105,-0.6871703350628597
-2.588331191442637,-0.6185738974343066
-2.5873583464355,-0.6310250446022161
-2.5866583826825313,-0.6347762233203085
-2.5865849663778957,-0.5896690826460942
-2.578343274843569,-0.4541042495427506
-2.5781917351837373,-0.4717321919526834
-2.5776146439738254,-0.4749173420641657
-2.5688306583353406,-0.30519142545339134
-2.56625966349289,-0.2798050819029655
-2.565468162145866,-0.26337858298196526
-2.559763033538399,-0.15178700428750705
-2.539902520735514,0.17726608770342211
-2.517711722221553,0.560402326963577
-2.512404992300075,0.6756979446804168
-2.511699470540872,0.6657844474673342
-2.507554243917583,0.7506237466365412
-2.491232156414828,0.9732882608182911
-2.487443324150309,1.0348302752430918
-2.481283417109424,1.102960793776218
-2.4761255520846666,1.1638684329463906
-2.4630839988654802,1.3146091645859799
-2.45747019489137,1.3861493186624851
-2.455075459348131,1.4093353221739242
-2.451422390513637,1.4524787594047808
-2.4328790565080594,1.5572053741810394
-2.417597472776335,1.623421037641069
-2.4122598205559576,1.6017956179383583
-2.408738133028148,1.6519917077072053
-2.408632774720877,1.6553102165583466
-2.393022866275307,1.6193978449235695
-2.386961222033054,1.6237317131079223
-2.384874174398868,1.6072095780670188
-2.3670498835678018,1.4810691828185414
-2.3620860495342955,1.4588988998379
-2.3616038269920505,1.4738294866966823
-2.358711625059347,1.4570678888266515
-2.3509915913823036,1.3853039185315854
-2.3459539431032264,1.32654116862295
-2.342464147842131,1.2842573004514994
-2.333991283118854,1.176709186158448
