n_harmonics,base_freq,magnitudes,instruments
9,4.066301227527287,"[-0.70788469 -2.51454826 -0.71648472 -0.76713848 -1.7223255   0.2209616
 -0.22005161  0.59607652  0.17038882]","[<ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.987854430921751,-0.2765534014417952
-2.9862245684139674,-0.10804212746668083
-2.98082469648101,0.31971939973989666
-2.975218722315233,0.774521203363608
-2.9739723961229974,0.8403770436138178
-2.9682838360718,1.3069925938506342
-2.962140768075785,1.7681979103152328
-2.959442239571551,1.9624234073442481
-2.958276821332637,2.06006980918178
-2.946112628701769,2.721424735130763
-2.93657924429053,3.069827087900087
-2.9213586838032306,3.2491914114821974
-2.9206662599462376,3.183142190377729
-2.9186153511247106,3.220860777323756
-2.905763775302572,2.800993444903351
-2.894803550331506,2.232939759436707
-2.893751158497456,2.1740476116126706
-2.8929222325320607,2.0814303030316843
-2.889456731979543,1.8480140740058728
-2.8762396695112082,0.8726386298548773
-2.873839031701073,0.6345563869390538
-2.866657209603158,0.09557734699856213
-2.8611783356902674,-0.30092086939344376
-2.851477510594042,-0.9075131869924833
-2.850651785099073,-0.9533657975156263
-2.8427081103722394,-1.3518154489519438
-2.8349767365244003,-1.6007798322309617
-2.831632409325974,-1.6805392156529289
-2.827307995024623,-1.707095201619712
-2.818013658970179,-1.6719966198872058
-2.8035791296850316,-1.2217201554712815
-2.802415345516682,-1.1850902068043274
-2.7995692626768722,-1.0324204135366175
-2.796149814205256,-0.843858288368014
-2.790782311766213,-0.5805066888671715
-2.7876745964796372,-0.4011485263054151
-2.7798750415419953,0.06447649767190626
-2.775841869980587,0.21627395063010169
-2.773996157683212,0.35393398429072825
-2.7723945171809317,0.43548922276245855
-2.7615775448929973,0.9505432111315457
-2.7565714725884263,1.1387663651270603
-2.753399105524859,1.1987911991227578
-2.7531238663482025,1.1779128744040999
-2.7426388317706727,1.325683973980296
-2.727025854570643,1.0014816117691363
-2.7240844847010406,0.9277387377450607
-2.709929910352649,0.14420244167876364
-2.689570622173416,-1.3953294957751097
-2.6796348172916487,-2.08271538392467
-2.665790898913153,-2.915542347471888
-2.6572909133806757,-3.2524774202271804
-2.65649946577295,-3.2804548866954777
-2.650695855234745,-3.3911017733649684
-2.6482255080180144,-3.3925209134760377
-2.6460296528326883,-3.443941038997339
-2.6398993295086894,-3.294284753911879
-2.6373554889442063,-3.2596755271153923
-2.621692515791844,-2.6483313629830656
-2.618575566830794,-2.462352550120574
-2.6163320198140223,-2.312615231916878
-2.6145683846407066,-2.210357953199297
-2.6064616693084313,-1.6159071185086893
-2.605582442826359,-1.564286189921776
