n_harmonics,base_freq,magnitudes,instruments
9,4.586543353595339,"[-0.24534898  0.4243255  -0.57756824 -0.53092147 -0.92607399  0.35627801
  1.30807507  0.87408037  0.92084208]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.999933508381811,1.5757939433408044
-2.989678481500706,2.291279713244748
-2.9863667835381844,2.467946298360143
-2.956529074606175,3.280655204139511
-2.9412078009174003,3.1900692192873885
-2.9407714516878185,3.1846680678092283
-2.9366062544248877,3.1363449156327925
-2.923764970062906,2.8517606212162083
-2.9211145875527995,2.8063321022784646
-2.9169150745625747,2.679697744680741
-2.9102550436154644,2.515867594231182
-2.901290369857809,2.252969262182631
-2.900968988593279,2.2517842793600376
-2.900905084460047,2.2501440561753263
-2.900631176496228,2.2487250144381017
-2.8925915552759305,2.011172901326685
-2.8918441032497144,1.969680448850718
-2.87912740325343,1.5809744549917935
-2.870584015936898,1.286632047669965
-2.8681664968786666,1.2026077262654016
-2.8672203060614962,1.18228192675726
-2.8624865127162877,0.9977266826175549
-2.8564095602102326,0.7465521657789937
-2.8555124092047377,0.702087034415433
-2.8543916739973385,0.6298645532528249
-2.8535143903180686,0.5985365334134861
-2.8501889980631936,0.44165165326865136
-2.843003995906021,0.11828307330037992
-2.8336700091217635,-0.37195299167422535
-2.8315008180694154,-0.5452188739296835
-2.831494266318381,-0.5261942197394764
-2.830447388303952,-0.5778004238775
-2.819964630506719,-1.1830722765229222
-2.8175292700449974,-1.32660145133122
-2.8141117026227307,-1.524092171017596
-2.806123601300283,-1.9696975351588482
-2.7977103891989907,-2.414420524519709
-2.796271641280791,-2.497616846386116
-2.785458278799834,-2.991915307453032
-2.7846650930411885,-3.033975195923425
-2.7805263171213506,-3.2106190793362512
-2.770687001112547,-3.529650083502166
-2.756427137654425,-3.8237072830553305
-2.755538765216462,-3.840788544756741
-2.754919060639587,-3.839061854295928
-2.7432112595274205,-3.924644139349266
-2.728967427756783,-3.902906249045333
-2.7141845344297133,-3.7442853238092852
-2.7131670654783564,-3.7323688877003245
-2.7125854783175996,-3.719694827918899
-2.7106907212293185,-3.672364604745291
-2.67962932504025,-2.8127050352553855
-2.6790444499194126,-2.7647692958906624
-2.6653082003288384,-2.147405461566314
-2.663917166887752,-2.05501304220661
-2.6604560560730466,-1.8821428488236207
-2.6591150758519806,-1.7724524805518174
-2.657830894375838,-1.709744880385147
-2.6446100038116422,-0.856375087499338
-2.64005040600257,-0.5216227739466477
-2.6351242055618034,-0.14875165617923083
-2.6324706130677122,0.04116481374220779
-2.629128929103178,0.30071477082746084
-2.6138322704299783,1.363491952936814
-2.610769150753553,1.5366712099368154
-2.6076678939647477,1.7169786704262158
-2.600488110965905,2.033474490021701
-2.600004645977524,2.050624571067088
-2.5848557163414068,2.3587830043292985
-2.57825033020071,2.3040803172923208
-2.5774908825256526,2.277582029925942
-2.5730776032125937,2.1492129259232358
-2.571654572152294,2.0863421904529176
-2.566775831600288,1.871861399484291
-2.562769096339233,1.647648279121505
-2.555279796264963,1.0905761314090792
-2.541016484726417,-0.2414168253363774
-2.535220048942343,-0.8819364290863639
-2.5259046554403275,-1.8511726444893983
-2.5212123318370416,-2.3396132743213265
-2.5156627657902293,-2.8372227199613254
-2.514493828607799,-2.9359625781397125
-2.4881353731400733,-4.287405242694375
-2.478782968652072,-4.211231311632311
-2.4652870427149365,-3.5381898074601317
-2.464137972187321,-3.4900808303859057
-2.4594864041984796,-3.1209753928907094
-2.458470772010295,-3.0388171985241144
-2.4323190428164683,-0.5514110207108611
-2.4278331301271368,-0.13547180779875365
-2.422005148992138,0.3482049491696138
-2.416803224214747,0.7291289314065139
-2.407507084245219,1.2324750623687166
-2.395749468616005,1.5226072516894555
-2.393903385397198,1.518950447575221
-2.379083503870257,1.2665103673867442
-2.3665378296351296,0.691128040049968
-2.3545064351146103,0.055781053768692065
-2.352085190512837,-0.10690918180608341
-2.3519405097605057,-0.12181240227231668
-2.3508991801654453,-0.17115689242997473
-2.345169755586187,-0.45498085493487433
-2.34190896055147,-0.6192457546040481
-2.3356033243703282,-0.8684517256202847
-2.3311179434134854,-0.9988124052333317
-2.327647840162718,-1.107185541090162
-2.327355778780933,-1.0975449287193388
-2.3252979232976663,-1.1449442022627008
-2.313627954880173,-1.150712913488499
-2.313441164157716,-1.15771431031136
-2.3042996718332107,-0.9901162892383436
-2.284721509976376,-0.16154759825846263
-2.2801444566687294,0.044549276108455695
-2.268845637265777,0.6007402221372298
-2.2537526315450434,1.164541395783074
-2.247066292246247,1.329127409126223
-2.2447458958581743,1.3790575649694854
-2.230276985338149,1.5027610242926221
-2.213563968368838,1.3811408836706685
-2.1959669085941145,1.2609095963425645
-2.1887672112844863,1.2655693228902916
-2.1841567590842983,1.285708782809237
-2.1704824299206917,1.5731683700696046
-2.167806237599678,1.650632363459459
-2.15841284627074,1.9861816792822165
-2.14143461165877,2.675888590192112
-2.1393761947996692,2.764865894885737
-2.1257391165618893,3.2146470975033825
-2.12259892361629,3.2345036521942996
-2.1143976696273024,3.287902619357593
-2.107269382745417,3.2171842639732664
-2.1062900274077814,3.165655308074675
-2.1011830577520185,3.039044337008179
-2.1010243018920916,3.0317822280720055
-2.089011706001709,2.4094459998737445
-2.070901887622933,1.0006415186474211
-2.0670682116725705,0.6543425488377371
-2.0646935985834296,0.4864319067877708
-2.057448050087533,-0.15584733551829447
-2.0396567777296783,-1.3283901826036466
-2.0365522748245475,-1.4888273650852337
-2.032886257221769,-1.61839176092795
-2.019918360677729,-1.6733283053244978
-2.0178897167842917,-1.615582217468649
-2.0148645629920066,-1.5487477416663353
-2.0098330975821836,-1.3488778858892327
-2.006111522401884,-1.1445436725645408
-2.0042260617111363,-1.0275168816569957
-1.9991929356559353,-0.6946892341928942
-1.9966544968714122,-0.523363721118413
-1.994928090443023,-0.39579531090806797
-1.9888880517123115,0.10400866378311945
-1.9875106102637339,0.2401185678866412
-1.9858099289389115,0.38288489969144485
-1.9715756531181894,1.5568141604155676
-1.96464230127381,2.0266840870339906
-1.9494968392776586,2.6569752393827817
-1.9493738519734218,2.6639355559246254
-1.9448854107477906,2.686065306451393
-1.9428384013381852,2.696252819676377
-1.9426522222641822,2.6783769756238542
-1.934201591006412,2.4937631613426987
-1.9304318697929712,2.310005552653244
-1.9201232952267786,1.6331558075967754
-1.919507679950943,1.5574548870532
-1.9191585974467786,1.529750514247584
-1.914754127288441,1.1376916152512893
-1.9041855049310763,0.05576153259359498
-1.8975192228815767,-0.6718546687447953
-1.8951064071755046,-0.8990154327563368
-1.8713075082538118,-2.855143949168864
-1.8696158160442242,-2.9356292706906504
-1.8696067108551662,-2.953139193857362
-1.8605500994762971,-3.20527314765556
-1.859515858176136,-3.170417028368116
-1.8557685590077477,-3.1661788679140583
-1.8512913895201195,-3.108784394058302
-1.840499950482545,-2.6125206539001344
-1.8343537117919912,-2.202408818506164
-1.8249222997915309,-1.3180857441607787
-1.8189733890674373,-0.7361256002839157
-1.8186225414046557,-0.720018277224073
-1.818416596805814,-0.7060460683499528
-1.8070202921084784,0.45354632821406043
-1.8060349869903984,0.5669910762774628
-1.80531818665952,0.6228621651029207
-1.8050555516277595,0.6712538215849038
-1.8046735279999317,0.6664787639220738
-1.8012983598780132,0.99452192657234
-1.80032233984944,1.089470218607719
-1.7982736411778568,1.2514882031975756
-1.7880011267655744,1.9729364138644978
-1.7851563484781015,2.1568686534367587
-1.7807973561830523,2.3318393787782496
-1.7799733382220144,2.342187467346651
-1.7618387906204116,2.320657945471442
-1.7519354716594406,1.908142426809808
-1.7289869796612702,0.2276078082564314
-1.7270653657515425,0.0866964379365807
-1.7217143296771558,-0.3047809647434907
-1.7187236726644732,-0.5400553865566866
-1.708102618891983,-1.1734334792574939
-1.7077544060390204,-1.1975581415996874
-1.7008969011075852,-1.4965653121442668
-1.694035910097018,-1.6348239996180185
-1.692463171437202,-1.6798395300820457
-1.68701039877317,-1.6797197967876152
-1.6869244537531045,-1.6873066815457733
-1.685275081056694,-1.685862647304537
-1.677328592448368,-1.516846597801367
-1.6758555646547972,-1.4820992621884952
-1.6636243732495313,-0.848715923979722
-1.663084737799091,-0.84374625968729
-1.6629985320714347,-0.8348356600031308
-1.6596882128534243,-0.6131701600400534
-1.6590613524747084,-0.5583601444258669
-1.6404549790864187,0.8174853681258786
-1.6162006994303502,2.4559427411898613
-1.6155297598680918,2.494535446621284
-1.6100517881257583,2.7351498054734233
-1.6039991002916993,2.9880230856363044
-1.599508913580528,3.1022179347270376
-1.5926002108708093,3.2447726810527286
