n_harmonics,base_freq,magnitudes,instruments
10,4.853855396470541,"[ 0.33844722  0.20599561 -0.13078394 -0.5110385   0.60763548  0.5737949
 -0.19030945  0.05202276  0.96887838  1.12355616]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9970349949732737,2.685215406837952
-2.9917947253889734,2.353498146897904
-2.9900921771167086,2.2462928584518265
-2.9734120547627114,0.6805161527532196
-2.9656836079440287,-0.23288245987153633
-2.962738966996672,-0.5745591949148295
-2.9620893305539306,-0.6828339292726568
-2.960297391825165,-0.8603670219569385
-2.9562220693561927,-1.405842960595402
-2.9523698108018595,-1.823433590098447
-2.950324662896394,-1.9563930521304267
-2.9427208532252305,-2.678046888462253
-2.934206373860693,-3.169190194941703
-2.931853968998312,-3.286996824530306
-2.9206337635420976,-3.4876870951388153
-2.912949239558972,-3.42013619541273
-2.9120947886544806,-3.3452358885565547
-2.909767573491811,-3.2598293618130554
-2.9040185834244623,-2.9212174068324415
-2.9033125524380514,-2.9269247003012424
-2.8995519561487684,-2.6406559265717444
-2.893601602901935,-2.2342893761211364
-2.889713401961819,-1.9159545742656885
-2.8780662168117255,-0.9748870035147734
-2.8700129835166184,-0.3727368550970287
-2.8688488089574036,-0.28517297787657697
-2.866733089431012,-0.11228326189172773
-2.864204719824503,0.0019081965037546778
-2.8556208687273363,0.43366259595812184
-2.842911688457507,0.7754682289264817
-2.8362209963316545,0.8022437065362507
-2.8281517026414904,0.8071456387984448
-2.8214249401914566,0.7260843385562357
-2.8210554102823395,0.7152110808501886
-2.8179160591299572,0.6407300357428395
-2.8107859880821913,0.5017883799453514
-2.807946922182708,0.4861308391062105
-2.7997327112744066,0.46150067161046565
-2.7974822833288506,0.38946424884281405
-2.792006386138162,0.34189962107170385
-2.785874723437032,0.2933007578703813
-2.777104598159756,0.3067784869794273
-2.77275276281613,0.3157587011207225
-2.764791514728707,0.3157583492331916
-2.7532596850861815,0.27647038545299363
-2.7411880031093068,0.12313952702942843
-2.7376338830168705,0.06465179583509775
-2.727221755594959,-0.20221385698319824
-2.726914241264661,-0.20807994220127088
-2.724909682059062,-0.24760507921882383
-2.7239012766267794,-0.27182016574018814
-2.7228457301312607,-0.31407725875517095
-2.7183676632981912,-0.4395452368857589
-2.7169864559983776,-0.5069004882376815
-2.7118487368840283,-0.5788374785154615
-2.7034047366712493,-0.7820146869435788
-2.7008745856659537,-0.825112697960633
-2.698569997576792,-0.8306577867734359
-2.6763069594346254,-0.5739502231990661
-2.6628538129540886,-0.01007691982240395
-2.655260418285615,0.4059284912723336
-2.642118499591383,0.8962892823744941
-2.6386844312982456,0.9938897127497422
-2.620523410833564,0.9249945653714051
-2.6183241956607084,0.8062632559480704
-2.615579455854869,0.7099853589130389
-2.614196961258103,0.6238930959274426
-2.609569276782665,0.2765448460543854
-2.5940196559140705,-1.144680063577441
-2.5870795897392584,-2.0079765171777018
-2.5783072646429455,-2.997429367955006
-2.5638366773636676,-4.312859153120972
-2.557371326493513,-4.618223710002475
-2.5569821226942846,-4.688080240050876
-2.5552497569580046,-4.7265489531347935
-2.5492420925634747,-4.7772074760890035
-2.5450571961090938,-4.716268574343649
-2.542438294952995,-4.584109010868249
-2.534577983845284,-3.9701874499778214
