n_harmonics,base_freq,magnitudes,instruments
9,3.2394341068701396,"[ 0.10517015  1.96606573  1.07564999  2.68978408 -0.82046718  0.38276018
 -0.03946941 -0.54729809 -1.07626596]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.988131551405022,-0.5273571211845302
-2.9875369175772812,-0.5143029473209565
-2.974876627701002,-0.30811592666812476
-2.9725593572413462,-0.26876503296057996
-2.972346394932244,-0.22167917990694133
-2.9631966828740213,0.01840016725719145
-2.961826519285218,-0.00532489544491916
-2.9570603433695934,0.18729086194182723
-2.9538830778888485,0.25427745121825757
-2.9533169753300292,0.27585759127004406
-2.942735588586503,0.5834044589981304
-2.93808228811885,0.6778383285205122
-2.937420478397385,0.6869235363600034
-2.9352004533450953,0.7602527501811378
-2.9343815080866174,0.774447135752985
-2.926740034151594,0.8704746183136591
-2.9203735887119366,0.9904417970986238
-2.9194573841989016,1.0193125793960374
-2.9171472377390613,1.0230202023228776
-2.914607623949971,1.0408403904868706
-2.9137571803957405,1.0515702270602014
-2.911615059888052,1.0696284455456186
-2.908593654527147,1.1021718375743839
-2.8764433926585746,0.6335581297218672
-2.8624874965955476,0.25028900491576983
-2.8598677702436297,0.16745411235551833
-2.8503239054267993,-0.17872996614107206
-2.8493506833051327,-0.22172520542152802
-2.849224331191933,-0.19007401914220876
-2.8481478988494873,-0.25084005105013035
-2.8334634878204006,-0.7081286565492413
-2.8269300102472044,-0.8773060420459734
-2.818865669543848,-1.0437233349961887
-2.8160899142459748,-1.0566517204917805
-2.8102827022098937,-1.1459952158107354
-2.7977516311206383,-1.1534433998290319
-2.7948863018477814,-1.1778034693274013
-2.7945841176585757,-1.1284442394256544
-2.791795905365616,-1.1267296134722862
-2.7863377036995707,-1.0169297932130954
-2.786065737356863,-1.0626971679650856
-2.7751154750546956,-0.7804099251447786
-2.7500060817425496,0.21142683445332622
-2.749203794313396,0.21653577687461095
-2.747499320747778,0.2865115155978329
-2.744318062489479,0.44641459550241797
-2.732506570744528,0.9449019067806764
-2.7294462477555164,1.1394668434449025
-2.720932577553149,1.4796130974716748
-2.718333606479471,1.6402707735834066
-2.711654661035853,1.8403410894033292
-2.6957482759052422,2.2195584979666174
-2.6802252002566576,2.323365378915577
-2.6776744710695506,2.315850118375592
-2.6716510831840488,2.2426441791169327
-2.665981091596286,2.1516567611826263
-2.664447026594185,2.129706796182612
-2.643602916820538,1.4468322666732234
-2.6406664686934316,1.2984427655030435
-2.639681558309225,1.2904909613952744
-2.632868101584881,0.9758879334112979
