n_harmonics,base_freq,magnitudes,instruments
10,3.6212129561687156,"[-1.92687492  1.40543481 -0.01726897 -1.23478005 -0.40453409 -0.56287168
 -0.23678892 -0.57405147  0.12654531 -0.55753882]","[<ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>]"
x,y
-2.9877898332047157,-2.2036659783768506
-2.9869305758592746,-2.1694323407134273
-2.9855790731386684,-2.1166860503926883
-2.969798690206868,-1.1751649704720009
-2.9653130271114554,-0.8288511290929086
-2.961012398522074,-0.5454279696251241
-2.9599042448846484,-0.4771475056791788
-2.9570245989864445,-0.2180044899993333
-2.955764394344161,-0.1516540612468126
-2.9530489484888074,0.056435002846909166
-2.942527381740873,0.9454140847660363
-2.935270616883459,1.4992452786747
-2.9339057012047185,1.5710477143656723
-2.926921788845627,2.0519872134227795
-2.92381290477749,2.252249756825806
-2.9227934390924624,2.302705802616038
-2.9177809347419172,2.5664580333332196
-2.9048470212707795,2.9618333101742755
-2.8929889462902882,3.041766592462254
-2.892483043078003,3.013113274276925
-2.891537723465671,3.0102109125239487
-2.8851656401673864,2.8657470208330507
-2.875616703853414,2.4484361140095947
-2.8740184298636344,2.4055498802694593
-2.867383190992462,1.977077016400819
-2.8602242792883326,1.5043815512214551
-2.847230776860097,0.5246757346506198
-2.836619749225304,-0.2873488784903757
-2.8354113936637333,-0.3738291383631757
-2.832047412023168,-0.6289544627104308
-2.8237580838828222,-1.0878370590991606
-2.820471547612328,-1.3052398999953094
-2.8044137092024544,-1.7964195348145566
-2.8024466688823524,-1.7826022106423494
-2.7862709457684947,-1.54559557137349
-2.785021751108216,-1.5314052009161527
-2.771186677280635,-0.8617965055803563
-2.7493544297230597,0.5272565510727331
-2.7437406166946783,0.8866960595844288
-2.735298176642454,1.3494728256057897
-2.735001048395469,1.3778805587871736
-2.720671551777891,1.8864835966523334
-2.71435884271946,2.028551148533564
-2.7064280898767743,1.969257805163709
-2.7045546075526223,1.9637932792136361
-2.6959918748734526,1.7022525868898783
-2.6869690367439585,1.3389562297499125
-2.682678298434679,1.0654999478307465
-2.6751171519477666,0.5732249025921633
-2.657190440500069,-0.7505847870867439
-2.657128292134021,-0.7718774928536476
-2.656990169486556,-0.8105154799142732
-2.6550547523743253,-0.9602994797728805
-2.6239166585519715,-2.784496302894043
-2.6236528269430615,-2.8322266876221645
-2.6125104916322845,-3.0015974569516666
-2.612418917803904,-2.9981738683402535
-2.611490382465802,-3.027914446849365
-2.610335387019625,-3.0189726609245215
-2.6071424489948845,-2.982053991014051
-2.606316057664615,-2.9958508316132932
-2.6028921715880777,-2.953400004566801
-2.6006855734018997,-2.9294597486483593
-2.596703527131802,-2.84941596658786
-2.594016790024509,-2.7268205439469853
-2.589064839510157,-2.5919157638733292
-2.585353326235621,-2.412180165806813
-2.5826869312589746,-2.279348302398178
-2.57495718084903,-1.9356531692169232
-2.5631039966407845,-1.2180000782549294
-2.5629503097485893,-1.1927731285763836
-2.5612735031016216,-1.1271391897271699
-2.545654994400519,-0.331262928411184
-2.5436126512335546,-0.20753757173561443
-2.5362031837415255,0.07475818495570838
-2.52545710916821,0.27837311784460683
-2.50769789228613,0.3015148231406401
-2.5003039448087594,0.1469615106684135
-2.500022493150268,0.15046936488734425
-2.4948643823331524,-0.020867410692248192
-2.4693324756278408,-1.0478688613232563
-2.4605982180229944,-1.4049199656415294
-2.45535578016755,-1.6070836610802974
-2.453571986362407,-1.6737313323704983
-2.449399904447031,-1.8050358820385075
-2.444310894528834,-1.9476555780158669
-2.425343783502524,-2.1368247999592147
-2.4245937706613407,-2.0736949705247407
-2.41222984217558,-1.9059209751160655
-2.4115246001835,-1.8977813167570075
-2.4061612842101985,-1.7413406465198378
-2.4034503631336994,-1.6397878623701023
-2.3917559627510223,-1.118401068284394
-2.379995516793313,-0.5320979654455602
-2.3795498422852672,-0.5027369344483744
-2.3668196580723526,0.24504803717001197
-2.3467910536515872,1.3347375921423716
-2.339484985513702,1.6677639734892817
-2.336395696359779,1.8091236848499674
-2.3354214751788476,1.881362293761332
-2.329450641955929,2.078722090710771
-2.3207855502562413,2.377794452239236
-2.3102033997635,2.5730204505910446
-2.290919133963856,2.748436431191188
-2.2849847903445317,2.7253731206467875
-2.2721625603917732,2.5083815064652635
-2.266075181118714,2.351870473558624
-2.2629770309846915,2.2741484158761516
-2.262830271143967,2.296758550291734
-2.2628064760109643,2.2693865647497664
-2.258549367707321,2.160504974992853
-2.251471499091674,1.9053971707189539
-2.250992894666152,1.876658253468723
-2.2438909953865966,1.5900062630237957
-2.219575875380492,0.3558614662905609
-2.2158444365710133,0.10924355627531562
-2.212979226235637,-0.04409873066227543
-2.2046218686320636,-0.5052984072951716
-2.2030885531799886,-0.5982348638392406
-2.1793858601002825,-1.9104653132198681
-2.175230106279343,-2.101937698573884
-2.17145428828462,-2.272863194839509
-2.1634595825771856,-2.5561237091124607
-2.161623113930991,-2.587507538796116
-2.1613091451283966,-2.586835948800138
-2.151266925814002,-2.8507666595261245
-2.1494919284599696,-2.872220019813095
-2.1490606291150405,-2.881974737636969
-2.1374246096574687,-2.9456083625599616
-2.1225715594354946,-2.751625726065016
-2.118530100862195,-2.619703534560611
-2.1185122015414164,-2.6558849872209085
-2.110716628419532,-2.411984878646005
-2.104210349989531,-2.1081437735410535
-2.1035309399335453,-2.078123153689272
-2.1014035672814413,-2.0010983228732386
-2.074667456757348,-0.6164938961763137
-2.0728666329675165,-0.5491824378095734
-2.0707666660678132,-0.39099904811784103
-2.062578579504396,-0.011113793845901358
-2.053592774805235,0.41762814363508577
-2.0451867443018434,0.7615070605520475
-2.0408108178784596,0.8979138812467663
-2.0174744771413833,1.4684582726845288
-2.0139297699634895,1.551365525909221
-2.011115300354264,1.6133214701215493
-2.0038874389589747,1.7368983460242373
-2.00011911766562,1.7723770635763456
-1.9898867490771897,1.9778318963261372
-1.9853131734540954,2.0231657749608516
-1.9823967929023354,2.110552490670475
-1.9801745674624471,2.1581853800759654
-1.9791768543004482,2.1747062811964333
-1.9770300277591093,2.220191651143254
-1.976656870644346,2.223522658712618
-1.9689850190464626,2.3965536337183275
-1.9572529363781865,2.7542554307891662
-1.9409209493760673,3.32523334146791
-1.9401219287264655,3.347626186291184
-1.9376720691174896,3.430866449901647
-1.920023626269839,3.983325157145171
-1.9139913414520817,4.104557969502471
-1.8973928101110833,4.252525822244188
-1.893172438931697,4.171689715374893
-1.8895347745346496,4.081531660537356
-1.8788443076419556,3.733867868657554
-1.8583313280496416,2.4116152850736414
-1.8557031395407648,2.171199541843316
-1.8537568973157452,2.0128506092980487
-1.8516026179079903,1.833375488058661
-1.8496590733730094,1.6478111617035591
-1.8460925898924756,1.3790134699728296
-1.8421856651018704,0.9283724926710503
-1.8416657634150533,0.8780760399096993
-1.841064581526433,0.8591996648095261
-1.8362152622888364,0.3855057291125515
-1.8300388113856163,-0.17247050193798072
-1.8263421378439582,-0.5089818892028128
-1.819508697756374,-1.0617685268602446
-1.8162823076280463,-1.3101623350815343
-1.8084151827169417,-1.7893801931725832
-1.7957566752415313,-2.2739443775107535
-1.791581168267342,-2.321528730919281
-1.7904791709531287,-2.318436801485044
-1.7901084305803012,-2.350741840751094
-1.7673791805008106,-1.5441628844358348
-1.7645897431858582,-1.3067262272196911
-1.763869277399406,-1.2916874304332497
-1.7627424340928939,-1.1817221411623018
-1.7606678336883197,-1.0195409300012834
