n_harmonics,base_freq,magnitudes,instruments
10,2.9830484176232064,"[ 2.22589956  1.19069692  0.42030718  0.48482359  2.24137723 -0.94068234
  1.1794705  -0.95229171  0.31858376  1.1441251 ]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'>]"
x,y
-2.998617344077462,0.8382262166520824
-2.993537804586271,0.9053748481708421
-2.982220107158982,1.0547134895968981
-2.979068048309507,1.0902150069329375
-2.9588154921584207,1.2170770850799906
-2.952433858874361,1.1280541733388199
-2.940690073322485,1.0670989416234402
-2.9365717122249384,1.0389280522802897
-2.9333241348313988,0.9749807242154307
-2.9228924080301493,0.67387960164059
-2.910170404466442,0.303550515074238
-2.908123048690852,0.2237155349226871
-2.907937086458092,0.17046228038402794
-2.905742914426389,0.1188576228803244
-2.9042699022191334,0.051919581480777965
-2.890535980771438,-0.617285361578292
-2.875001359875853,-1.5408023304570646
-2.874702860282027,-1.5729116744672027
-2.867775258774386,-2.0063583647100844
-2.8599346191316473,-2.508278496195719
-2.8569234244446737,-2.7068442056964157
-2.8398035687194065,-3.667205725878029
-2.8393166636483747,-3.7518971010033764
-2.828938857508798,-4.202785801200834
-2.827979993146373,-4.184817892884511
-2.8249410454330635,-4.3587763153954455
-2.8221065062554436,-4.440777080498861
-2.811499959348729,-4.745889878276751
-2.798000823855852,-4.827277316640052
-2.7913943473105673,-4.777693173770633
-2.7907024180668705,-4.732206244879293
-2.790013075864432,-4.807462984309696
-2.78684480053108,-4.655362742047391
-2.7867286971877006,-4.6920398963658325
-2.7814071503381586,-4.514106209450084
-2.7809712596409,-4.528959803907366
-2.7789084226574063,-4.4587610748204085
-2.763585543386111,-3.7493550722686835
-2.7629098363212097,-3.7121294675029515
-2.7549841615238355,-3.228460168450421
-2.7469461137950204,-2.630634981139988
-2.7345507740114985,-1.6379718832179255
-2.7297187904401277,-1.2167949738443096
-2.7257891379327077,-0.8966272130231344
-2.719194612259904,-0.38666951526893983
-2.71386875053153,0.07433494561809639
-2.70182423029127,0.9821475093687915
-2.70049776346601,1.106460552291002
-2.6984610694850346,1.2307397337498818
-2.6938766660697118,1.4879457363381539
-2.6902865145651997,1.7514637785908682
-2.688979411952327,1.8156031834587725
-2.6840112147573985,2.0727106313285124
-2.683910586087232,2.094119281630733
-2.6815703910023028,2.2349985076229433
-2.6761877907903546,2.46704153155506
-2.6637464470065435,2.8977303732163877
-2.660944071382737,2.9117043817095727
-2.655863780772447,2.953006131980276
-2.6484085524563925,3.0043208604079954
-2.6330048609001073,2.8089174674460162
-2.6325837806815953,2.84674331915288
-2.6315253596250416,2.80532914383648
-2.6275345734096196,2.618712850103005
-2.6199173862123244,2.395809119399141
-2.616798048468354,2.323191501884457
-2.6048057324227933,1.7516983054648863
-2.5973492774365186,1.4095115929174014
-2.5969724371025817,1.396028023240232
-2.5924265042930026,1.1503530270318507
-2.5894310363574227,1.0192195541207931
-2.581802328413023,0.6096291835944017
-2.580052200869452,0.4653508851995198
-2.578298747288481,0.4214682075853416
-2.5721400881935206,0.052492348174179554
-2.571565310415905,0.004997972356544457
-2.5502614950586393,-0.9560206843762378
-2.5479432583822685,-1.126742648164871
-2.540954017061984,-1.3459221961403531
-2.535488170654333,-1.5649164621592329
-2.5288896634204114,-1.818595301902468
-2.5007252962112134,-2.6715568635965563
-2.4799362750734684,-3.1259155000586696
-2.478265459376983,-3.0610378862571004
-2.4762916164476323,-3.1254364788811633
-2.4706011673798978,-3.27307162207038
