n_harmonics,base_freq,magnitudes,instruments
8,2.825794447982308,"[-1.15941286 -1.40275732 -0.73511305 -0.26224644 -0.64003679  0.06432323
 -0.78032921 -1.1023019 ]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9992558385724086,0.6639054118639044
-2.9837106521756653,0.2299434490365775
-2.9814846050897708,0.1646505280365465
-2.96507862655593,-0.23718046626115002
-2.963862090560716,-0.27400885759372173
-2.960116679394777,-0.33760504335715136
-2.9591475560612404,-0.3454409443457344
-2.955913808260531,-0.4183343892880152
-2.952061273183989,-0.48286165782474627
-2.94757792395312,-0.5348929994868289
-2.946267107752065,-0.5594258681899008
-2.937329281158403,-0.6439027586716983
-2.9366392816917655,-0.6478977433763772
-2.927795742766124,-0.6752809396626404
-2.9123976971826373,-0.5897425404401839
-2.9106993912273382,-0.5789064479880336
-2.9039230131695,-0.48940380372276043
-2.8974630783279443,-0.39023627198913696
-2.893533177204948,-0.3196953850135237
-2.889815719135552,-0.24277504334001107
-2.8819517407867647,-0.06478930863680075
-2.8782071283808026,0.016821185271152294
-2.8759495941830333,0.07270293883785839
-2.874418142730538,0.1123396702849175
-2.8743174025712013,0.12491267016622054
-2.8696405260275073,0.2351415343043462
-2.8671700390376635,0.3172141192910524
-2.8667297154236335,0.31251758941443325
-2.8560001480448767,0.6104032052174257
-2.846698229699716,0.8365504072077689
-2.844762725401713,0.8740476318810785
-2.8385803135776935,1.0158799510574243
-2.8286352612611987,1.2245980096012348
-2.8141849103119387,1.375501288521041
-2.8136092093609544,1.3807014475365482
-2.8007386492505377,1.4036088355225391
-2.7933430632171152,1.340604102136731
-2.7921242238394894,1.3155802621548183
-2.7685014471274867,0.776375468449142
-2.767660341525205,0.7509961208863312
-2.751110625812758,0.06715308166646143
-2.7499375160005792,-0.006243761524465829
-2.7463310963728174,-0.18335420069423175
-2.7386297906533157,-0.5922461809244534
