n_harmonics,base_freq,magnitudes,instruments
10,3.1766826469050558,"[-0.26159669  0.59074006 -1.06335196 -0.88026211 -1.09820435  0.50539667
 -2.51805979 -0.41427063 -0.97490694 -0.83557137]","[<ufunc 'sin'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'sin'>
 <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'> <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.9893165866344633,-0.39939831357839756
-2.988369798190007,-0.41069896281687435
-2.979172679804847,-0.5244972263365913
-2.9769814419311054,-0.5596229616562272
-2.97427208630737,-0.6104851262977034
-2.9726019451826975,-0.6459314889477769
-2.953932822115262,-1.135467607097938
-2.9514869052906945,-1.21990000387567
-2.9294228049388673,-2.044428599530283
-2.92922482573785,-2.0499739996316917
-2.9264977590528702,-2.1625218685504395
-2.919101685530386,-2.4521890776528865
-2.9186194154815226,-2.472676497084061
-2.918416105960008,-2.4785564719804904
-2.9179146838596766,-2.5003421503614285
-2.914415942377068,-2.634724863160843
-2.9063900227687984,-2.9190753607744218
-2.9017063216445327,-3.06981526602736
-2.8994010549716593,-3.137807701102826
-2.879331089455267,-3.500963579247004
-2.8771610436808874,-3.5074460750908423
-2.8693956324598,-3.4856101770722865
-2.866115387018586,-3.4566077701266065
-2.8619183392605025,-3.3887050614416476
-2.849839887677062,-3.0478482183325095
-2.849119520361584,-3.016063518723043
-2.837592442536737,-2.4803682696008833
-2.821513975994241,-1.475148155837555
-2.8143166754184112,-0.9580508891917431
-2.8141797424276915,-0.9523438673638795
-2.793744929480707,0.5557795108745028
-2.7937293473181706,0.5578768854097801
-2.77592553731355,1.6723658897194436
-2.7491485520529686,2.4406915036060988
-2.733907935259932,2.249321527789463
-2.7306587113841756,2.1488185691152246
-2.7213065481282452,1.754305038766742
-2.717740967353577,1.5656720846111887
-2.7091129837822367,1.0401077886345445
-2.706942690920541,0.8945958188619846
-2.6878739180449593,-0.5125208858282092
-2.6873157452991343,-0.5548427059116281
-2.6771194166776766,-1.2992122741096346
-2.6719992008987217,-1.6503570472542726
-2.660055340215547,-2.340554091054064
-2.659311666360596,-2.378435142825259
-2.6552951433899046,-2.557170588147327
-2.6544080661188607,-2.5930143947003508
-2.6490949073133123,-2.776537277227037
-2.644365956404991,-2.8885841043963008
-2.6439723056760682,-2.896415760890398
-2.639491092289538,-2.960397005081867
