n_harmonics,base_freq,magnitudes,instruments
7,2.027061408534704,"[ 0.46020319  1.82002776 -1.02009825 -0.22880802 -0.26231131  0.18375324
  1.08635453]","[<ufunc 'sin'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'> <ufunc 'cos'>
 <ufunc 'sin'> <ufunc 'cos'>]"
x,y
-2.996499583156374,0.3932834393300303
-2.9957305142267154,0.44646216544161144
-2.9917668387199923,0.3935360723336132
-2.9823668635137177,0.40951386822287034
-2.9767402931108133,0.3910759223986126
-2.960603415420175,0.4736937065719937
-2.9586753799749212,0.42165158176900525
-2.9562850264755474,0.4803245508221307
-2.954873331799607,0.47403693669153973
-2.9525831101892033,0.44780835331127444
-2.9496426327628233,0.5408639612738713
-2.948592489705698,0.5011175149026196
-2.9461623639845307,0.5671447067235748
-2.9449739260159866,0.5224397180305625
-2.9416368730855074,0.5223054355216429
-2.9376905104663145,0.5375019523698572
-2.93391481076654,0.5609066472404882
-2.9318202945761582,0.6012118668621659
-2.930058692814579,0.6038653418138452
-2.916712289051679,0.6628810121314429
-2.8963822618270836,0.8007571234124595
-2.895086255795671,0.8222557026236175
-2.8864562856329474,0.918563780270194
-2.8759380112194295,0.9757708973873908
-2.871565584591794,1.0105935024874937
-2.871349887449582,1.0110279719951047
-2.8629144660126924,1.1351706771013124
-2.862726272015479,1.079496760753487
-2.8619606181815795,1.1155599549859994
-2.8586566248991563,1.1345746114196025
-2.8421235094250026,1.2943517541286402
-2.841847085308686,1.2824822403481664
-2.841240887070927,1.3078696230555877
-2.8394612474133822,1.3733330040236815
-2.8300423453528403,1.3654821308178127
-2.803414569431955,1.6200830479725072
-2.803345808803509,1.6314101033155266
-2.801468992197967,1.6616669828296127
-2.7971478571776407,1.695184292224749
-2.7905803160574756,1.7703776522430392
-2.79005194579884,1.7647398971365582
-2.780677277578867,1.818487881048735
-2.774620791860293,1.8666132282582002
-2.7716900154699013,1.8708972065591112
-2.761642134294193,1.935148327994271
-2.7599673297875507,1.928965886717196
-2.7551371288248356,1.9960131133661558
-2.7530818999523285,1.9933247572074229
-2.7525421954317535,1.9930461207007268
-2.752176188902336,2.0102331764335486
-2.750264529328428,2.0156840261065976
-2.7502274973449907,2.0422488527362312
-2.7449248097853363,2.0864431318499874
-2.730349228920165,2.12454281452383
-2.714524985862087,2.229405079404268
-2.6990964704649136,2.3529676208642045
-2.689430477909846,2.430139325018566
-2.6862439556067597,2.4623362556425095
-2.6848411526114933,2.4706091574125946
-2.6817480855086915,2.4967209401807327
-2.6765981087276787,2.4864756986392287
-2.667889811114806,2.558927733380205
-2.6619066354935486,2.583816836475407
-2.658372416352792,2.63133542171196
-2.6494784502721718,2.6884768176387914
-2.6453109379824733,2.66921553752884
-2.6434464305755143,2.7157999371847157
-2.6425651350095016,2.733654518101567
-2.6329405539895703,2.7988048658442293
-2.6300852623604594,2.8244043370142187
-2.624866103786715,2.8628691688851284
-2.597043656993798,2.9875718439129915
-2.596671295834474,3.0159864254042215
-2.595553416280276,3.02130071495424
-2.592692817159141,3.028746823153303
-2.583388896247661,3.11407557164463
-2.5810251791594823,3.087809546526828
-2.5619087230772575,3.1441384232416016
-2.5618976415893524,3.2055394542025497
-2.560514927677976,3.2063881864900603
-2.5518792147693774,3.190040651586172
-2.546388518382597,3.2216471630402346
-2.54542634861061,3.2435555786192727
-2.5396696786407817,3.235771724683857
-2.5179602171570425,3.2500401562683687
-2.5170148762516598,3.250048542964234
-2.515871339199057,3.203831960940519
-2.5130971591741895,3.205799249947076
-2.510541020398398,3.224778864195211
-2.4977881542136773,3.115310575022096
-2.474912844345848,3.019801008242741
-2.4728296101559817,3.0099509505473567
-2.458348615713798,2.8378304473711577
-2.4479780465573318,2.715989197855261
-2.4464257290411497,2.6551921633874147
-2.443698170615366,2.617770994222755
-2.441485852023693,2.627052592879343
-2.4295179793584154,2.392928900912522
-2.4272616544056027,2.3432517675024016
-2.425089649441238,2.302189222687553
-2.423673831020818,2.3044331028334484
-2.416392958957991,2.153257953444997
-2.406382202433707,1.9501838843626929
-2.405962406400411,1.9804990728859135
-2.3978963178372896,1.8122595894830222
-2.3925133987605407,1.6220888719921362
-2.3881193527294657,1.5266931616596442
-2.38784487803174,1.5443302749150172
-2.372369228228052,1.1654304681932954
-2.3656602497975188,0.982482076439893
-2.3593449302625196,0.7999036060164877
-2.3498022095027755,0.5412483344213369
-2.349563716091627,0.5450771257225929
-2.343105370049193,0.3713184353416726
-2.334586867598426,0.16628644008328414
-2.3246804238202805,-0.11325978400629928
-2.322865650973297,-0.161866157688158
-2.317619546831332,-0.31760673155629154
-2.3133952637740283,-0.4363084040527238
-2.312882631787375,-0.4119072764484844
-2.3088267390521535,-0.5204138228774009
-2.30136075116432,-0.7662335365840012
-2.2988081997115364,-0.7717306350716718
-2.2857281157705964,-1.0729830404411365
-2.279775735191123,-1.2325443996929306
-2.268812238977759,-1.4096596410491629
-2.267056775077768,-1.4040441032951338
-2.266023082842745,-1.4944294118652042
-2.2450123811206613,-1.8074231841372637
-2.223429738212269,-1.9589840353549768
-2.2187051797175847,-2.026574295702271
-2.2184020679622383,-2.019582839549087
-2.212043025484312,-2.11430402982782
-2.2113578054598917,-2.0485149503337348
-2.205945536056885,-2.078733730692352
-2.2055675104128643,-2.091268391881302
-2.2026944724406663,-2.07417462641125
-2.198667052573879,-2.0777762067242054
-2.194201082126738,-2.087248454171805
